t,a,b,c,d
0.0,0.07214479637354002,-0.08831894283969624,-0.009075388866459033,0.09738556562042211
0.002,0.036822436832124925,-0.029696064116619736,-0.042057519509067776,0.13172854699095857
0.004,0.07370604993461874,-0.028974318316751763,-0.03836204639628893,0.0891663405252558
0.006,0.049193777725285694,0.053948994147376285,-0.02898909664041749,0.041581517581317284
0.008,0.04706186761519759,0.009925415838999266,0.0040748902188728064,0.11774651588092896
0.01,-0.04589141293337158,-0.049199497200952395,0.04850943983133399,0.08314275308530883
0.012,-0.021213714230846947,-0.050629399047594933,0.12448796453894506,0.09825315984699654
0.014,0.029358707036476313,-0.20475210658568477,0.0683206049096981,0.14877662312660106
0.016,0.07728400148228551,-0.1360893876975972,0.14258905222235352,0.24743053233912166
0.018000000000000002,0.09243552577836053,-0.10083601765547226,0.1273063579447654,0.17704452825026123
0.02,0.0676937797594503,-0.141232220767462,0.15441878723260594,0.1282524431198074
0.022,0.00930621453448971,-0.2038537702860688,0.14172263346069358,-0.0015688817863122317
0.024,0.08473749690120616,-0.21516318462633469,0.1580807288444392,-0.009115117794456562
0.026000000000000002,0.06882181250407227,-0.22613846287764502,0.09884628289011443,0.0928619335059842
0.028,0.10409636440170988,-0.22991442419207658,0.06402476250601818,0.1497919392518905
0.03,0.13659475556708336,-0.2356316241199446,0.16607075393983478,0.15286370603649682
0.032,0.12598141342163832,-0.24230423654041267,0.21645033189488683,0.17948484749901625
0.034,0.11555246020084273,-0.35127087985456834,0.24098060004091837,0.20629445569301957
0.036000000000000004,0.13522287714550246,-0.37583196632583793,0.27227460520195146,0.30154050057346216
0.038,0.18234468112594224,-0.30233618896841624,0.33614548426022106,0.2846187031806765
0.04,0.14139196830186587,-0.28042059444308387,0.3005642037053967,0.316406891646172
0.042,0.12859178885122569,-0.30489536999750527,0.28266680759300966,0.3688113399126037
0.044,0.2116957868365327,-0.26632393731773896,0.2979462955857458,0.4554224731542682
0.046,0.1778321964841864,-0.25750283225502196,0.35440320160348154,0.40527830188444836
0.048,0.06726071684736126,-0.19456585557517714,0.40635865199809595,0.3589190988328128
0.05,0.02906280048934679,-0.1829981060849825,0.39574359704616224,0.3279423628433418
0.052000000000000005,-0.04924592253831836,-0.2336734557229592,0.39531899427323614,0.3472414001157068
0.054,-0.020983478985572946,-0.3003326533523075,0.395533691984994,0.3308663785498135
0.056,-0.051645135474309586,-0.32945309415245944,0.4178458415915879,0.35724119668918497
0.058,-0.09824698881960002,-0.33028090140421457,0.36583538596177434,0.32797464091408324
0.06,-0.09940879016894608,-0.34996106325979803,0.31624769552745735,0.39609769076572365
0.062,-0.052160048224582284,-0.35369227053995034,0.2876402414662559,0.3462173199755779
0.064,-0.059260289828616884,-0.36420880016491897,0.2789937445722108,0.36236941493862285
0.066,-0.10133307272950867,-0.34473368836336615,0.24748680831978254,0.34996830365999926
