T,M,a,b,c,d,e,f,g,h,i,j
0.122,0.0026442262837338857,0.0024112171801419224,0.0038550923120495018,0.002232741883310796,0.00349739827482054,0.00227479739789882,0.0025213317291152837,0.0013898818252841005,0.0029515474123438246,0.0014989681729783433,0.0038092866493957267
0.124,0.002545363630833908,0.0023238774536826767,0.00370893715700904,0.00215397315181165,0.003369902827024207,0.002195408110640451,0.0024189820077248347,0.001331579554526341,0.0028375092039579775,0.0014414373424284088,0.0036720294995334912
0.126,0.002450390229240895,0.0022398548782055494,0.003568213574824397,0.002078288604195233,0.0032473493616793636,0.0021190607058054756,0.0023209038992071385,0.0012759676488395266,0.0027283302997664904,0.0013861432443035282,0.00353979007558225
0.128,0.002359146191933037,0.0021590252135146315,0.0034327127566593507,0.0020055543034445122,0.003129543905810772,0.0020456277179381477,0.002226914997045637,0.0012229093909763566,0.0026237823790215,0.0013330029987053127,0.0034123882562141494
0.13,0.0022714788314460387,0.0020812686475576436,0.0033022353203918664,0.0019356427109461505,0.00301630033006528,0.001974987356731739,0.0021368414992007922,0.001172276118170723,0.00252364909704883,0.0012819367895137157,0.003289650444833647
0.132,0.0021872422881406674,0.002006469633779151,0.0031765908004227628,0.001868432369994344,0.0029074399569015696,0.0019070232555442601,0.002050517729094259,0.0011239466864002567,0.0024277254191932274,0.0012328677175144076,0.0031714093125624343
0.134,0.0021062971792147112,0.0019345167371453975,0.0030555971631033296,0.0018038076052594443,0.002802791197981769,0.00184162423141776,0.00196778568296474,0.0010778069693629933,0.0023358169877147894,0.0011857216633953671,0.0030575035538015216
0.136,0.00202851026538402,0.001865302486343312,0.0029390803435330737,0.0017416582327862695,0.002702189217321127,0.0017786840560944928,0.0018884946015812476,0.001033749392334693,0.00224773951981061,0.001140427157639623,0.002947777646395755
0.138,0.0019537541349213816,0.0017987232330590741,0.0028268738028577323,0.001681879282519727,0.0026054756199607176,0.0017181012336981993,0.0018125005651459247,0.0009916724954978084,0.0021633182322017275,0.001096915260335174,0.002842081623937731
0.14,0.0018819069043914838,0.0017346790161975045,0.0027188181078501295,0.001624370734037095,0.002512498160510912,0.0016597787887557836,0.0017396661128427082,0.000951480526394155,0.0020823872969056856,0.0010551194481548398,0.0027402708522660246
0.14200000000000002,0.0018128519349461581,0.0016730734324379437,0.0026147605308228794,0.0015690372609673542,0.0024231104726440966,0.0016036240604473395,0.0016698598845705792,0.0009130830579331395,0.0020047893221526447,0.0010149755096096058,0.0026422058178759977
0.14400000000000002,0.001746477564220017,0.0016138135127236053,0.0025145546716529577,0.0015157879863559875,0.0023371718165166033,0.0015495485061030045,0.0016029562840791378,0.0008763946332853711,0.0019303748617254257,0.0009764214488016121,0.0025477519209564647
0.146,0.0016826768531350567,0.0015568096029626721,0.0024180601016364767,0.0014645362517534677,0.0022545468407252356,0.0014974675108035962,0.0015388351655512,0.0008413344325882699,0.001859001950655803,0.0009393973944163969,0.0024567792802574484
0.148,0.001621347347176627,0.0015019752506333361,0.0023251420273803225,0.0014151993939277574,0.0021751053616613225,0.0014473002058762452,0.001477381538411926,0.0008078259643985453,0.0017905356673048045,0.00090384551740752,0.0023691625447644915
0.15,0.0015623908517984452,0.0014492270942269014,0.0022356709786394147,0.0013676985349057036,0.0020987221534702893,0.0013989692940457044,0.0014184852942557002,0.0007757967772362706,0.0017248477232245651,0.0008697099527383845,0.002284780715241519
0.152,0.0015057132215207658,0.0013984847612396045,0.002149522514831026,0.0013219583823214087,0.00202527675186448,0.0013524008815489763,0.0013620409505821218,0.0007451781929851409,0.0016618160752281952,0.0008369367299999597,0.002203516974606745
0.154,0.0014512241616919442,0.0013496707657317808,0.0020665769541767798,0.0012779070404576043,0.0019546532684420193,0.0013075243187686825,0.001307947414398547,0.000715905058540911,0.0016013245650584595,0.0008054737048600602,0.002125258526484597
0.156,0.0013988370435105257,0.0013027104137437462,0.001986719122173075,0.0012354758321291293,0.0018867402149401746,0.0012642720473435842,0.0012561077612300853,0.0006879155175992802,0.0015432625821336643,0.0007752704998498228,0.0020498964439626954
0.158,0.0013484687299540553,0.0012575317107610395,0.001909838118516194,0.0011945991316715254,0.0018214303372686702,0.0012225794542505275,0.001206429030252032,0.0006611507989797705,0.001487524747569413,0.0007462784449043802,0.001977325525367002
0.16,0.0013000394134356275,0.0012140652731812418,0.0018358271029496054,0.001155214206897348,0.0017586204570293473,0.0011823847331917658,0.0011588220343097255,0.0006355550211857297,0.0014340106223069693,0.0007184505249889783,0.0019074441583155632
0.162,0.0012534724639211348,0.001172244244114773,0.001764583097764727,0.001117261071322706,0.001698211321536247,0.0011436287526953581,0.0011132011831098687,0.0006110750138823562,0.0013826244332264537,0.0006917413291703811,0.0018401541923884768
0.164,0.0012086942864197759,0.0011320042107678674,0.0016960068058756717,0.0010806823461128046,0.0016401074609865285,0.0011062549307078173,0.0010694843186952463,0.0005876601513252755,0.0013332748195200583,0.0006661070025268945,0.0017753608176795943
0.166,0.0011656341879711873,0.0010932831268799514,0.0016300024433570925,0.001045423129151013,0.0015842170509918763,0.001070209114695686,0.0010275925627859506,0.0005652622027958465,0.0012858745969958063,0.0006415052013880596,0.0017129724506705912
0.168,0.0011242242527168878,0.0010560212363497357,0.001566477585651871,0.001011430875076047,0.0015304517826753017,0.0010354394688718571,0.0009874501738621477,0.000543835190461861,0.0012403405377034993,0.0006178950502606639,0.0016529006262558932
0.17,0.0010843992248724676,0.0010201610003803818,0.0015053430257315759,0.000978655279598395,0.001478726737202507,0.0010018963668438907,0.0009489844141703507,0.0005233352632064703,0.00119659316635079,0.0005952370999260381,0.001595059895314277
0.17200000000000001,0.0010460963986238304,0.0009856470267041173,0.0014465126427359865,0.0009470481738358405,0.0014289602657515665,0.000969532288995878,0.0009121254252669742,0.0005037205779421239,0.0011545565690653792,0.0005734932882890398,0.0015393677276513973
0.17400000000000002,0.0010092555144312287,0.0009524260008855201,0.0013899032811053313,0.0009165634236414366,0.0013810738743306183,0.0009383017258430826,0.0008768061106565472,0.00048495119110714136,0.0011141582163675112,0.0005526269016284946,0.001485744418746604
0.176,0.0009738186617417766,0.0009204466209837836,0.0013354346379715887,0.0008871568361722426,0.0013349921125381803,0.000908161086207171,0.0008429620262504489,0.00046698895970243015,0.001075328796899755,0.0005326025378190602,0.0014341130028731053
0.178,0.0009397301861522988,0.0008896595320553313,0.0012830291582427433,0.0008587860706357198,0.0012906424673053696,0.0008790686094977129,0.0008105312768000861,0.000449797447845679,0.0010380020621532093,0.0005133860698980364,0.001384399167089101
0.18,0.0009069366024468728,0.0008600172645290005,0.0012326119372063626,0.0008314105560952578,0.0012479552596245114,0.0008509842829628189,0.0007794544177932572,0.00043334184283527755,0.001002114681418198,0.0004949446103406085,0.0013365311716634354
0.182,0.0008753865113328207,0.0008314741731463293,0.0011841106284421477,0.0008049914124951263,0.0012068635446453868,0.0008238697627115377,0.0007496743626834723,0.0004175888760830082,0.0009676061048727869,0.00047724647687730215,0.0012904397713711102
0.184,0.0008450305209036113,0.0008039863774368383,0.0011374553582423896,0.0007794913771710377,0.0011673030167923537,0.0007976882995042178,0.0007211362947571187,0.000402506749747511,0.0009344184354093121,0.0004602611585912131,0.001246058141384121
0.186,0.0008158211709764829,0.000777511704303957,0.001092578643264508,0.0007548747346632911,0.001129211915467554,0.0007724046666103268,0.0006937875831095619,0.0003880650687001497,0.0009024963074271142,0.0004439592824485583,0.001203321803769808
0.188,0.0007877128617301166,0.000752009632282169,0.0010494153132413198,0.0007311072510325367,0.0010925309361686786,0.0007479850926451759,0.0006675777027982388,0.00037423477760123447,0.0008717867732486173,0.0004283125803115073,0.0011621685579716878
0.19,0.0007606617846475982,0.000727441235877424,0.0010079024377089851,0.0007081561103253753,0.0010572031427007467,0.0007243971971034879,0.0006424581574342447,0.00036098810109985724,0.0008422391941645957,0.0004132938569842981,0.0011225384130769678
0.192,0.0007346258565662401,0.0007037691321788442,0.000967979254677398,0.0006859898554391064,0.0010231738833078596,0.0007016099285033217,0.0006183824056459342,0.00034829848821338327,0.0008138051388346668,0.00039887695795781664,0.0010843735209040695
0.194,0.0007095646566422587,0.0006809574289484699,0.0009295871036341108,0.000664578331231791,0.0009903907083966823,0.0006795935071164383,0.0005953057912215787,0.0003361405597536171,0.0007864382859719132,0.00038503673841083774,0.0010476181117371475
0.196,0.0006854393651874902,0.0006589716731919548,0.0008926693600983526,0.0006438926307731352,0.0009588032910087252,0.0006583193675382404,0.0005731854738038056,0.0003244900593133426,0.0007600943318022413,0.0003717490324387507,0.0010122184319063532
0.198,0.0006622127051410187,0.0006377788014675367,0.0008571713721126084,0.0006239050431345872,0.0009283633502392696,0.0006377601076904549,0.0005519803639042475,0.0003133238062725807,0.0007347309028802318,0.00035899062158550876,0.0009781226821231614
0.2,0.000639848885370442,0.0006173470905526113,0.0008230404007284475,0.0006045890043029356,0.0008990245761938409,0.0006178894366597465,0.0005316510591876211,0.00030261965073274943,0.0007103074712244695,0.0003467392064278041,0.0009452809576941945
0.202,0.0006183135458705747,0.0005976461104784114,0.0007902255590406249,0.0005859190499437616,0.0008707425573736272,0.0005986821265366871,0.0005121597832299374,0.0002923564319587957,0.0006867852756849979,0.00033497337517252035,0.0009136451892863828
0.20400000000000001,0.000597573705339971,0.0005786466779421628,0.0007586777560187885,0.0005678707700815799,0.0008434747099276274,0.0005801139674996847,0.0004934703263799189,0.000282513937921558,0.0006641272447683866,0.0003236725761334158,0.0008831690867265873
0.20600000000000002,0.0005775977098162021,0.0005603208108212465,0.0007283496403232004,0.0005504207657349713,0.0008171802099838921,0.0005621617224291775,0.0004755479879675617,0.0002730728664123161,0.0006422979240792159,0.0003128170886169679,0.0008538080817934723
0.20800000000000002,0.000558355183168524,0.0005426416840000892,0.0006991955453922172,0.0005335466074568584,0.0007918199265384285,0.0005448030859733777,0.00045835952060513385,0.0002640147883659072,0.0006212634059645783,0.00030238799400139627,0.0008255192733872541
0.21,0.0005398169795156726,0.0005255835862519875,0.0006711714366586241,0.0005172267945775522,0.0007673563573066255,0.0005280166433474509,0.0004418730770033852,0.0002553221120584759,0.0006009912634346026,0.0002923671499258651,0.0007982613745921574
