t,n2,n4,n10,n20,f2,f4,f10,f20
3.39,0.5965035196473731,2.4961233281559636,15541924361.898344,48585021002309.54,0.9981240820616788,1.421273774848392,3.8873134361020933,369.45532859346474
3.4,0.5977161818281568,2.6159506137662114,20779982604.56433,65980221043657.695,1.0069831200792883,1.4423605542313596,4.015327439689125,393.02984521124375
3.41,0.5989057985477733,2.7413893250306476,27759199651.42991,89507604947779.98,1.0158944236567642,1.4636968780421507,4.147162454898337,418.03267701180283
3.42,0.6000724474739043,2.8724895715683347,37050358335.33693,121294338857095.19,1.02485814651634,1.4852849546194005,4.282920823099222,444.545787878639
3.43,0.6012162116743258,3.0092069216099104,49408755192.160706,164193430804994.56,1.033874442380252,1.507127005291919,4.422707314982037,472.6555842973358
3.44,0.6023371796381717,3.1513644385280424,65833013145.67584,222027321978658.38,1.0429434649707336,1.5292252644167779,4.566629180866512,502.45314209657846
3.45,0.6034354452961369,3.2986023897630212,87642376497.5726,299911872687288.7,1.0520653680100214,1.551581979417413,4.7147962019010405,534.0344440484187
3.46,0.6045111080394729,3.450312005491811,116578214082.05876,404686836402481.5,1.0612403052203485,1.57419941082171,4.867320742165255,567.5006288138763
3.47,0.6055642727377262,3.605548769199168,154937205001.77063,545487243854255.8,1.0704684303239516,1.597079832300108,5.024317801689414,602.9582517402964
3.48,0.606595049755057,3.762919735898392,205745956211.6318,734501062134216.2,1.079749897043064,1.6202255307036844,5.185905070403816,640.5195580378248
3.49,0.6076035549650579,3.9204384250093747,272989758471.77396,987972858149815.1,1.0890848590999218,1.643638806102258,5.352202983032005,680.3027688842998
3.5,0.6085899097639389,4.07534023922927,361912028591.5061,1327532033695545.8,1.098473470216759,1.6673219718224748,5.523334774941259,722.4323810304376
3.5100000000000002,0.6095542410820723,4.22385183748156,479405971947.79425,1781948881165121.2,1.1079158841158112,1.6912773544859123,5.69942653896447,767.0394805008367
3.52,0.6104966813936221,4.360911043059676,634526466138.2565,2389454017677559.0,1.1174122545193126,1.715507294047163,5.880607283207212,814.2620710106627
3.5300000000000002,0.6114173687242304,4.479843293565838,839158547757.245,3200799009483094.5,1.126962735149499,1.7400141438319385,6.067008989854438,864.2454177433566
3.54,0.6123164466567897,4.572024596637627,1108889738119.8113,4283291209495874.5,1.1365674797286045,1.7648002705751555,6.25876667499092,917.1424071609281
3.5500000000000003,0.6131940643348951,4.6266191337961535,1464147489312.2783,5726107907303884.0,1.1462266419788643,1.789868054459038,6.456018449450201,973.1139235458467
3.56,0.6140503764641275,4.630621272537704,1931681194259.7424,7647288901609441.0,1.1559403756225133,1.8152198891512037,6.658905580706508,1032.3292430017639
3.5700000000000003,0.6148855433109899,4.569786473162568,2546491672820.977,1.0202929116948808e+16,1.1657088343817865,1.8408581818427667,6.867572555824726,1094.9664456698752
3.58,0.6156997306993114,4.431961207591766,3354341348059.433,1.3599252401406696e+16,1.1755321719789185,1.8667853532864225,7.0821671454832185,1161.2128469480901
3.59,0.6164931100041234,4.216811017739766,4415017424150.398,1.8108455156739856e+16,1.1854105421361443,1.8930038378345517,7.302840469084921,1231.2654485320145
3.6,0.617265858142811,3.962301462432948,5806570785978.416,2.4089478179330308e+16,1.1953440985756993,1.9195160834773095,7.529747060971906,1305.3314101294363
3.61,0.6180181575635706,3.8081595107572914,7630818285857.991,3.2015215383059028e+16,1.2053329950198175,1.946324551880717,7.763044937759,1383.6285427341722
3.62,0.6187501962309191,4.0837133272745945,10020479696936.469,4.2508122614801736e+16,1.215377385190735,1.973431718424764,8.002895666802297,1466.3858243804584
3.63,0.6194621676082813,5.227245777437364,13148428185164.113,5.638677909095422e+16,1.2254774228106853,2.0008400722414934,8.249464435818211,1553.8439393355827
3.64,0.6201542706374762,7.506574403402668,17239671448730.045,7.472671741004322e+16,1.2356332616019046,2.0285521162531057,8.502920123669451,1646.2558417266314
3.65,0.6208267097151208,11.060218610569423,22586858345471.68,9.893982625823677e+16,1.2458450552866265,2.0565703672100426,8.763435372333822,1743.8873446363646
3.66,0.6214796946657283,16.1023551877054,29570333924998.965,1.3087790793565499e+17,1.256112957587087,2.084897355729093,9.031186660072644,1847.0177357442903
3.67,0.6221134407115614,22.988078255308395,38684058409438.516,1.7296762437394048e+17,1.2664371222255204,2.1135356263314766,9.306354375815035,1955.9404206310617
3.68,0.622728168439034,32.22712245094996,50569080820581.305,2.283861978514403e+17,1.276817702924162,2.1424877374809457,9.589122894775235,2070.963594908436
3.69,0.6233241037616578,44.5075347231288,66056738573706.516,3.012899840329818e+17,1.2872548534052464,2.171756261621874,9.879680655319536,2192.410946382178
3.7,0.6239014778794851,60.736796960674965,86224369677444.03,3.971115820696786e+17,1.2977487273910087,2.2013437852173583,10.178220237100437,2320.622388502687
3.71,0.6244605272348842,82.10071409166886,112467111405844.77,5.229457158115148e+17,1.3082994786036832,2.2312529087873023,10.48493844047491,2455.9548264065756
3.72,0.625001493464725,110.14221725786977,146590365786933.3,6.880500017145615e+17,1.318907260765506,2.261486246946523,10.800036367224788,2598.7829569033147
3.73,0.6255246233487675,146.86437116327005,190928798175887.0,9.04494283759406e+17,1.3295722275987107,2.2920464284428332,11.12371950259656,2749.5001038130504
3.74,0.6260301687543119,194.86383669747488,248499377034539.0,1.1880019378921667e+18,1.3402945328255333,2.3229360961951477,11.456197798678946,2908.519090116305
3.75,0.626518386577044,257.5031431025654,323198057938797.44,1.5590390339566715e+18,1.3510743301682075,2.3541579073315653,11.79768575913593,3076.2731484320366
3.7600000000000002,0.6269895386779678,339.1326291426697,420052386018150.94,2.044223265084247e+18,1.3619117733489694,2.385714533227475,12.148402525314019,3253.2168713991177
3.77,0.6274438918164136,445.37603036865085,545545694774303.25,2.678145099370853e+18,1.3728070160900532,2.4176086595436406,12.508571963741785,3439.827203596086
3.7800000000000002,0.6278817175793195,583.4976305955905,708032913581314.8,3.505719933570094e+18,1.383760212113694,2.4498429862643016,12.878422755040896,3636.604476696834
3.79,0.6283032923061774,762.8739037440506,918273511966638.8,4.5852237346875356e+18,1.3947715151421265,2.482420227735263,13.258188484267027,3844.073489624
3.8000000000000003,0.6287088970104253,995.5989458596899,1190114123482678.8,5.992207780775923e+18,1.4058410788975864,2.5153431127019954,13.648107732700321,4062.7846355291535
3.81,0.6290988172966016,1297.2611103228678,1541362307161534.5,7.824543248955753e+18,1.416969057102307,2.5486143843477205,14.048424171104164,4293.315077497538
3.8200000000000003,0.6294733432734365,1687.9385835283872,1994904227807234.5,1.020891684117212e+19,1.428155603478525,2.582236800331517,14.459386654472354,4536.269974947305
3.83,0.6298327694632346,2193.4747696018885,2580133408965503.0,1.3309188570659932e+19,1.4394008717484739,2.6162131328264016,14.881249318283858,4792.283762766667
3.84,0.6301773947069979,2847.1110445042923,3334775943895357.0,1.7337137565180336e+19,1.450705015634389,2.650546168557436,15.314271676285637,5062.021485309767
3.85,0.6305075220657553,3691.575644628503,4307220661690302.0,2.256626801243876e+19,1.462068188858506,2.6852387088398144,15.758718719823227,5346.180187450788
3.86,0.6308234587176661,4781.754376153026,5559492025831969.0,2.9349533715893326e+19,1.4734905451430589,2.7202935696169557,16.214861018739686,5645.490364978337
3.87,0.6311255158516226,6188.102988645628,7171040613944859.0,3.8142076958598e+19,1.4849722382102832,2.7557135814986067,16.68297482386358,5960.717476697123
3.88,0.6314140085565265,8001.004367663296,9243572934385550.0,4.953037917553105e+19,1.496513421782413,2.7915015897989246,17.163342171106457,6292.66352069135
3.89,0.6316892557068289,10336.328585396332,1.1907201650204734e+16,6.426960462338889e+19,1.5081142495816842,2.827660454574584,17.656250987191253,6642.168677295905
3.9,0.6319515798444713,13342.5233550858,1.532827223998239e+16,8.333140569468964e+19,1.5197748753303304,2.864193050662859,18.161995197032432,7010.113021414582
3.91,0.6322013070566321,17209.65040542019,1.9719316796082468e+16,1.07965077394142e+20,1.531495452750588,2.90110226771973,18.680874832789776,7397.4183069227
3.92,0.6324387668500704,22180.894561720605,2.5351705154813e+16,1.3977573367660642e+20,1.5432761355646907,2.938391010257963,19.213196144616962,7805.049825991121
3.93,0.6326642920218554,28567.21297700219,3.2571714286991508e+16,1.808241738626054e+20,1.5551170774948742,2.976062197685222,19.759271713127436,8234.018346273602
3.94,0.632878218526178,36765.96965021802,4.1820926904062936e+16,2.3375436870292917e+20,1.5670184322633725,3.014118764342146,20.31942056359906,8685.3821290059
3.95,0.6330808853378449,47284.62471858399,5.36621096531272e+16,3.0195609278958725e+20,1.5789803535924218,3.052563659540456,20.893968281940552,9160.249031177276
3.96,0.6332726343125722,60770.8310951605,6.88120227416844e+16,3.897722509571785e+20,1.5910029952042557,3.0913998476010414,21.483247132441612,9659.778695048779
3.97,0.6334538100434203,78050.64800496987,8.818299220538147e+16,5.0276300188367946e+20,1.60308651082111,3.1306303078920608,22.08759617733028,10185.184828412697
3.98,0.6336247597145005,100177.03087537049,1.129355531595589e+17,6.480420116110678e+20,1.615231054165219,3.170258034867027,22.707361398159772,10737.737579108993
3.99,0.6337858329510773,128491.32371035356,1.4454507209453952e+17,8.347042482636375e+20,1.6274367789588182,3.210286038102916,23.342895819048955,11318.766007442784
4.0,0.6339373816671513,164701.19341053945,1.8488600964274445e+17,1.0743698767586904e+21,1.6397038389241416,3.2507173423382434,23.99455963179903,11929.660660276597
4.01,0.6340797599093474,210979.34292118892,2.3633843107776026e+17,1.381875304810054e+21,1.6520323877834246,3.291554987511175,24.662720322911117,12571.876250708096
4.0200000000000005,0.6342133236988513,270088.46844762296,3.019225585829394e+17,1.7761506152649594e+21,1.6644225792589034,3.3328020287976137,25.34775280252804,13246.934447382568
4.03,0.6343384308698908,345539.3438757428,3.8546864757242394e+17,2.2813329288517053e+21,1.6768745670728107,3.374461536649287,26.050039535324586,13956.426777634786
4.04,0.6344554409062011,441790.6962437358,4.9183133457116896e+17,2.9281782195646586e+21,1.6893885049473822,3.4165365968318566,26.76997067337157,14702.017648804878
4.05,0.6345647147747051,564501.7711793509,6.271599405200499e+17,3.7558504330801604e+21,1.7019645466048527,3.459030310463001,27.50794419099714,15485.447492225358
4.0600000000000005,0.6346666147569417,720851.290975411,7.992391382129937e+17,4.814187288832938e+21,1.714602845767459,3.501945794050519,28.264366021671297,16308.536034537876
4.07,0.6347615042785338,919940.0231202774,1.0179180520550669e+18,6.166567944243545e+21,1.7273035561574328,3.545286179530408,29.03965019693815,17173.185701161256
4.08,0.6348497477360862,1173298.581633374,1.29565043440705e+18,7.893540096865809e+21,1.7400668314970107,3.589054614304977,29.834218987422368,18081.3851569043
4.09,0.6349317103228933,1495527.5993987964,1.6481742818362545e+18,1.009740476045063e+22,1.752892825508427,3.6332542612809333,30.648503045934245,19035.212988889805
4.1,0.6350077578527787,1905104.3133686883,2.0953663981404431e+18,1.290800795082558e+22,1.7657816919139175,3.677888298907472,31.482941552700357,20036.84153714016
4.11,0.6350782565814312,2425398.240393841,2.662316328926555e+18,1.6490052448048416e+22,1.778733584435718,3.722959921214384,32.33798236274575,21088.540878360527
4.12,0.6351435730277855,3085949.4181680847,3.3806752194160937e+18,2.10523228932549e+22,1.7917486567960605,3.7684723378501235,33.21408215545371,22192.68296864889
4.13,0.6352040737930068,3924076.176572467,4.2903490225820237e+18,2.6859317758125517e+22,1.8048270627171819,3.8144287741199374,34.11170658633109,23351.745951063494
4.14,0.6352601253787752,4986896.252550036,5.441622778208675e+18,3.4245907206366103e+22,1.8179689559213161,3.8608324710239343,35.031330441004584,24568.318634181018
4.15,0.6353120940049644,6333866.090402847,6.897824225332054e+18,4.36357927918849e+22,1.8311744901307,3.907686685295194,35.97343779147657,25845.105147994673
4.16,0.6353603454255361,8039969.402311343,8.738661829955161e+18,5.556474107257814e+22,1.8444438190675658,3.9549946894378385,36.93852215466705,27184.92978371811
4.17,0.6354052447452843,10199718.771138664,1.106440568199461e+19,7.0709808216722335e+22,1.8577770964541498,4.0027597717651595,37.92708665327081,28590.74202429045
4.18,0.6354471562346862,12932174.83509448,1.400112121887437e+19,8.992607853850045e+22,1.8711744760126865,4.050985236437688,38.9396441789563,30065.62177260744
4.19,0.6354864431455804,16387238.355794804,1.770721732192184e+19,1.1429282152091264e+23,1.8846361114654124,4.099674403501302,39.97671755793583,31612.7847847487
4.2,0.6355234675261131,20753533.65962559,2.238163442252025e+19,1.4517144776386414e+23,1.8981621565345597,4.1488306089253015,41.03883971893478,33235.58831571677
4.21,0.635558590035807,26268280.557308134,2.8274077835723506e+19,1.8427823737829727e+23,1.9117527649423647,4.1984572046405315,42.12655386359008,34937.53698546367
4.22,0.6355921697618104,33229649.602658253,3.569780030169761e+19,2.337755530839448e+23,1.9254080904110622,4.248557558577456,43.24041363930541,36722.28887324073
4.23,0.6356245640337195,42012217.04529568,4.5045560219656135e+19,2.9638616991531966e+23,1.9391282866628885,4.29913505470426,44.38098331459397,38593.66184858555
4.24,0.6356561282408407,53086286.74852297,5.680953393333129e+19,3.7553649766458064e+23,1.9529135074200756,4.3501930930649335,45.54883795693751,40555.640147537335
4.25,0.6356872156487502,67042033.71057668,7.160614861577261e+19,4.755358950460083e+23,1.9667639064048603,4.401735089817382,46.744563613193186,42612.381202967226
4.26,0.6357181772185713,84619656.32809484,9.020703536760861e+19,6.0180104293200485e+23,1.980679637339477,4.453764477271511,47.96875749257655,44768.222738203774
4.2700000000000005,0.635749361424909,106747012.89813496,1.1357759064147635e+20,7.61136540583595e+23,1.994660853946162,4.506284703927325,49.22202815225298,47027.69013344861
4.28,0.6357811140771058,134586575.30492058,1.4292499103827916e+20,9.620856157852193e+23,2.0087077099471475,4.559299234513009,50.50499568556703,49395.504074791366
4.29,0.6358137781415466,169593975.70831582,1.797579478981698e+20,1.2153682234458903e+24,2.0228203590646703,4.612811550023042,51.81829191294283,51876.588495966695
4.3,0.6358476935638149,213590970.4768368,2.2596103363357134e+20,1.5344280034141342e+24,2.036998955020964,4.666825147756279,53.16256057548465,54476.07882332779
4.3100000000000005,0.6358831970959211,268856324.4035171,2.838870856599839e+20,1.9361147693097832e+24,2.0512436515382664,4.721343541354057,54.538457531311295,57199.330534867426
4.32,0.6359206221215601,338238957.97536284,3.5647202587098907e+20,2.4415356433089034e+24,2.0655546023388087,4.77637026083826,55.946650954654956,60051.9280444714
4.33,0.6359602984867383,425298738.7727539,4.473774604961163e+20,3.0771159294335625e+24,2.0799319611448275,4.831908852649454,57.38782153775885,63039.69392296729
4.34,0.6360025523305594,534481581.26935905,5.611676918523345e+20,3.8759206902433604e+24,2.0943758816785576,4.887962879684953,58.8626626956039,66168.69846790469
4.3500000000000005,0.6360477059190012,671337104.3568324,7.035293351728572e+20,4.879300202522089e+24,2.1088865176622353,4.94453592133693,60.37188077349942,69445.26963440666
4.36,0.636096077481605,842789052.8720195,8.815436581312025e+20,6.138937562591484e+24,2.1234640228180925,5.001631573530487,61.91619525756947,72876.00333983093
4.37,0.6361479810502689,1057471104.3278444,1.1040241309854528e+21,7.719395362933103e+24,2.1381085508683664,5.05925344876178,63.49633898817081,76467.77415540598
4.38,0.636203726300919,1326143660.6557896,1.3819345933344094e+21,9.701281394686234e+24,2.1528202555352904,5.117405176136093,65.11305837627339,80227.74639842828
4.39,0.6362636183981942,1662210896.8409894,1.72890703415477e+21,1.218518176021485e+25,2.1675992905411006,5.176090401405942,66.76711362283999,84163.3856390615
4.4,0.6363279578432548,2082361863.1207917,2.161882397987742e+21,1.529654485289041e+25,2.182445809608033,5.235312787009166,68.45927894123848,88282.4706362308
4.41,0.6363970403238531,2607365010.2454734,2.701903259061281e+21,1.9191742907977539e+25,2.1973599664583197,5.2950760121070095,70.19034278272117,92593.1057175768
4.42,0.6364711565697225,3263052367.61362,3.3750938758304026e+21,2.4065591127060143e+25,2.2123419148141967,5.355383772622242,71.96110806500842,97103.73361892706
4.43,0.63655059221017,4081538045.2932215,4.213871331042462e+21,3.016067003215734e+25,2.227391808397899,5.416239781277233,73.77239240400911,101823.14879923122
4.44,0.6366356276337524,5102726112.376533,5.258441519477866e+21,3.7778877538286403e+25,2.2425098009316633,5.4776477676320585,75.62502834871628,106760.51124743411
4.45,0.6367265378539451,6376175665.697506,6.558646085468038e+21,4.7295736704568574e+25,2.2576960461377213,5.539611478122571,77.51986361931205,111925.36079828291
4.46,0.6368235923772838,7963406582.957999,8.176241546295524e+21,5.917810747143114e+25,2.2729506977383096,5.6021346760985296,79.45776134852099,117327.63197462153
4.47,0.6369270550771746,9940748711.10861,1.0187710389630003e+22,7.400610110197383e+25,2.2882739094556626,5.665221141861671,81.43960032624555,122977.66937427499
4.48,0.6370371840661795,12402860879.261639,1.2687726664707138e+22,9.250018086570413e+25,2.303665835012017,5.728874672703813,83.46627524752316,128886.24362022086
4.49,0.6371542315809623,15467075128.923697,1.5793426426742077e+22,1.1555465949393662e+26,2.319126628129605,5.793099082944931,85.53869696384056,135064.56789333033
4.5,0.6372784438639872,19278757124.11886,1.9649667474384455e+22,1.4427908258565832e+26,2.3346564425306626,5.857898203971281,87.6577927378461,141524.3150675901
4.51,0.6374100610518653,24017917306.438435,2.443550452065671e+22,1.8004932904203134e+26,2.3502554319374247,5.923275884273474,89.82450650149413,148277.63546833117
4.5200000000000005,0.6375493170690555,29907360784.680435,3.037215693950726e+22,2.2457067891308072e+26,2.365923750072128,5.989235989484584,92.03979911766368,155337.1752746609
4.53,0.6376964395239583,37222729378.137085,3.77328085791245e+22,2.7995561303074046e+26,2.381661550657004,6.055782402418213,94.30464864528712,162716.09558795058
4.54,0.6378516496117894,46304869327.82341,4.685465531986293e+22,3.4881973856104626e+26,2.39746898741429,6.122919023106626,96.6200506080318,170428.09218893835
4.55,0.6380151620187088,57575056193.798584,5.815370910834048e+22,4.344000058450068e+26,2.413346214066219,6.190649768838821,98.98701826656988,178487.41600669638
4.5600000000000005,0.6381871848343385,71553728319.37572,7.21429808035122e+22,5.4070032595325226e+26,2.429293384335029,6.25897857419863,101.40658289447963,186908.89432346373
4.57,0.6383679194633066,88883526773.84003,8.945480280207637e+22,6.726708534383705e+26,2.445310651942952,6.327909391102799,103.87979405781587,195707.95274008354
4.58,0.63855756054899,110357618737.6427,1.1086822150826076e+23,8.364286113351806e+26,2.4613981706122234,6.397446188839108,106.40771989839354,204900.6379275761
4.59,0.6387562958948345,136954499988.2094,1.3734259588120947e+23,1.0395288621408542e+27,2.477556094065079,6.467592954104449,108.9914474208211,214503.64119115163
4.6000000000000005,0.638964306395248,169880739138.84964,1.7005878954860435e+23,1.291298738183716e+27,2.4937845760237547,6.538353691042928,111.63208278332887,224534.32287381197
4.61,0.6391817659659829,210623452101.04037,2.1046965004410332e+23,1.6032472212308246e+27,2.5100837702104823,6.609732421283938,114.3307515924303,235010.7376275155
4.62,0.6394088414862044,261014692666.85574,2.6036184140491843e+23,1.9895687062281712e+27,2.526453830347499,6.6817331839802865,117.08859920146342,245951.6605807701
4.63,0.6396456927409262,323310429669.2369,3.219315499539786e+23,2.4677612214548968e+27,2.542894910157038,6.75436003584627,119.90679101304885,257376.61443238045
4.64,0.6398924723665772,400287371720.0644,3.978771349168635e+23,3.0593850574041876e+27,2.5594071633613362,6.82761705119577,122.78651278551143,269305.8975020279
4.65,0.6401493258066376,495361619916.72424,4.915124665748929e+23,3.7909932618435984e+27,2.5759907436826293,6.901508321980356,125.72897094330737,281760.61276928784
4.66,0.6404163912674141,612734004881.6742,6.069055103435794e+23,4.695272410185468e+27,2.592645804843148,6.976037957827354,128.73539289149892,294762.6979336594
4.67,0.6406937996811509,757568030679.8568,7.49047706243433e+23,5.812440527104999e+27,2.6093725005651307,7.051210086077979,131.8070273343245,308334.9565292087
4.68,0.6409816746765529,936207645289.9629,9.240608968998518e+23,7.191959342928477e+27,2.6261709845708108,7.127028851825403,134.9451445979034,322501.0901284115
4.69,0.6412801325439527,1156443634743.4092,1.139450018458017e+24,8.894630611358458e+27,2.643041410582425,7.203498417952867,138.15103695712426,337285.731670884
4.7,0.6415892822198535,1427839355546.9863,1.4044115420022694e+24,1.099516147171156e+28,2.6599839323222056,7.280622965171737,141.42601896675788,352714.4799537418
4.71,0.6419092252669717,1762128849898.8843,1.7302098039276664e+24,1.3585302387976378e+28,2.676998703512389,7.358406692059656,144.77142779684633,368813.935321484
4.72,0.6422400558562272,2173703217991.1692,2.130635971569272e+24,1.67776837393895e+28,2.69408587787521,7.436853815098596,148.1886235724065,385611.7365944014
4.73,0.6425818607681769,2680204557181.0464,2.6225675510459736e+24,2.0710504520712705e+28,2.7112456091329045,7.515968568712971,151.67898971750031,403136.59927573573
4.74,0.6429347193805756,3303250946913.6836,3.226650173314121e+24,2.555325986027058e+28,2.728478051007705,7.595755205307709,155.24393330371402,421418.35507899825
4.75,0.6432987036752885,4069321015547.111,3.9681280312961714e+24,3.1513734419556985e+28,2.7457833572218475,7.67621799530638,158.88488540309842,440487.992818143
4.76,0.6436738782438396,5010832757332.715,4.877854953782354e+24,3.8846537697504454e+28,2.7631616814975675,7.757361227189266,162.60330144561203,460377.7007045227
4.7700000000000005,0.6440603002999401,6167458700124.106,5.99352489326011e+24,4.786351663436508e+28,2.7806131775571004,7.839189207531474,166.4006615811189,481120.91009592963
4.78,0.6444580196915906,7587728528910.011,7.361168819064615e+24,5.894645287859701e+28,2.798137999122679,7.92170626104099,170.2784710459862,502752.3407443357
4.79,0.6448670789262259,9330981175122.963,9.036974938329977e+24,7.256253928109075e+28,2.8157362999165394,8.00491673059683,174.23826053433572,525308.0475903922
4.8,0.6452875131973126,11469741582530.932,1.1089501169154618e+25,8.92832357941802e+28,2.8334082336609163,8.088824977287096,178.2815865739905,548825.469154115
4.8100000000000005,0.6457193504113237,14092613334336.162,1.3602363289204522e+25,1.0980723281261973e+29,2.851153954078047,8.173435380447087,182.410031907173,573343.4775727227
4.82,0.6461626112235593,17307797647554.463,1.66774996911173e+25,1.3498840472175593e+29,2.868973614890162,8.25875233769737,186.62520587599923,598902.4303380536
4.83,0.646617309087579,21247372602026.402,2.0439134809777575e+25,1.6586982358335198e+29,2.886867369819498,8.344780264981905,190.92874481282564,625544.2237876023
4.84,0.6470834502823033,26072494705861.617,2.503858878648425e+25,2.037251291987132e+29,2.904835372588291,8.431523596606128,195.3223124354918,653312.3484047381
4.8500000000000005,0.6475610339771959,31979719009728.625,3.066011169122411e+25,2.5010882531677174e+29,2.9228777769187766,8.518986785275043,199.8076002475163,682251.9459853863
4.86,0.6480500522834078,39208675175738.17,3.752795770558972e+25,3.0691740221860787e+29,2.9409947365331863,8.607174302131298,204.38632794329243,712409.8687300775
4.87,0.6485504903076394,48051386633778.55,4.591495935872372e+25,3.764635849992504e+29,2.9591864051537575,8.69609063679332,209.0602438183422,743834.7403220742
4.88,0.6490623262136633,58863579963265.02,5.61529157472083e+25,4.6156648863838806e+29,2.9774529365027247,8.785740297393378,213.83112518467317,776577.0190539688
4.89,0.649585531307194,72078404017416.27,6.864517350491244e+25,5.6566104230012736e+29,2.9957944843023223,8.876127810615687,218.70077879129707,810689.0630670706
4.9,0.6501200700871342,88223065577967.42,8.38818573363631e+25,6.929307465284787e+29,3.014211202274787,8.96725772173451,223.6710412499609,846225.1977697199
4.91,0.650665900336647,107938993513713.02,1.0245830084372781e+26,8.484686724926766e+29,3.032703244142351,9.059134594652221,228.74377946614308,883241.7855026028
4.92,0.6512229731913557,132006270144908.61,1.2509734134639391e+26,1.0384726314587866e+30,3.0512707636272505,9.151763011937446,233.92089107537444,921797.2975211741
4.93,0.6517912332448142,161373221140655.78,1.5267627822664345e+26,1.2704816703527526e+30,3.0699139144517202,9.245147574863122,239.20430488493037,961952.3883672282
4.94,0.6523706186207725,197192239019481.25,1.8625945760152826e+26,1.5536625277839482e+30,3.088632850337997,9.339292903444619,244.59598132095635,1003769.9727038601
4.95,0.6529610610785678,240863136444103.0,2.2713764228544513e+26,1.8991564647592905e+30,3.107427725008312,9.43420363647779,250.09791288107658,1047315.3046901086
4.96,0.6535624860967335,294085591502386.8,2.768755616106262e+26,2.320499026127313e+30,3.1262986921849025,9.529884431577115,255.71212459254951,1092656.0599738809
4.97,0.6541748129981608,358922567035274.4,3.373693185365254e+26,2.834127865150632e+30,3.1452459055900026,9.62633996521377,261.4406744760168,1139862.4203838864
4.98,0.6547979550340466,437876970573074.56,4.109156709582141e+26,3.4599968614857325e+30,3.16426951894585,9.723574932753737,267.2856540149113,1189007.161403763
4.99,0.6554318195212047,533984283458974.56,5.002956113982809e+26,4.2223184863823924e+30,3.1833696859746743,9.821594048495852,273.2491886305738,1240165.7425138564
5.0,0.6560763079272446,650924442693421.2,6.088751576953144e+26,5.150460842749482e+30,3.202546560398714,9.920402045709972,279.3334381631463,1293416.4004886744
