t,n2,n4,n10,n20,f2,f4,f10,f20
1.56,0.1231288880510134,0.02517358110742205,0.00036560133339331465,1.0568844123328925e-05,0.09726559202114116,0.029329336838787686,0.0007617692910289397,3.083080311627716e-05
1.57,0.12552115814439435,0.02579901922857022,0.00040971398732362463,1.159030885932381e-05,0.0991481001300885,0.03028150902082164,0.0008172389472971397,3.525826787719841e-05
1.58,0.12793529956058455,0.026430681379539273,0.00045897176930008926,1.2687159033202422e-05,0.101054742629915,0.03125825187369427,0.000876356547408164,4.028720129241301e-05
1.59,0.13037108233880507,0.027068317358830123,0.0005138264043654274,1.3864526633269818e-05,0.10298567324285557,0.03226003789107602,0.0009393366050857129,4.599470981132311e-05
1.6,0.13282827063979302,0.027711664807506142,0.0005747637882657822,1.512916276850018e-05,0.10494104569114508,0.03328734558554362,0.0010064047744189326,5.246720244558419e-05
1.61,0.13530662284015155,0.028360449030245368,0.0006423065261046576,1.6490286702535247e-05,0.10692101369701848,0.03434065952667451,0.0010777983528528607,5.9801443760828125e-05
1.62,0.13780589162822232,0.029014382815465648,0.0007170164761809941,1.7960759459752615e-05,0.1089257309827106,0.035420470379141145,0.0011537668035207622,6.810571831606608e-05
1.6300000000000001,0.14032582410141503,0.029673166254342433,0.0007994973278227264,1.9558662891015857e-05,0.11095535127045641,0.03652727494080532,0.0012345722975342364,7.750111753727107e-05
1.6400000000000001,0.14286616186493453,0.03033648655852703,0.0008903972373927907,2.130936146753933e-05,0.11301002828249078,0.03766157618081255,0.0013204902768625755,8.81229610159633e-05
1.6500000000000001,0.14542664113183815,0.031004017876359986,0.0009904115419689225,2.324810053755878e-05,0.11508991574104863,0.038823883277686384,0.0014118100384487276,0.00010012236531264954
1.6600000000000001,0.1480069928243611,0.03167542110735632,0.0011002855660072715,2.542314082618909e-05,0.1171951673683648,0.040014711657422784,0.0015088353402254134,0.000113667974525254
1.67,0.15060694267645547,0.03235034371476368,0.0012208175327815137,2.7899337452441558e-05,0.11932593688667419,0.04123458303158441,0.0016118850297114156,0.00012894786816123596
1.68,0.1532262113374719,0.03302841953593525,0.0013528615894895417,3.0761948974901765e-05,0.12148237801821178,0.04248402543539507,0.0017212936958848689,0.00014617166323642675
1.69,0.1558645144769337,0.03370926859030002,0.0014973309525990331,3.4120340088255326e-05,0.12366464448521246,0.043763573265833945,0.0018374123450474319,0.00016557282902175208
1.7,0.15852156289033953,0.03439249688465826,0.0016552011780907533,3.811118335228898e-05,0.12587289000991103,0.045073767319729986,0.0019606091014107057,0.00018741123447954357
1.71,0.16119706260594036,0.035077696215565696,0.0018275135596686753,4.290084458237551e-05,0.1281072683145425,0.046415154831856265,0.002091269933153917,0.00021197595018321942
1.72,0.16389071499243316,0.03576444396851633,0.002015378656647066,4.868688627494031e-05,0.1303679331213417,0.04778828951302431,0.0022297994047199765,0.00023958832840756343
1.73,0.1666022168675165,0.036452302913660965,0.0022199799519695275,5.5698980444938244e-05,0.13265503815254356,0.04919373158817844,0.0023766214561353784,0.0002706053871220953
1.74,0.1693312606072533,0.037140820997768324,0.0024425776396394903,6.419982976082534e-05,0.134968737130383,0.050632047834490136,0.0025321802101581133,0.000305423525828278
1.75,0.17207753425618444,0.03782953113212843,0.0026845125396732375,7.448679611620073e-05,0.13730918377709486,0.052103811619452337,0.0026969408080767866,0.00034448260356447104
1.76,0.1748407216381516,0.038517950976105525,0.0029472101374992555,8.689478755349847e-05,0.13967653181491407,0.05360960293897384,0.0028713902750035214,0.00038827041197331556
1.77,0.17762050246776154,0.03920558271601575,0.0032321847434159563,0.0001018006614168798,0.14207093496607556,0.05515000845547361,0.00305603841552291,0.00043732757909819035
1.78,0.1804165524624555,0.03989191283901024,0.003541043766408089,0.00011962912454908714,0.14449254695281416,0.056725621535975115,0.0032514187405793494,0.0004922529425629444
1.79,0.18322854345512646,0.04057641190164099,0.00387549209508548,0.00014085995628052605,0.1469415214973648,0.0583370422902007,0.0034580894265054778,0.0005537094340076876
1.8,0.18605614350724178,0.04125853429276403,0.004237336576903524,0.0001660363581315216,0.14941801232196242,0.05998487760866592,0.0036766343071151886,0.0006224305201193983
1.81,0.1888990170224135,0.041937717990443296,0.004628490585038772,0.00019577429644875838,0.15192217314884188,0.06166974120077388,0.003907663899805809,0.0006992272493269245
1.82,0.19175682486038564,0.04261338431250447,0.0050509786603054364,0.00023077279349100523,0.15445415770023807,0.06339225363290955,0.004151816466635474,0.0007849959572442204
1.83,0.194629224451374,0.04328493766038241,0.00550694121336654,0.00027182520238019144,0.15701411969838588,0.06515304236653416,0.0044097591113635955,0.0008807266882630779
1.84,0.19751586991073095,0.04395176525590693,0.0059986392701118045,0.00031983155883840456,0.15960221286552026,0.06695274179627955,0.00468218891346447,0.0009875123953382663
1.85,0.200416412153876,0.04461323687066659,0.00652845924048933,0.0003758121388759863,0.16221859092387608,0.06879199328804245,0.004969834100146698,0.0011065589849961696
1.86,0.2033304990114605,0.045268704547588245,0.007098917688276385,0.0004409223729699192,0.16486340759568824,0.07067144521707884,0.0052734552574339785,0.0012391962799564908
1.87,0.20625777534472103,0.04591750231437527,0.007712666076184905,0.0005164692800834697,0.16753681660319167,0.07259175300609837,0.005593846581386204,0.0013868899775105977
1.8800000000000001,0.20919788316097127,0.04655894588844237,0.008372495457391105,0.0006039295937116192,0.17023897166862118,0.0745535791633586,0.005931837170563486,0.0015512546879764165
1.8900000000000001,0.21215046172920485,0.047192332373001536,0.009081341080989626,0.0007049697596830127,0.17297002651421176,0.07655759332075943,0.0062882923608598125,0.0017340681441768808
1.9000000000000001,0.21511514769576034,0.0478169399439578,0.009842286875005027,0.0008214679929527095,0.1757301348621983,0.07860447227193736,0.006664115103857579,0.0019372866799970405
1.9100000000000001,0.21809157520000688,0.048432027527278286,0.010658569766447567,0.0009555385885257402,0.17851945043481562,0.08069490001035991,0.007060247389879079,0.002163062083696034
1.92,0.22107937599001806,0.049036834466534056,0.011533583793491462,0.001109558689895601,0.18133812695429863,0.08282956776741987,0.007477671716936346,0.002413759939818271
1.93,0.22407817953819192,0.04963058018032342,0.012470883960123117,0.001286197726511534,0.18418631814288236,0.08500917405052986,0.007917412606806487,0.0026919795822993933
1.94,0.22708761315677947,0.0502124638093103,0.013474189778626001,0.0014884497393467598,0.18706417772280162,0.0872344246812164,0.008380538169485575,0.0030005757907349347
1.95,0.23010730211328048,0.050781663852665145,0.014547388440018641,0.0017196688198852631,0.1899718594162913,0.08950603283321434,0.008868161717300992,0.003342682371814052
1.96,0.2331368697456787,0.0513373377937228,0.01569453754701961,0.001983607891957916,0.19290951694558633,0.09182471907056135,0.009381443429988751,0.0037217377786594014
1.97,0.236175937577468,0.05187862171474057,0.016919867338374202,0.00228446106687018,0.19587730403292156,0.09419121138569206,0.009921592072069853,0.004141512932303381
1.98,0.23922412543244523,0.05240462990069817,0.01822778232740476,0.0026269097989313882,0.19887537440053196,0.09660624523753254,0.010489866763887506,0.004606141421818151
1.99,0.24228105154922303,0.0529144544321662,0.019622862271473838,0.0030161730593390784,0.20190388177065238,0.0990705635895946,0.011087578807695201,0.005120152272753235
2.0,0.24534633269543324,0.05340716476737352,0.021109862382795032,0.003458061729632119,0.2049629798655177,0.1015849169480701,0.01171609357021437,0.005688505487573908
2.0100000000000002,0.24841958428158797,0.053881807313721566,0.022693712684643725,0.003959037389216048,0.20805282240736292,0.10415006339992543,0.012376832423109394,0.006316630576792988
2.02,0.2515004204745536,0.054337404989126245,0.024379516410632483,0.004526275632086413,0.21117356311842278,0.10676676865099552,0.013071274742857212,0.007010468315508308
2.0300000000000002,0.2545884543106145,0.05477295677376583,0.02617254733841379,0.005167733992213211,0.21432535572093236,0.10943580606407873,0.013800959971519188,0.007776515977162302
2.04,0.2576832978080861,0.055187437252993896,0.028078245942991208,0.005892224480693894,0.21750835393712634,0.11215795669703053,0.014567489739952328,0.008621876314594412
2.05,0.2607845620794409,0.055579796152441144,0.030102214248919977,0.006709490635038375,0.2207227114892397,0.1149340093408585,0.015372530055029471,0.009554310577936249
2.06,0.2638918574429177,0.05594895786662629,0.032250209255170116,0.007630288844601729,0.22396858209950757,0.11776476055781636,0.01621781355246763,0.010582295879673428
2.07,0.26700479353358053,0.05629382098274753,0.03452813480142519,0.008666473536793335,0.22724611949016452,0.12065101471949795,0.01710514181689677,0.011715087239351758
2.08,0.27012297941378893,0.056613257801756744,0.03694203174028699,0.009831085573882957,0.23055547738344573,0.12359358404493245,0.01803638777083352,0.012962784664019638
2.09,0.2732460236830501,0.056906113859341675,0.039498066276432646,0.011138442903637217,0.2338968095015858,0.12659328863867775,0.019013498134256006,0.014336405645660133
2.1,0.2763735345872193,0.057171207450039584,0.042202516331396905,0.012604232106249917,0.23727026956681996,0.12965095652891567,0.020038495956511124,0.01584796348367537
2.11,0.2795051201270107,0.057407329158476676,0.0450617557915743,0.014245598954700817,0.24067601130138278,0.1327674237055455,0.021113483222317094,0.017510551869030347
2.12,0.28264038816579284,0.057613241402592746,0.04808223649750002,0.016081235413300587,0.24411418842750945,0.13594353415827917,0.022240643533660894,0.019338436197060268
2.13,0.2857789465366274,0.057787677994836015,0.051270467834690706,0.018131459579918265,0.24758495466743463,0.1391801399147347,0.023422244869422144,0.02134715210828961
2.14,0.2889204031485273,0.05792934372857935,0.05463299379065831,0.0204182838462149,0.25108846374339344,0.14247810107853154,0.024660642424593277,0.023553611791034396
2.15,0.29206436609189135,0.058036913998642393,0.05817636734932871,0.022965464884568805,0.2546248693776205,0.14583828586738373,0.025958281530998363,0.025976218616165062
2.16,0.2952104437430929,0.05810903446672319,0.061907122103466626,0.025798526793254357,0.2581943252923511,0.14926157065119564,0.027317700661452615,0.02863499071334429
2.17,0.2983582448681792,0.05814432078491876,0.06583174097792192,0.028944745584910732,0.2617969852098197,0.1527488399901548,0.028741534519337843,0.03155169413943514
2.18,0.3015073787256605,0.05814135839341811,0.06995662197208505,0.032433078811245755,0.26543300285226157,0.1563009866728277,0.030232517215610093,0.03474998633376643
2.19,0.30465745516834947,0.05809870241202205,0.07428804084897835,0.036294017929498636,0.2691025319419113,0.1599189117542529,0.03179348553528974,0.03825557060166754
2.2,0.3078080847442146,0.0580148776495298,0.07883211072124789,0.0405593322305812,0.27280572620100413,0.16360352459403643,0.0334273822955266,0.042096362417331126
2.21,0.3109588787962306,0.0578883787605214,0.08359473851116223,0.045261660595833954,0.2765427393517746,0.16735574289444508,0.03513725979736739,0.04630266838976243
2.22,0.31410944956118014,0.057717670585809115,0.08858157829256862,0.05043388933384796,0.2803137251164579,0.17117649273850183,0.03692628337339662,0.05090737879153925
2.23,0.31725941026737975,0.057501188721336575,0.09379798155771439,0.05610822843277953,0.2841188372172887,0.17506670862807905,0.038797735033457514,0.055946174609480634
2.24,0.32040837523130233,0.05723734037094159,0.09924894449059095,0.06231486127959329,0.2879582293765021,0.17902733352199415,0.04075501721070467,0.061457750139341766
2.25,0.32355595995306524,0.05692450555183137,0.10493905237054081,0.0690799894015803,0.29183205531633283,0.18305931887410254,0.04280165661027641,0.06748405221347337
2.2600000000000002,0.32670178121074406,0.056561038738640025,0.11087242127442139,0.07642301749719181,0.295740468759016,0.18716362467139325,0.04494130816292172,0.07407053722127004
2.27,0.3298454571534985,0.056145271053727054,0.1170526372912408,0.08435251642614196,0.2996836234267862,0.19134121947208207,0.04717775908595303,0.08126644715735357
2.2800000000000002,0.33298660739346797,0.055675513139215066,0.12348269350754075,0.09286045289326686,0.30366167304187863,0.19559308044370718,0.04951493305394513,0.08912510601208865
2.29,0.3361248530964125,0.055150058882336546,0.13016492506170693,0.10191397498512804,0.30767477132652793,0.19992019340122213,0.05195689448163747,0.09770423790339285
2.3000000000000003,0.3392598170710716,0.05456719021250104,0.137100942595775,0.11144379099878927,0.31172307200296934,0.2043235528450915,0.0545078529215473,0.10706630843821142
2.31,0.34239112385721476,0.05392518324979052,0.14429156444691435,0.12132790099587379,0.31580672879343735,0.20880416199938395,0.05717216757883956,0.11727889088667398
2.32,0.3455183998123528,0.05322231616548632,0.1517367479070141,0.13136924154702417,0.31992589542016703,0.21336303284986782,0.059954351946050505,0.12841505885220905
2.33,0.34864127319708066,0.05245687922266179,0.1594355198221486,0.14126600830401922,0.3240807256053935,0.21800118618210482,0.0628590785603022,0.1405538072269723
2.34,0.35175937425904147,0.05162718760889583,0.1673859066819307,0.1505749547795994,0.32827137307135135,0.22271965161954385,0.06589118388569502,0.15378050333424162
2.35,0.35487233531546974,0.05073159786763652,0.17558486412907978,0.1586734648166562,0.3324979915402757,0.2275194676616168,0.06905567332361225,0.16818737027823533
2.36,0.3579797908342983,0.04976852899995216,0.18402820545520826,0.16474339169803812,0.33676073473440127,0.23240168172183112,0.07235772635371411,0.18387400464744635
2.37,0.36108137751381003,0.04873648967329164,0.19271052807148412,0.1678523218473411,0.34105975637596314,0.2373673501658659,0.07580270180845411,0.200947930850505
2.38,0.36417673436079984,0.04763411348075042,0.20162513605400376,0.1673717430803052,0.34539521018719593,0.24241753834966456,0.07939614328399025,0.21952519450403343
2.39,0.3672655027672434,0.04646020490567987,0.21076395552078583,0.1644698509573929,0.34976724989033486,0.24755332065753094,0.08314378469042295,0.23973099744049822
2.4,0.37034732658543973,0.04521379965488999,0.22011743759456237,0.16650969275349872,0.35417602920761454,0.25277578054022176,0.0870515559443313,0.261700377060945
2.41,0.3734218522016143,0.04389424446836276,0.22967444074629265,0.19458209682575078,0.35862170186127024,0.2580860105530428,0.09112558880664025,0.2855789329233425
2.42,0.37648872860796834,0.042501303604472636,0.23942207997187134,0.2799428295307889,0.3631044215735364,0.2634851123939415,0.09537222286889248,0.31152360363232523
2.43,0.37954760747315486,0.04103530225715385,0.2493455239173701,0.44781948639609925,0.3676243420666483,0.26897419694160307,0.09979801169106076,0.3397034972811115
2.44,0.382598143211168,0.039497321673109216,0.2594277118631388,0.7240712771896078,0.3721816170628406,0.27455438429354306,0.1044097290940787,0.37030077889154855
2.45,0.385639993048636,0.03788946744566863,0.26964894916604004,1.1494756606792922,0.3767764002843484,0.28022680380420345,0.10921437561033247,0.40351161850439066
2.46,0.3886728170905061,0.036215242483419285,0.2799863206006526,1.7873589482484171,0.3814088454534063,0.2859925941230452,0.11421918509539768,0.43954720378931716
2.47,0.39169627838410404,0.03448007111463487,0.2904128336188195,2.7318498980702595,0.3860791062922496,0.29185290323264435,0.11943163150437322,0.478634821273737
2.48,0.3947100429815759,0.032692042905947905,0.30089616457866925,4.120397734394311,0.3907873365231128,0.29780888848678483,0.12485943583620582,0.5210190105313687
2.49,0.3977137800006884,0.030862976562044377,0.31139682616316716,6.152288813519893,0.39553368986823123,0.30386171664855427,0.1305105732494684,0.5669627959269348
2.5,0.4007071616840029,0.02900994702304792,0.3218654981722377,9.1154291353748,0.40031832004983925,0.3100125639284366,0.13639328035309878,0.6167490007823345
2.5100000000000002,0.4036898634563969,0.0271574674413189,0.3322391607879822,13.424738751907144,0.4051413807901723,0.31626261602240846,0.1425160626756757,0.6706816491134722
2.52,0.40666156398095776,0.02534054561143701,0.3424355348174158,19.676965580983623,0.41000302581146486,0.3226130681500314,0.148887702316854,0.7290874603857973
2.5300000000000002,0.4096219452132294,0.023608757012243936,0.3523451694153061,28.728734607727734,0.4149034088359521,0.32906512509254826,0.15551726578465333,0.7923174430518007
2.54,0.41257069245383204,0.02203107904404386,0.3618203461052397,41.80744317755393,0.4198426835858688,0.3356200012309755,0.1624141120223392,0.8607485929654719
2.5500000000000003,0.41550749439943807,0.02070009905637714,0.3706598616225025,60.66851330880385,0.42482100378344995,0.3422789205841998,0.1695879006287123,0.9347857031184592
2.56,0.41843204319214244,0.01973195066612969,0.3785889123045055,87.81795282509502,0.42983852315093024,0.34904311684706985,0.17704860027566374,1.014863291510632
2.57,0.4213440344672031,0.019255868020998018,0.3852342462723458,126.82675668126993,0.4348953954105446,0.3559138334284929,0.18480649732693638,1.1014476543554916
2.58,0.42424316739919266,0.01938908750731416,0.3900977803808232,182.77422119523916,0.4399917742845284,0.36289232348952843,0.1928722046620751,1.195039052228677
2.59,0.42712914474655284,0.020204417951325725,0.39254031300447484,262.87187884076576,0.4451278134951159,0.3699798499814812,0.20125667070962472,1.296174037197245
2.6,0.4300016728945771,0.021711270536573235,0.39180942731182006,377.34004411349986,0.4503036667645424,0.377177685683998,0.20997118869369755,1.405427929419187
2.61,0.43286046189684274,0.023864466026250888,0.38720514753991625,540.6370229932324,0.45551948781504253,0.3844871132431594,0.2190274060980855,1.5234174521777046
2.62,0.43570522551510166,0.026591161304541394,0.37863424674011326,773.1797975775595,0.46077543036885155,0.3919094252095766,0.2284373343521764,1.6508035348148635
2.63,0.4385356812576615,0.029815937538599156,0.368200018864887,1103.7484425892915,0.46607164814820395,0.3994459240764833,0.23821335874297755,1.7882942935545498
2.64,0.4413515504162763,0.03347440218046444,0.3642112191583501,1572.8401074409117,0.4714082948753351,0.40709792231783276,0.24836824855764109,1.9366482007576014
2.65,0.4441525581015705,0.03751703255497617,0.388466818138409,2237.339531116225,0.4767855242724793,0.4148667424263889,0.25891516746092674,2.0966774537325024
2.66,0.44693843327703314,0.04190808280390994,0.4791101326508481,3177.0118578526863,0.4822034900618721,0.42275371695182434,0.26986768411213435,2.26925155483592
2.67,0.44970890879160896,0.046622937972650054,0.676573198746714,4503.513742164691,0.48766234596574776,0.43076018853881093,0.281239783026079,2.4553011152384117
2.68,0.4524637214109042,0.051645467172437565,1.015777960230535,6372.879060663498,0.4931622457063417,0.4388875099651178,0.2930458756827798,2.6558218954049995
2.69,0.45520261184707583,0.05696586833783629,1.5409777359473689,9002.791359916873,0.49870334300588837,0.4471370441797022,0.30530081189057645,2.8718790960477047
2.7,0.45792532478739395,0.06257905250734876,2.320372454909428,12696.440893331193,0.5042857915866232,0.455510164340807,0.3180198914074876,3.1046119140510124
2.71,0.46063160892156496,0.0684834761233352,3.4564448775735306,17875.426426801987,0.5099097451707806,0.4640082538540522,0.3312188758256678,3.355238378651236
2.72,0.4633212169678129,0.07468031004179385,5.098621047508932,25125.06422339412,0.5155753574805958,0.4726327064105321,0.3449140007239245,3.625060483970754
2.73,0.46599390569779114,0.08117285118051172,7.461736550491023,35256.69456237891,0.5212827822383034,0.48138492602490673,0.3591219880932979,3.91546963486749
2.74,0.46864943596034736,0.0879661061696607,10.852731717631361,49393.24614922494,0.5270321731661387,0.4902663270734991,0.3738600590408152,4.227952423963244
2.75,0.47128757270420296,0.09506649653785035,15.708703330352373,69086.58862640358,0.5328236839863361,0.49927833433238644,0.38914594677657094,4.564096758660747
2.7600000000000002,0.4739080849995784,0.10248165013248207,22.650778784659906,96478.2872595733,0.538657468421131,0.508422383015498,0.40499790988939977,4.925598357953474
2.77,0.476510746058828,0.11022025425901799,32.56013907738251,134519.56267245254,0.5445336801927578,0.5176999188127057,0.42143474591644525,5.314267639873419
2.7800000000000002,0.47909533325612375,0.11829195351102376,46.68507838134874,187271.94790960682,0.550452473023452,0.5271123979279225,0.43847580521204826,5.732037021515564
2.79,0.48166162814623653,0.12670728041456625,66.79153545483067,260317.8640477691,0.5564140006354478,0.5366612871171924,0.4561410051214143,6.180968654722478
2.8000000000000003,0.48420941648248017,0.135477610553597,95.37445625786745,361320.83936927735,0.5624184167509807,0.5463480637267888,0.47445084446464514,6.663262621714566
2.81,0.4867384882338528,0.1446151362891847,135.9541824162756,500789.38098729664,0.5684658750922852,0.5561742157313057,0.4934264183367517,7.181265616209121
2.82,0.48924863760145043,0.1541328548870846,193.49154091835166,693117.9489650131,0.5745565293815963,0.5661412417717541,0.5130894332293987,7.7374801368917625
2.83,0.4917396630341867,0.1640445680615724,274.9684465978242,958004.9725446856,0.5806905333411493,0.576250651193656,0.5334622224801656,8.334574221484926
2.84,0.4942113672438884,0.17436489078902567,390.1990090079869,1322383.9892338186,0.5868680406931783,0.5865039640851373,0.5545677620552241,8.975391751106773
2.85,0.4966635572198238,0.18510926785063783,552.961266319458,1823053.3720509063,0.5930892051599191,0.5969027113150241,0.576429686671415,9.662963356130724
2.86,0.4990960442426961,0.1962939970027135,782.5743675138459,2510257.706086594,0.5993541804636058,0.6074484345709353,0.5990723062637632,10.400517956343183
2.87,0.5015086438982047,0.20793625799486776,1106.0938765191106,3452566.5690304707,0.6056631203264741,0.6181426863973792,0.6225206228046044,11.191494969861816
2.88,0.5039011760901805,0.22005414689662667,1561.3637872444965,4743523.826277338,0.612016178470758,0.6289870302338446,0.6468003474805287,12.03955722701604
2.89,0.5062734650533853,0.2326667153739887,2201.254529516226,6510715.87748922,0.6184135086186932,0.6399830404528988,0.6719379182334927,12.948604627216028
2.9,0.5086253393660246,0.24579401469653273,3099.5408812872615,8928149.128344856,0.6248552644925139,0.6511323023982785,0.6979605176724788,13.922788578741907
2.91,0.5109566319620171,0.25945714436530865,4359.044790959441,12233161.162327824,0.6313415998144557,0.6624364124229872,0.7248960913622374,14.966527263383139
2.92,0.513267180143099,0.27367830533903015,6122.902701911196,16749552.720749037,0.6378726683067527,0.6738969779273868,0.7527733664956671,16.084521769943976
2.93,0.5155568255908001,0.2884808579080161,8590.138264551648,22919268.981095977,0.6444486236916407,0.6855156173972948,0.7816218709565527,17.281773142818185
2.94,0.5178254143783461,0.3038893843257231,12037.16087318694,31345848.912616912,0.6510696196913539,0.6972939604420753,0.811471952779403,18.563600394118296
2.95,0.5200727969825664,0.3199297563616669,16847.41113482448,42854098.41797956,0.6577358100281276,0.709233647832737,0.8423548000132921,19.935659530237153
2.96,0.5222988282958175,0.33662920798461965,23552.194316684363,58572162.51191108,0.6644473484241963,0.7213363315400237,0.8743024609966342,21.403963646214798
2.97,0.5245033676380055,0.35401641343108353,32886.86084526999,80044562.8075138,0.6712043886017954,0.733603674772513,0.9073478650499911,22.974904143899224
2.98,0.5266862787687517,0.3721215709525342,45868.01575283207,109388090.94427454,0.6780070842831594,0.7460373520147058,0.9415248435940263,24.655273132616017
2.99,0.5288474298997389,0.3909764925770013,63899.51091010393,149507068.6953916,0.6848555891905235,0.7586390490651254,0.9768681516999099,26.452287073919468
3.0,0.5309866937072923,0.4106147002588564,88917.78993495426,204390901.91142085,0.6917500570461222,0.7714104630744074,1.0134134900794751,28.373611734975245
3.0100000000000002,0.5331039473452328,0.43107152882930955,123590.97898814075,279525758.3898842,0.698690641572191,0.7843533025833984,1.051197527522634,30.42738851824479
3.02,0.5351990724580621,0.45238423620285717,171591.30206592826,382464539.27839005,0.705677496490964,0.7974692875612459,1.0902579237895529,32.6222622383912
3.0300000000000002,0.5372719551944948,0.47459212133227147,237967.42474624168,523616395.5684322,0.712710775524677,0.8107601494434975,1.1306333529652974,34.967410420731284
3.04,0.5393224862213938,0.49773665044965304,329652.8386026941,717340658.0644629,0.7197906323955641,0.8242276311701896,1.172363527284651,37.472574199102766
3.0500000000000003,0.5413505607381315,0.5218615921718913,456159.2538806176,983462658.283531,0.7269172208258607,0.8378734872239477,1.2154892214350266,40.14809089472923
3.06,0.5433560784914317,0.5470131620936362,630521.3309522376,1349373884.0807648,0.7340906945378013,0.8516994836680757,1.2600522973453785,43.00492836152911
3.0700000000000003,0.5453389437906739,0.5732401775336482,870582.5081351734,1852940840.0368328,0.7413112072536214,0.8657073981846539,1.30609572946925,46.05472118736266
3.08,0.5472990655237586,0.6005942231454964,1200743.2606310863,2546532156.7054863,0.7485789126955552,0.8798990201126303,1.353663630570075,49.309808844920624
3.09,0.5492363571734756,0.6291298281421949,1654335.6452113509,3502590494.328882,0.7558939645858379,0.8942761504859177,1.4028012780170807,52.78327589036726
3.1,0.5511507368344775,0.6589046559247298,2276845.182770578,4821336306.965474,0.7632565166467048,0.908840602071487,1.4535551406001421,56.48899431243583
3.11,0.5530421272307939,0.6899797069355348,3130277.9963782146,6641410482.633167,0.7706667226003902,0.9235941994074596,1.505972905872112,60.44166813947036
3.12,0.5549104557339742,0.7224195355783016,4299074.3174038185,9154563876.954779,0.7781247361691292,0.938538778841206,1.5601035080272685,64.65688041690687
3.13,0.5567556543818117,0.7562924820531292,5898107.880134404,12625913158.567022,0.7856307110751568,0.9536761885674346,1.6159971563245574,69.15114267289431
3.14,0.5585776598976967,0.7916709199407754,8083496.181467429,17421843960.58518,0.793184801040708,0.9690082886662925,1.673705364064542,73.9419469952024
3.15,0.5603764137105687,0.8286315203240158,11067194.840122454,24048407925.836975,0.8007871597880172,0.984536951141453,1.7332809781289422,79.04782084822199
3.16,0.5621518619754847,0.8672555331366095,15136681.297999404,33204102632.621544,0.80843794103932,1.0002640599582167,1.7947782090919198,84.48838476478653
3.17,0.5639039555948144,0.9076290862870479,20681476.695965465,45852340868.82929,0.8161372985168506,1.0161915110815996,1.8582526619122166,90.2844130536928
3.18,0.5656326502399981,0.9498435028527052,28228846.868129235,63320840809.627235,0.8238853859428446,1.0323212125144325,1.92376136721554,96.45789767023588
3.19,0.5673379063739276,0.9939956362932052,38491813.0190946,87437779833.54762,0.8316823570395361,1.0486550843354514,1.9913628131765335,103.03211540375298
3.2,0.5690196892738706,1.0401882231043589,52433654.67893269,120718092078.33002,0.8395283655291607,1.065195058737396,2.061116978009974,110.03169854316178
3.21,0.570677969054948,1.0885302516061934,71354487.8783525,166618075968.84314,0.8474235651339527,1.0819430800650984,2.1330853630807725,117.48270918873065
3.22,0.5723127206941615,1.1391373445230306,97007363.76281811,229882945723.34528,0.8553681095761478,1.0989011048535844,2.2073310266426587,125.41271738590822
3.23,0.5739239240548587,1.1921321515913428,131753807.18203999,317020690466.64764,0.86336215257798,1.116071101866161,2.2839186182153766,133.8508832649074
3.24,0.5755115639117189,1.2476447464712614,178771999.31655952,436947372812.04114,0.8714058478616848,1.1334550521325166,2.362914413610521,142.8280433779746
3.25,0.5770756299761259,1.3058130195675397,242335164.5057331,601864844316.6832,0.8794993491494969,1.15105494898681,2.444386350616085,152.37680143480856
3.2600000000000002,0.5786161169219248,1.3667830547555415,328183493.55057836,828453165437.7755,0.8876428101636513,1.1688727981057703,2.528404065350116,162.5316236455231
3.27,0.580133024411543,1.4307094731058314,444020577.3666369,1139488643494.5017,0.8958363846263827,1.1869106175467852,2.615038929293788,173.32893888979882
3.2800000000000002,0.581626357122359,1.4977557201540104,600175432.5131153,1566036810401.0508,0.9040802262599262,1.2051704377860015,2.7043640870145547,184.80724394054945
3.29,0.5830961247733153,1.5680942644285276,810484557.9109466,2150421136235.0764,0.9123744887865165,1.2236543017564139,2.796454494589955,197.00721398044874
3.3000000000000003,0.5845423421517598,1.641906663210956,1093466099.6693335,2950237181377.3633,0.920719325928389,1.2423642648859643,2.891386958742994,209.97181866015362
3.31,0.5859650291402979,1.7193834357838733,1473881469.4252858,4043774028657.062,0.9291148914077776,1.261302395135631,2.989240176699925,223.74644395790992
3.3200000000000003,0.5873642107437909,1.8007236635803807,1984810432.2023385,5537327902870.332,0.9375613389469184,1.280470773037529,3.0900947767816467,238.37902011158548
3.33,0.5887399171163022,1.8861342089604782,2670406072.648745,7575057077599.914,0.9460588222680453,1.2998714917329979,3.1940333597397883,253.92015590591964
3.34,0.5900921835879184,1.9758284076748396,3589549200.2272887,10352245992712.852,0.9546074950933935,1.319506657010701,3.301140540848979,270.4232796100723
3.35,0.5914210506914612,2.0700240417209312,4820691635.507551,14133137821541.41,0.9632075111451985,1.3393783873447196,3.411502992766673,287.9447868732668
3.36,0.5927265641889181,2.1689403354529952,6468269619.831646,19274882134264.285,0.9718590241456943,1.3594888139326422,3.5252094891722114,306.54419589959883
3.37,0.5940087750975401,2.2727936340541914,8671189083.434814,26259658953200.7,0.9805621878171166,1.3798400807336666,3.642350949196935,326.284310236872
3.38,0.595267739715554,2.3817913135588094,11614042529.487844,35737723460323.85,0.9893171558816997,1.4004343445066862,3.7630204826571405,347.2313895286254
