t,x,y,z
0.0,1.0,0.0,0.0
0.01,0.9999760901999933,0.005999904600545225,1.79998389906455e-05
0.02,0.9999043631998542,0.011999236817447056,7.199742388425134e-05
0.03,0.9997848261989292,0.01799742433248634,0.00016198695869379387
0.04,0.9996174911951451,0.02399389495828296,0.00028795878427051447
0.05,0.9994023749835315,0.029988076703691857,0.00044989937954725834
0.06,0.9991394991541527,0.03597939783917071,0.0006477913632794707
0.07,0.9988288900894514,0.041967286962110086,0.000881613496282796
0.08,0.9984705789610001,0.0479511730621164,0.00115134068416739
0.09,0.9980646017256655,0.05393048558623864,0.001456943980568115
0.1,0.9976109991211817,0.05990465450412896,0.0017983905908710573
0.11,0.9971098166611385,0.06587311037312842,0.0021756438764332087
0.12,0.9965611046293802,0.07183528440326797,0.0025886633592974717
0.13,0.9959649180738187,0.07779060852217567,0.003037404727401549
0.14,0.995321316799661,0.08373851543988065,0.0035218198402784395
0.15,0.9946303653620526,0.08967843871350455,0.0040418567352484835
0.16,0.9938921330581386,0.09560981281183147,0.004597459634101686
0.17,0.9931066939185401,0.10153207317974657,0.005188568950271311
0.18,0.9922741266982529,0.1074446563025345,0.0058151212964928645
0.19,0.9913945148669652,0.11334699977002873,0.00647704949295147
0.2,0.990467946598797,0.11923854234060179,0.007174282575915236
0.21,0.9894945147614657,0.12511872400498808,0.007906745806851745
0.22,0.9884743169048736,0.1309869860499298,0.008674360682027649
0.23,0.9874074552491259,0.1368427711216371,0.009477044942587998
0.24,0.9862940366719748,0.1426855232890526,0.010314712585116848
0.25,0.9851341726956975,0.14851468810691323,0.011187273872674486
0.26,0.9839279794734037,0.15432971267859774,0.012094635346308391
0.27,0.9826755777747809,0.16013004571875364,0.013036699837042087
0.28,0.9813770929712763,0.16591513761569252,0.014013366478330402
0.29,0.9800326550207157,0.17168444049354634,0.015024530718989737
0.3,0.9786423984513685,0.17743740827417553,0.016070084336591517
0.31,0.9772064623454532,0.1831734967388196,0.017149915451322884
0.32,0.9757249903220916,0.18889216358948258,0.018263908540311014
0.33,0.9741981305197114,0.1945928685100435,0.019411944452405627
0.34,0.9726260355779011,0.2002750732270845,0.020593900423421185
0.35000000000000003,0.9710088626187204,0.2059382415704275,0.021809650091835164
0.36,0.9693467732274677,0.21158183953337023,0.023059063514937417
0.37,0.9676399334329061,0.21720533533261518,0.024342007185431114
0.38,0.9658885136869579,0.2228081994678806,0.02565834404848133
0.39,0.9640926888438608,0.22838990478118726,0.027007933519206384
0.4,0.9622526381387966,0.23394992651581203,0.028390631500614882
0.41000000000000003,0.9603685451659916,0.23948774237489998,0.029806290401975633
0.42,0.9584405978562953,0.24500283257972688,0.03125475915762971
0.43,0.9564689884542361,0.25049467992760444,0.03273588324623106
0.44,0.9544539134945635,0.2559627698494201,0.034249504710416545
0.45,0.9523955737782734,0.26140659046680365,0.03579546217690521
0.46,0.950294174348128,0.2668256326489119,0.037373590877017526
0.47000000000000003,0.9481499244636661,0.2722193900688259,0.03898372266761574
0.48,0.9459630375757135,0.2775873592595501,0.040625686052459586
0.49,0.9437337313003944,0.28292903966960836,0.04229930620397393
0.5,0.9414622273926494,0.2882439337182281,0.04400440498542835
