t,eto0,ecg0,eto1,ecg1,eto2,ecg2
2.2000000000000001776,0.16318917477848787767,0.043217670919939860097,0.041370286689900150068,0.09314756220228707917,0.062211015379427705985,0.076591367176291572094
2.2099999999999999645,0.16090397473306017329,0.04403541826309399776,0.040696512436669274315,0.09306366446742068976,0.060808512074487855448,0.075924462484591545564
2.2200000000000001954,0.15864669504996267713,0.044835136884311697913,0.040030396370058674016,0.092966552695590190525,0.059429498772995859035,0.0752589842172862733
2.2299999999999999822,0.15641732780848313644,0.045616936222250097088,0.039372471002257145023,0.092856123899834192015,0.058073599830764488505,0.074594964819604953066
2.2400000000000002132,0.15421583324005833093,0.046380924606724084625,0.038722560327807999114,0.09273293287590501921,0.05674092136705157635,0.073932417911041339864
2.25,0.15204213343944930625,0.047127211295087269305,0.03808048565633029292,0.092597489219214235145,0.055432664248508969895,0.07327134032160502464
2.260000000000000231,0.1498961330499277711,0.047855908391450485695,0.037446064547964785785,0.09245025972836873329,0.05414823835707910371,0.07261171420965370493
2.2700000000000000178,0.14777771775654885422,0.048567132645591960804,0.036819109822901749385,0.0922916709016156217,0.052886970699715124544,0.071953537685308086025
2.2800000000000002487,0.14568675296277858178,0.049261007128878764316,0.036199428646508644003,0.09212211151790562769,0.05164855872997717312,0.07129712718217685874
2.2900000000000000355,0.14362308265193030055,0.049937662784891687084,0.035586821691550869773,0.091941935294029247805,0.050432631161730398506,0.070642680273805408264
2.3000000000000002665,0.14158652843463762072,0.050597239852748471245,0.034981082378972190583,0.09175146360908706389,0.049238782209480268237,0.06999031330636190651
2.3100000000000000533,0.13957688878333357474,0.051239889161352386582,0.034381996198680889187,0.091550988287429788115,0.048066637774726327093,0.06934013092722376981
2.3199999999999998401,0.13759393845439032988,0.05186577329298101835,0.03378934011176959462,0.091340774431142413015,0.046915853275733221395,0.06869222717401531064
2.330000000000000071,0.13563742809822759705,0.052475067614770637414,0.033202882035590498833,0.091121063293150922346,0.045786111478558093324,0.06804668664144859769
2.3399999999999998579,0.1337070840573034991,0.053067961176764225084,0.032622380413114292208,0.09089207518209624359,0.04467712033287111334,0.06740358572268562165
2.3500000000000000888,0.13180260835147702969,0.053644657475279626524,0.03204782814589843959,0.09065401239024427349,0.043588610815833810086,0.06676299392200242544
2.3599999999999998757,0.12992367884977806813,0.054205375080427761758,0.031479982419921795356,0.0904070621358785409,0.04252033478707408637,0.06612497523562399504
2.3700000000000001066,0.12806994962713993957,0.054750348126682162053,0.030919057969446963469,0.09015139951184773792,0.0414720628576209574,0.06548959538764639876
2.3799999999999998934,0.12624105150416356502,0.055279826665471855363,0.030365202455115015978,0.089887190432205416046,0.040443582275549769256,0.064857116055705474333
2.3900000000000001243,0.12443660155895357178,0.05579407687885330064,0.029818553090380884446,0.089614594569179154004,0.039434694831032908457,0.06422776281163358747
2.3999999999999999112,0.12265621306527994816,0.056293381153419592977,0.029279234458552259868,0.08933376827302931533,0.038445214783510324452,0.06360167687246194579
2.4100000000000001421,0.12089945955352533746,0.056778038013734356826,0.028747356429586562454,0.089044867467699365116,0.037474966813778300134,0.062978989975987983985
2.419999999999999929,0.119165899989945686666,0.057248361914740697465,0.028223012178446235665,0.08874805051550727075,0.036523784003960495237,0.062359824139973887847
2.4300000000000001599,0.11745508189699743751,0.05770468289280233226,0.02770627630766962779,0.088443481044474442365,0.035591505848563277647,0.061744291490532621225
2.4399999999999999467,0.11576654294859341221,0.058147346075287348333,0.02719720307762414635,0.08813133073222650937,0.03467797630013940563,0.061132494158546858698
2.4500000000000001776,0.11409981270716751389,0.058576711048916013658,0.026695824748638383866,0.08781178204071585225,0.03378304185348109112,0.06052452424294340466
2.4599999999999999645,0.112454414498227281416,0.058993151087465403593,0.026202150039839763873,0.08748503089630776941,0.032906549672743548585,0.05992046383961482231
2.4700000000000001954,0.11082986741812513032,0.05939705223986516125,0.02571616271002344356,0.08715128931002243118,0.03204834576645058941,0.059320385134734067434
2.4799999999999999822,0.10922568847094413225,0.05978881228022783073,0.025237820266224442883,0.086810787932934938005,0.031208273215959751734,0.058724350561157580286
2.4900000000000002132,0.10764139483066202663,0.060168839521949214755,0.024767052805832072415,0.08646377854189038481,0.030386170463648134316,0.058132413016549505658
2.5,0.1060765062251563251,0.060537551498679426087,0.024303761998055964377,0.086110536450786701046,0.029581869667821791142,0.057544616141796067765
2.510000000000000231,0.10453159814854359744,0.060894323633637482962,0.023847820210305688271,0.085751362842708026,0.028795197125307897545,0.056960996657421193723
2.5200000000000000178,0.10300751310760740409,0.06123827770591248887,0.023399069784575111247,0.085386587018148260575,0.028026085628891000967,0.056381698917295046403
2.5300000000000002487,0.10150401984318198345,0.061569622958728267847,0.022957322468217099265,0.085016457653082785906,0.02727446145553108145,0.055806863363081944673
2.5400000000000000355,0.10002090253371045958,0.0618885690424382795,0.022522359002563177577,0.08464065688787104913,0.026540188617346988781,0.055236572502290727515
2.5500000000000002665,0.09855795927214681951,0.062195328384990394843,0.02209393120098479893,0.08425948142993699985,0.025823114505790219914,0.05467089843421533285
2.5600000000000000533,0.09711499983973929939,0.06249011924403394952,0.021672135519903761025,0.0838729913927319104,0.025123068193580351537,0.054109902756774415356
2.5699999999999998401,0.09569184359029200837,0.06277316865939695789,0.021256989817187103148,0.0834813454325176868,0.024439904655247209064,0.053553636534581304518
2.580000000000000071,0.094288329693334824166,0.06304471529730190649,0.02084862706771784674,0.083084951921632982375,0.023773252070328203256,0.0530021403274943681
2.5899999999999998579,0.09290430204379408752,0.06330501217837362915,0.020447020962039264003,0.08268419397167255103,0.023122612839563547876,0.052455444278809965075
2.6000000000000000888,0.09153960167829712502,0.063554329282064725426,0.020052081368665101296,0.08227942993681683359,0.022487514828518843923,0.051913568262163631295
2.6099999999999998757,0.09019407490985224818,0.06379295602059958936,0.01966372554169643419,0.081870993993734417216,0.021867510798091446822,0.051376522086101356068
2.6200000000000001066,0.088867571643494347455,0.064020521888458623017,0.019281876909849740565,0.08145919679523051793,0.021262177787757050723,0.05084430575517094597
2.6299999999999998934,0.08755994377087335245,0.0642360284771134743,0.018906463891070722505,0.081044326194708152244,0.02067111645410002474,0.050316909786270513916
2.6400000000000001243,0.086271043645824177504,0.06443972214817429711,0.018537418733811792532,0.080626648038387843664,0.02009395036721928901,0.049794315578875064654
2.6499999999999999112,0.085000722642942352913,0.06463187003521721208,0.018174676386066488526,0.08020640702210785067,0.019530325267619011442,0.049276495837648780218
2.6600000000000001421,0.083748829801162411046,0.06481272963527276443,0.017818173393301703356,0.07978382760939767282,0.018979908286176901816,0.048763415045839392237
