t,z
0.0,1.0
0.01,0.999982000161999
0.02,0.9999280025919377
0.03,0.9998380131212914
0.04,0.999712041468019
0.05,0.9995501012348144
0.06,0.9993522099066579
0.07,0.9991183888476703
0.08,0.9988486632972694
0.09,0.9985430623656276
0.1,0.9982016190284373
0.11,0.9978243701209798
0.12,0.9974113563315034
0.13,0.9969626221939075
0.14,0.9964782160797415
0.15,0.9959581901895134
0.16,0.9954026005433148
0.17,0.9948115069707631
0.18,0.9941849731002633
0.19,0.9935230663475935
0.2,0.9928258579038133
0.21,0.9920934227225051
0.22,0.9913258395063429
0.23,0.9905231906929969
0.24,0.9896855624403801
0.25,0.988813044611233
0.26,0.9879057307570569
0.27,0.9869637181013964
0.28,0.9859871075224774
0.29,0.9849760035352019
0.3,0.9839305142725085
0.31,0.9828507514660985
0.32,0.9817368304265365
0.33,0.9805888700227273
0.34,0.979406992660776
0.35000000000000003,0.9781913242622375
0.36,0.9769419942417559
0.37,0.9756591354841074
0.38,0.9743428843206452
0.39,0.9729933805051534
0.4,0.9716107671891229
0.41000000000000003,0.9701951908964436
0.42,0.96874680149753
0.43,0.9672657521828801
0.44,0.9657521994360764
0.45,0.9642063030062364
0.46,0.9626282258799164
0.47000000000000003,0.961018134252479
0.48,0.9593761974989301
0.49,0.9577025881442325
0.5,0.9559974818331
0.51,0.9542610572992868
0.52,0.952493496334374
0.53,0.9506949837560605
0.54,0.9488657073759716
0.55,0.9470058579669857
0.56,0.9451156292300925
0.5700000000000001,0.9431952177607895
0.58,0.9412448230150238
0.59,0.9392646472746877
0.6,0.9372548956126777
0.61,0.9352157758575248
0.62,0.9331474985576035
0.63,0.9310502769449285
0.64,0.9289243268985501
0.65,0.9267698669075549
0.66,0.9245871180336795
0.67,0.9223763038735481
0.68,0.9201376505205444
0.6900000000000001,0.9178713865263242
0.7000000000000001,0.9155777428619776
0.71,0.9132569528788522
0.72,0.9109092522690462
0.73,0.908534879025579
0.74,0.90613407340225
0.75,0.9037070778731963
0.76,0.9012541370921546
0.77,0.8987754978514435
0.78,0.8962714090406686
0.79,0.893742121605165
0.8,0.8911878885041845
0.81,0.8886089646688401
0.8200000000000001,0.8860056069598133
0.8300000000000001,0.8833780741248359
0.84,0.8807266267559597
0.85,0.8780515272466166
0.86,0.8753530397484852
0.87,0.8726314301281732
0.88,0.8698869659237203
0.89,0.8671199163009361
0.9,0.8643305520095858
0.91,0.8615191453394254
0.92,0.858685970076101
0.93,0.8558313014569263
0.9400000000000001,0.852955416126537
0.9500000000000001,0.8500585920924475
0.96,0.8471411086805014
0.97,0.8442032464902445
0.98,0.8412452873502168
0.99,0.8382675142731765
1.0,0.8352702114112718
1.01,0.8322536640111634
1.02,0.829218158369108
1.03,0.8261639817860187
1.04,0.8230914225225059
1.05,0.8200007697539089
1.06,0.8168923135253331
1.07,0.8137663447066974
1.08,0.8106231549478017
1.09,0.8074630366334264
1.1,0.8042862828384744
1.11,0.8010931872831583
1.12,0.797884044288255
1.1300000000000001,0.7946591487304202
1.1400000000000001,0.7914187959975874
1.1500000000000001,0.7881632819444526
1.16,0.7848929028480567
1.17,0.7816079553634714
1.18,0.7783087364796047
1.19,0.7749955434751258
1.2,0.7716686738745263
1.21,0.768328425404323
1.22,0.7649750959494109
1.23,0.7616089835095764
1.24,0.7582303861561785
1.25,0.7548396019890072
1.26,0.7514369290933288
1.27,0.7480226654971218
1.28,0.7445971091285174
1.29,0.7411605577734518
1.3,0.7377133090335346
1.31,0.7342556602841441
1.32,0.7307879086327604
1.33,0.7273103508775361
1.34,0.7238232834661236
1.35,0.7203270024547549
1.36,0.7168218034675911
1.37,0.7133079816563426
1.3800000000000001,0.7097858316601716
1.3900000000000001,0.70625564756588
1.4000000000000001,0.7027177228683975
1.41,0.6991723504315649
1.42,0.6956198224492316
1.43,0.6920604304066662
1.44,0.688494465042293
1.45,0.6849222163097533
1.46,0.6813439733403038
1.47,0.6777600244055623
1.48,0.6741706568805907
1.49,0.6705761572073444
1.5,0.6669768108584745
1.51,0.6633729023014981
1.52,0.6597647149633423
1.53,0.6561525311952642
1.54,0.6525366322381543
1.55,0.6489172981882299
1.56,0.6452948079631206
1.57,0.6416694392683555
1.58,0.6380414685642509
1.59,0.634411171033208
1.6,0.6307788205474283
1.61,0.6271446896370407
1.62,0.6235090494586567
1.6300000000000001,0.6198721697643498
1.6400000000000001,0.6162343188710673
1.6500000000000001,0.612595763630477
1.6600000000000001,0.6089567693992548
1.67,0.6053176000098137
1.68,0.6016785177414791
1.69,0.598039783292118
1.7,0.5944016557502186
1.71,0.590764392567429
1.72,0.5871282495315542
1.73,0.5834934807400187
1.74,0.5798603385737954
1.75,0.5762290736718001
1.76,0.5725999349057609
1.77,0.5689731693555602
1.78,0.5653490222850546
1.79,0.5617277371183705
1.8,0.5581095554166828
1.81,0.5544947168554747
1.82,0.5508834592022835
1.83,0.5472760182949316
1.84,0.5436726280202427
1.85,0.5400735202932527
1.86,0.536478925036905
1.87,0.5328890701622401
1.8800000000000001,0.5293041815490779
1.8900000000000001,0.5257244830271924
1.9000000000000001,0.5221501963579801
1.9100000000000001,0.5185815412166234
1.92,0.5150187351747516
1.93,0.5114619936835921
1.94,0.5079115300576232
1.95,0.5043675554587189
1.96,0.5008302788807905
1.97,0.49729990713492506
1.98,0.49377664483501815
1.99,0.4902606943839029
2.0,0.4867522559599718
2.0100000000000002,0.4832515275042931
2.02,0.479758704708223
2.0300000000000002,0.4762739810015063
2.04,0.47279754754087033
2.05,0.46932959319911
2.06,0.4658703045546596
2.07,0.4624198658816558
2.08,0.4589784591404825
2.09,0.45554626396880527
2.1,0.45212345767308304
2.11,0.44871021522056914
2.12,0.44530670923178284
2.13,0.44191310997346606
2.14,0.43852958535200953
2.15,0.4351563009073569
2.16,0.4317934198073757
2.17,0.42844110284270037
2.18,0.4250995084220379
2.19,0.4217687925679403
2.2,0.4184491089130352
2.21,0.4151406086967158
2.22,0.4118434407622837
2.23,0.4085577515545483
2.24,0.4052836851178707
2.25,0.4020213830946552
2.2600000000000002,0.39877098472428363
2.27,0.39553262684249113
2.2800000000000002,0.392306443881172
2.29,0.3890925678686235
2.3000000000000003,0.385891128430219
2.31,0.3827022527894996
2.32,0.379526065769695
2.33,0.37636268979565857
2.34,0.37321224489621607
2.35,0.37007484870692464
2.36,0.36695061647323945
2.37,0.36383966105407817
2.38,0.36074209292578907
2.39,0.3576580201865068
2.4,0.3545875485608991
2.41,0.3515307814053025
2.42,0.34848781971323245
2.43,0.34545876212127224
2.44,0.3424437049153348
2.45,0.33944274203728886
2.46,0.3364559650919492
2.47,0.3334834633544237
2.48,0.3305253237778133
2.49,0.3275816310012634
2.5,0.32465246735834996
2.5100000000000002,0.3217379128858168
2.52,0.31883804533263393
2.5300000000000002,0.31595294016939673
2.54,0.3130826705980352
2.5500000000000003,0.31022730756185557
2.56,0.3073869197558856
2.57,0.3045615736375342
2.58,0.301751333437553
2.59,0.29895626117129537
2.6,0.29617641665026706
2.61,0.2934118574939717
2.62,0.29066263914203166
2.63,0.28792881486658906
2.64,0.2852104357849808
2.65,0.2825075508726795
2.66,0.27982020697649457
2.67,0.2771484488280301
2.68,0.2744923190574002
2.69,0.2718518582071787
2.7,0.2692271047466
2.71,0.2666180950859869
2.72,0.26402486359141375
2.73,0.2614474425995923
2.74,0.2588858624329754
2.75,0.2563401514150736
2.7600000000000002,0.25381033588598634
2.77,0.25129644021812353
2.7800000000000002,0.2487984868321395
2.79,0.24631649621304735
2.8000000000000003,0.24385048692652406
2.81,0.2414004756354045
2.82,0.2389664771163318
2.83,0.23654850427660223
2.84,0.23414656817115792
2.85,0.23176067801974853
2.86,0.22939084122424408
2.87,0.22703706338609625
2.88,0.22469934832394975
2.89,0.2223776980913844
2.9,0.2200721129947964
2.91,0.21778259161140623
2.92,0.21550913080739426
2.93,0.21325172575613993
2.94,0.21101036995659772
2.95,0.2087850552517572
2.96,0.20657577184721665
2.97,0.20438250832986218
2.98,0.2022052516866235
2.99,0.20004398732332218
3.0,0.19789869908361402
3.0100000000000002,0.1957693692679935
3.02,0.1936559786528782
3.0300000000000002,0.1915585065097613
3.04,0.18947693062443083
3.0500000000000003,0.187411227316229
3.06,0.18536137145739545
3.0700000000000003,0.18332733649243077
3.08,0.1813090944575193
3.09,0.1793066159999867
3.1,0.17731987039779537
3.11,0.17534882557906295
3.12,0.17339344814161284
3.13,0.17145370337254684
3.14,0.16952955526783348
3.15,0.16762096655189873
3.16,0.16572789869724316
3.17,0.16385031194404087
3.18,0.16198816531976806
3.19,0.16014141665877757
3.2,0.1583100226219378
3.21,0.15649393871618178
3.22,0.1546931193140828
3.23,0.15290751767341054
3.24,0.1511370859566301
3.25,0.14938177525041837
3.2600000000000002,0.14764153558510035
3.27,0.14591631595409088
3.2800000000000002,0.14420606433324554
3.29,0.1425107277002461
3.3000000000000003,0.1408302520538438
3.31,0.1391645824331148
3.3200000000000003,0.1375136629366588
3.33,0.13587743674170133
3.34,0.13425584612316957
3.35,0.13264883247268816
3.36,0.13105633631750452
3.37,0.1294782973393676
3.38,0.12791465439328784
3.39,0.12636534552624673
3.4,0.12483030799583622
3.41,0.1233094782887899
3.42,0.12180279213943529
3.43,0.12031018454806877
3.44,0.11883158979920569
3.45,0.11736694147977737
3.46,0.11591617249719803
3.47,0.11447921509735123
3.48,0.11305600088244809
3.49,0.11164646082880049
3.5,0.11025052530448667
3.5100000000000002,0.10886812408689449
3.52,0.10749918638013563
3.5300000000000002,0.10614364083239788
3.54,0.10480141555313673
3.5500000000000003,0.10347243813012039
3.56,0.10215663564646285
3.5700000000000003,0.10085393469734376
3.58,0.09956426140682537
3.59,0.09828754144435793
3.6,0.09702370004128323
3.61,0.09577266200710229
3.62,0.09453435174569197
3.63,0.09330869327129333
3.64,0.0920956102245184
3.65,0.09089502588800055
3.66,0.08970686320213025
3.67,0.08853104478049258
3.68,0.08736749292518879
3.69,0.08621612964204001
3.7,0.08507687665568212
3.71,0.08394965542446617
3.72,0.08283438715511345
3.73,0.08173099281746062
3.74,0.08063939315878478
3.75,0.07955950871824267
3.7600000000000002,0.07849125984081591
3.77,0.07743456669153596
3.7800000000000002,0.07638934926910163
3.79,0.07535552741982667
3.8000000000000003,0.07433302085080336
3.81,0.0733217491435679
3.8200000000000003,0.07232163176723024
3.83,0.07133258809140491
3.84,0.0703545373992479
3.85,0.06938739890010814
3.86,0.06843109174211834
3.87,0.06748553502462482
3.88,0.06655064781025641
3.89,0.06562634913725673
3.9,0.06471255803124773
3.91,0.0638091935169988
3.92,0.06291617463014498
3.93,0.06203342042834312
3.94,0.061160850002810255
3.95,0.06029838248923264
