t,x,y,z
0.0,0.9799999999999998,0.0,0.0
0.01,0.9799766503780318,0.005867702558989982,1.7603928479714703e-05
0.02,0.9799069299555889,0.011710544937436854,7.027071093324011e-05
0.03,0.9797913307566115,0.01752813560023657,0.00015778125954718503
0.04,0.9796303438856044,0.02332009150040404,0.00027991442772334896
0.05,0.9794244594485094,0.02908603800085817,0.00043644707476886424
0.06,0.9791741664752467,0.034825608795564095,0.0006271541297072636
0.07,0.9788799528439347,0.040538445830069963,0.0008518086542205761
0.08,0.9785423052067637,0.04622419922147525,0.001110181904715457
0.09,0.9781617089175154,0.05188252717786692,0.0014020433935232335
0.1,0.9777386479607202,0.057513095917259074,0.001727160949226425
0.11,0.977273604882434,0.06311557958607172,0.002085300776120347
0.12,0.9767670607226329,0.06868966017718288,0.0024762275128039635
0.13,0.976219494949202,0.0742350274475888,0.0028997042899112646
0.14,0.9756313853935152,0.07975137883570511,0.0033554927869769435
0.15,0.9750032081875877,0.08523841937834314,0.003843353288445761
0.16,0.9743354377027941,0.09069586162739235,0.004363044738820543
0.17,0.9736285464901338,0.09612342556624263,0.004914324796959857
0.18,0.9728830052220339,0.10152083852597654,0.00549694988952476
0.19,0.972099282635678,0.1068878351013628,0.00611067526357445
0.2,0.9712778454778422,0.11222415706668179,0.006755255038320196
0.21,0.9704191584512317,0.11752955329141215,0.007430442256040615
0.22,0.9695236841622995,0.12280377965580833,0.008135988932154392
0.23,0.9685918830705343,0.12804659896639708,0.008871646104468556
0.24,0.9676242134392079,0.1332577808714221,0.00963716388159186
0.25,0.9666211312875612,0.13843710177626317,0.01043229149052638
0.26,0.9655830903444219,0.143584344758858,0.011256777323442546
0.27,0.9645105420032338,0.14869929948515231,0.0121103689836351
0.28,0.9634039352784869,0.15378176212460487,0.012992813330672648
0.29,0.9622637167635338,0.15883153526577257,0.013903856524743186
0.3,0.9610903305897784,0.16384842783200065,0.014843244070199657
0.31,0.9598842183872165,0.16883225499724194,0.01581072085830859
0.32,0.9586458192463223,0.17378283810202994,0.01680603120921803
0.33,0.9573755696812614,0.1787000045696276,0.017828918913135705
0.34,0.9560739035944152,0.18358358782237605,0.018879127270733764
0.35000000000000003,0.9547412522422039,0.18843342719826472,0.01995639913278402
0.36,0.9533780442021895,0.1932493678677445,0.02106047693902624
0.37,0.9519847053414493,0.1980312607508054,0.022191102756278558
0.38,0.9505616587862002,0.20277896243433974,0.023348018315798746
0.39,0.9491093248926585,0.2074923350898103,0.024530965049895048
0.4,0.9476281212191252,0.21217124639124363,0.025739684127802254
0.41000000000000003,0.9461184624992758,0.21681556943356703,0.026973916490825256
0.42,0.9445807606166415,0.22142518265130923,0.028233402886753023
