t,z
0.0,1.0
0.01,0.9999820003650334
0.02,0.9999280058402246
0.03,0.9998380295635074
0.04,0.9997120934236526
0.05,0.9995502280485944
0.06,0.9993524727891057
0.07,0.9991188756978402
0.08,0.9988494935037585
0.09,0.9985443915819678
0.1,0.9982036439190073
0.11,0.9978273330736102
0.12,0.9974155501329883
0.13,0.9969683946646815
0.14,0.9964859746640191
0.15,0.9959684064972546
0.16,0.9954158148404221
0.17,0.9948283326139844
0.18,0.9942061009133369
0.19,0.9935492689352382
0.2,0.9928579939002412
0.21,0.9921324409712071
0.22,0.9913727831679789
0.23,0.9905792012783078
0.24,0.9897518837651157
0.25,0.9888910266701916
0.26,0.9879968335144168
0.27,0.9870695151946194
0.28,0.9861092898771595
0.29,0.9851163828883521
0.3,0.9840910266018383
0.31,0.9830334603230125
0.32,0.9819439301706203
0.33,0.9808226889556471
0.34,0.97966999605761
0.35000000000000003,0.9784861172983781
0.36,0.9772713248136414
0.37,0.9760258969221542
0.38,0.9747501179928754
0.39,0.9734442783101378
0.4,0.9721086739369709
0.41000000000000003,0.9707436065767087
0.42,0.9693493834330147
0.43,0.967926317068451
0.44,0.9664747252617282
0.45,0.9649949308637674
0.46,0.9634872616527068
0.47000000000000003,0.9619520501879839
0.48,0.9603896336636353
0.49,0.9588003537609335
0.5,0.9571845565005056
0.51,0.955542592094062
0.52,0.9538748147958647
0.53,0.9521815827540688
0.54,0.9504632578620714
0.55,0.9487202056099873
0.56,0.9469527949363911
0.5700000000000001,0.9451613980804425
0.58,0.9433463904345317
0.59,0.9415081503975561
0.6,0.9396470592289629
0.61,0.9377635009036684
0.62,0.9358578619679829
0.63,0.933930531396648
0.64,0.9319819004511075
0.65,0.9300123625391249
0.66,0.9280223130758543
0.67,0.926012149346476
0.68,0.9239822703704997
0.6900000000000001,0.9219330767678412
0.7000000000000001,0.9198649706267716
0.71,0.9177783553738385
0.72,0.9156736356458492
0.73,0.913551217164017
0.74,0.9114115066103509
0.75,0.9092549115063832
0.76,0.9070818400943105
0.77,0.9048927012206393
0.78,0.9026879042224
0.79,0.9004678588160184
0.8,0.8982329749889066
0.81,0.8959836628938423
0.8200000000000001,0.8937203327462069
0.8300000000000001,0.8914433947241411
0.84,0.8891532588716747
0.85,0.886850335004892
0.86,0.8845350326211826
0.87,0.882207760811625
0.88,0.8798689281765543
0.89,0.8775189427443542
0.9,0.8751582118935157
0.91,0.872787142277997
0.92,0.8704061397559238
0.93,0.8680156093216576
0.9400000000000001,0.8656159550412617
0.9500000000000001,0.863207579991392
0.96,0.8607908862016349
0.97,0.8583662746003109
0.98,0.8559341449637654
0.99,0.8534948958691585
1.0,0.8510489246507676
1.01,0.8485966273598137
1.02,0.846138398727817
1.03,0.8436746321334881
1.04,0.8412057195731615
1.05,0.8387320516347666
1.06,0.8362540174753388
1.07,0.8337720048020674
1.08,0.831286399856876
1.09,0.8287975874045268
1.1,0.8263059507242436
1.11,0.8238118716048424
1.12,0.821315730343356
1.1300000000000001,0.8188179057471475
1.1400000000000001,0.8163187751394875
1.1500000000000001,0.8138187143685947
1.16,0.8113180978201106
1.17,0.8088172984329974
1.18,0.8063166877188471
1.19,0.8038166357845724
1.2,0.801317511358469
1.21,0.7988196818196303
1.22,0.7963235132306881
1.23,0.7938293703738708
1.24,0.7913376167903483
1.25,0.7888486148228523
1.26,0.7863627256615531
1.27,0.7838803093931636
1.28,0.7814017250532673
1.29,0.7789273306818444
1.3,0.7764574833819742
1.31,0.7739925393817134
1.32,0.7715328540991163
1.33,0.769078782210398
1.34,0.7666306777212235
1.35,0.7641888940411057
1.36,0.7617537840609124
1.37,0.7593257002334687
1.3800000000000001,0.7569049946572511
1.3900000000000001,0.7544920191631671
1.4000000000000001,0.7520871254044194
1.41,0.7496906649494619
1.42,0.7473029893780366
1.43,0.7449244503803094
1.44,0.7425553998591095
1.45,0.7401961900352799
1.46,0.7378471735561591
1.47,0.7355087036072058
1.48,0.7331811340267935
1.49,0.7308648194241931
1.5,0.7285601153007789
1.51,0.7262673781744791
1.52,0.7239869657075187
1.53,0.7217192368374911
1.54,0.7194645519117957
1.55,0.7172232728254989
1.56,0.7149957631626725
1.57,0.7127823883412635
1.58,0.7105835157615592
1.59,0.7083995149583252
1.6,0.7062307577566802
1.61,0.7040776184317924
1.62,0.7019404738724897
1.6300000000000001,0.6998197037488684
1.6400000000000001,0.6977156906840036
1.6500000000000001,0.6956288204298623
1.6600000000000001,0.693559482047545
1.67,0.691508068091959
1.68,0.6894749748010621
1.69,0.6874606022898065
1.7,0.6854653547489338
1.71,0.6834896406487572
1.72,0.6815338729481111
1.73,0.6795984693086204
1.74,0.6776838523144769
1.75,0.6757904496979084
1.76,0.6739186945705391
1.77,0.6720690256608446
1.78,0.6702418875579369
1.79,0.6684377309618831
1.8,0.6666570129408312
1.81,0.6649001971951672
1.82,0.663167754328997
1.83,0.6614601621292097
1.84,0.6597779058524381
1.85,0.6581214785202046
1.86,0.6564913812225861
1.87,0.6548881234307375
1.8800000000000001,0.653312223318616
1.8900000000000001,0.6517642080942931
1.9000000000000001,0.6502446143412277
1.9100000000000001,0.6487539883699139
1.92,0.647292886580332
1.93,0.645861875835633
1.94,0.6444615338475436
1.95,0.6430924495739577
1.96,0.6417552236292379
1.97,0.6404504687077506
1.98,0.6391788100212001
1.99,0.6379408857503376
2.0,0.6367373475116588
2.0100000000000002,0.6355688608397221
2.02,0.6344361056857646
2.0300000000000002,0.6333397769333018
2.04,0.6322805849314457
2.05,0.631259256046708
2.06,0.630276533234074
2.07,0.6293331766282007
2.08,0.6284299641555965
2.09,0.6275676921686977
2.1,0.6267471761028145
2.11,0.6259692511569224
2.12,0.6252347729993701
2.13,0.6245446184995807
2.14,0.6238996864869074
2.15,0.6233008985378403
2.16,0.6227491997928186
2.17,0.6222455598039753
2.18,0.6217909734151865
2.19,0.6213864616758719
2.2,0.621033072790068
2.21,0.6207318831023528
2.22,0.6204839981222937
2.23,0.620290553589154
2.24,0.6201527165786996
2.25,0.6200716866540045
2.2600000000000002,0.6200486970622889
2.27,0.6200850159798807
2.2800000000000002,0.6201819478075209
2.29,0.6203408345183439
2.3000000000000003,0.6205630570609523
2.31,0.6208500368201638
2.32,0.6212032371381077
2.33,0.6216241648984976
2.34,0.6221143721770395
2.35,0.6226754579610962
2.36,0.623309069941881
2.37,0.6240169063826122
2.38,0.6248007180662585
2.39,0.6256623103266636
2.4,0.6266035451670634
2.41,0.627626343470194
2.42,0.6287326873044176
2.43,0.6299246223305237
2.44,0.631204260314129
2.45,0.6325737817487831
2.46,0.6340354385953125
2.47,0.6355915571430093
2.48,0.6372445409988055
2.49,0.6389968742107212
2.5,0.6408511245323197
2.5100000000000002,0.6428099468352168
2.52,0.644876086677092
2.5300000000000002,0.6470523840330983
2.54,0.6493417771988655
2.5500000000000003,0.6517473068739711
2.56,0.6542721204349707
2.57,0.6569194764078405
2.58,0.6596927491500775
2.59,0.6625954337532911
2.6,0.6656311511778382
2.61,0.6688036536315689
2.62,0.6721168302055106
2.63,0.6755747127801036
2.64,0.67918148221621
2.65,0.6829414748461792
2.66,0.6868591892808816
2.67,0.6909392935497711
2.68,0.6951866325918934
2.69,0.6996062361168759
2.7,0.7042033268559521
2.71,0.7089833292245469
2.72,0.7139518784187237
2.73,0.7191148299697279
2.74,0.7244782697818041
2.75,0.7300485246803258
2.7600000000000002,0.7358321734986947
2.77,0.7418360587343193
2.7800000000000002,0.7480672988058554
2.79,0.7545333009456783
2.8000000000000003,0.7612417747639296
2.81,0.7682007465224888
2.82,0.775418574159719
2.83,0.782903963109421
