 t	 x	 y	 z	 w
0.0000 1.0000 1.0000 1.0000 1.0000
0.0100 0.9938 0.9994 0.9995 0.9995
0.0200 0.9754 0.9974 0.9979 0.9981
0.0300 0.9455 0.9943 0.9953 0.9957
0.0400 0.9051 0.9898 0.9917 0.9924
0.0500 0.8554 0.9841 0.9871 0.9882
0.0600 0.7981 0.9772 0.9816 0.9832
0.0700 0.7349 0.9691 0.9750 0.9772
0.0800 0.6676 0.9599 0.9676 0.9705
0.0900 0.5981 0.9495 0.9593 0.9630
0.1000 0.5281 0.9380 0.9501 0.9548
0.1100 0.4592 0.9255 0.9401 0.9458
0.1200 0.3928 0.9119 0.9293 0.9362
0.1300 0.3300 0.8974 0.9178 0.9260
0.1400 0.2718 0.8820 0.9057 0.9152
0.1500 0.2186 0.8657 0.8929 0.9039
0.1600 0.1710 0.8485 0.8794 0.8921
0.1700 0.1290 0.8306 0.8655 0.8797
0.1800 0.0924 0.8120 0.8509 0.8670
0.1900 0.0612 0.7927 0.8360 0.8538
0.2000 0.0348 0.7727 0.8205 0.8402
0.2100 0.0129 0.7522 0.8047 0.8262
0.2200 -0.0052 0.7312 0.7885 0.8118
0.2300 -0.0198 0.7096 0.7719 0.7972
0.2400 -0.0315 0.6877 0.7551 0.7822
0.2500 -0.0409 0.6653 0.7379 0.7669
0.2600 -0.0483 0.6427 0.7205 0.7514
0.2700 -0.0542 0.6197 0.7029 0.7356
0.2800 -0.0588 0.5965 0.6850 0.7196
0.2900 -0.0625 0.5730 0.6671 0.7034
0.3000 -0.0655 0.5494 0.6489 0.6871
0.3100 -0.0680 0.5256 0.6307 0.6708
0.3200 -0.0700 0.5018 0.6123 0.6543
0.3300 -0.0718 0.4778 0.5939 0.6379
0.3400 -0.0734 0.4538 0.5755 0.6216
0.3500 -0.0748 0.4298 0.5571 0.6053
0.3600 -0.0761 0.4059 0.5388 0.5893
0.3700 -0.0773 0.3820 0.5205 0.5734
0.3800 -0.0785 0.3581 0.5024 0.5579
0.3900 -0.0795 0.3344 0.4845 0.5427
0.4000 -0.0806 0.3107 0.4668 0.5280
0.4100 -0.0815 0.2873 0.4493 0.5137
0.4200 -0.0824 0.2640 0.4323 0.4999
0.4300 -0.0832 0.2409 0.4155 0.4866
0.4400 -0.0840 0.2181 0.3993 0.4740
0.4500 -0.0846 0.1955 0.3835 0.4621
0.4600 -0.0853 0.1732 0.3683 0.4508
0.4700 -0.0858 0.1512 0.3537 0.4402
0.4800 -0.0862 0.1296 0.3397 0.4304
0.4900 -0.0866 0.1083 0.3265 0.4213
0.5000 -0.0869 0.0875 0.3141 0.4130
0.5100 -0.0871 0.0671 0.3024 0.4055
0.5200 -0.0872 0.0472 0.2916 0.3987
0.5300 -0.0873 0.0278 0.2818 0.3927
0.5400 -0.0872 0.0091 0.2728 0.3875
0.5500 -0.0871 -0.0091 0.2649 0.3830
0.5600 -0.0868 -0.0266 0.2579 0.3793
0.5700 -0.0865 -0.0434 0.2520 0.3764
0.5800 -0.0861 -0.0595 0.2471 0.3743
0.5900 -0.0856 -0.0747 0.2433 0.3729
0.6000 -0.0850 -0.0891 0.2405 0.3723
0.6100 -0.0844 -0.1027 0.2388 0.3725
0.6200 -0.0837 -0.1153 0.2381 0.3734
0.6300 -0.0829 -0.1269 0.2385 0.3751
0.6400 -0.0820 -0.1375 0.2399 0.3776
0.6500 -0.0811 -0.1471 0.2423 0.3809
0.6600 -0.0801 -0.1556 0.2457 0.3850
0.6700 -0.0790 -0.1629 0.2500 0.3900
0.6800 -0.0779 -0.1692 0.2552 0.3957
0.6900 -0.0768 -0.1743 0.2614 0.4022
0.7000 -0.0756 -0.1781 0.2684 0.4095
0.7100 -0.0744 -0.1808 0.2762 0.4177
0.7200 -0.0732 -0.1823 0.2848 0.4266
0.7300 -0.0719 -0.1826 0.2941 0.4363
0.7400 -0.0707 -0.1816 0.3042 0.4468
0.7500 -0.0694 -0.1794 0.3149 0.4580
0.7600 -0.0681 -0.1761 0.3263 0.4699
0.7700 -0.0668 -0.1715 0.3383 0.4824
0.7800 -0.0656 -0.1657 0.3509 0.4956
0.7900 -0.0644 -0.1588 0.3640 0.5094
0.8000 -0.0631 -0.1507 0.3777 0.5236
0.8100 -0.0620 -0.1415 0.3919 0.5383
0.8200 -0.0608 -0.1312 0.4065 0.5535
0.8300 -0.0597 -0.1199 0.4216 0.5689
0.8400 -0.0586 -0.1076 0.4371 0.5847
0.8500 -0.0576 -0.0943 0.4531 0.6007
0.8600 -0.0567 -0.0800 0.4694 0.6168
0.8700 -0.0557 -0.0649 0.4861 0.6331
0.8800 -0.0549 -0.0490 0.5031 0.6494
0.8900 -0.0541 -0.0323 0.5204 0.6657
0.9000 -0.0533 -0.0148 0.5381 0.6820
0.9100 -0.0526 0.0033 0.5559 0.6982
0.9200 -0.0519 0.0220 0.5741 0.7143
0.9300 -0.0513 0.0413 0.5924 0.7302
0.9400 -0.0508 0.0612 0.6109 0.7460
0.9500 -0.0503 0.0815 0.6295 0.7615
0.9600 -0.0498 0.1021 0.6481 0.7768
0.9700 -0.0493 0.1232 0.6668 0.7918
0.9800 -0.0489 0.1445 0.6855 0.8065
0.9900 -0.0485 0.1661 0.7042 0.8210
1.0000 -0.0482 0.1879 0.7227 0.8351
1.0100 -0.0478 0.2098 0.7410 0.8488
1.0200 -0.0474 0.2319 0.7592 0.8622
1.0300 -0.0471 0.2540 0.7770 0.8752
1.0400 -0.0467 0.2761 0.7945 0.8877
1.0500 -0.0463 0.2983 0.8115 0.8998
1.0600 -0.0458 0.3204 0.8281 0.9114
1.0700 -0.0454 0.3424 0.8442 0.9225
1.0800 -0.0448 0.3644 0.8597 0.9330
1.0900 -0.0442 0.3862 0.8746 0.9429
1.1000 -0.0436 0.4079 0.8888 0.9521
1.1100 -0.0429 0.4295 0.9022 0.9606
1.1200 -0.0420 0.4509 0.9149 0.9684
1.1300 -0.0411 0.4721 0.9267 0.9754
1.1400 -0.0401 0.4931 0.9377 0.9816
1.1500 -0.0390 0.5140 0.9478 0.9869
1.1600 -0.0378 0.5346 0.9570 0.9914
1.1700 -0.0365 0.5550 0.9653 0.9949
1.1800 -0.0351 0.5751 0.9726 0.9975
1.1900 -0.0335 0.5951 0.9790 0.9992
1.2000 -0.0319 0.6148 0.9843 0.9999
1.2100 -0.0301 0.6342 0.9887 0.9997
1.2200 -0.0282 0.6533 0.9922 0.9986
1.2300 -0.0262 0.6722 0.9947 0.9965
1.2400 -0.0241 0.6908 0.9962 0.9935
1.2500 -0.0220 0.7091 0.9968 0.9896
1.2600 -0.0198 0.7270 0.9965 0.9848
1.2700 -0.0175 0.7446 0.9952 0.9792
1.2800 -0.0153 0.7618 0.9931 0.9728
1.2900 -0.0131 0.7786 0.9900 0.9656
1.3000 -0.0110 0.7950 0.9862 0.9577
1.3100 -0.0091 0.8109 0.9814 0.9491
1.3200 -0.0075 0.8263 0.9759 0.9398
1.3300 -0.0061 0.8412 0.9695 0.9299
1.3400 -0.0051 0.8556 0.9624 0.9194
1.3500 -0.0046 0.8693 0.9545 0.9084
1.3600 -0.0047 0.8825 0.9459 0.8968
1.3700 -0.0055 0.8950 0.9365 0.8847
1.3800 -0.0069 0.9067 0.9264 0.8721
1.3900 -0.0092 0.9178 0.9155 0.8591
1.4000 -0.0122 0.9281 0.9040 0.8456
1.4100 -0.0161 0.9376 0.8918 0.8317
1.4200 -0.0208 0.9462 0.8790 0.8175
1.4300 -0.0261 0.9540 0.8655 0.8028
1.4400 -0.0321 0.9608 0.8514 0.7878
