 t	 x	 y	 z	 w
0.0000 -0.0000 -0.0000 -0.0000 0.0000
0.0100 0.0112 0.0014 0.0011 0.0011
0.0200 0.0365 0.0047 0.0039 0.0037
0.0300 0.0707 0.0096 0.0080 0.0076
0.0400 0.1111 0.0157 0.0132 0.0125
0.0500 0.1555 0.0230 0.0193 0.0184
0.0600 0.2022 0.0312 0.0263 0.0250
0.0700 0.2498 0.0403 0.0341 0.0324
0.0800 0.2970 0.0502 0.0425 0.0405
0.0900 0.3429 0.0608 0.0516 0.0491
0.1000 0.3868 0.0720 0.0612 0.0583
0.1100 0.4281 0.0838 0.0713 0.0680
0.1200 0.4662 0.0960 0.0818 0.0781
0.1300 0.5010 0.1086 0.0928 0.0886
0.1400 0.5323 0.1216 0.1041 0.0994
0.1500 0.5600 0.1349 0.1157 0.1106
0.1600 0.5842 0.1484 0.1276 0.1220
0.1700 0.6051 0.1622 0.1397 0.1337
0.1800 0.6228 0.1762 0.1521 0.1456
0.1900 0.6377 0.1903 0.1646 0.1577
0.2000 0.6500 0.2044 0.1773 0.1700
0.2100 0.6600 0.2187 0.1901 0.1825
0.2200 0.6680 0.2330 0.2030 0.1950
0.2300 0.6744 0.2473 0.2160 0.2076
0.2400 0.6793 0.2616 0.2290 0.2204
0.2500 0.6831 0.2758 0.2421 0.2331
0.2600 0.6860 0.2900 0.2552 0.2459
0.2700 0.6881 0.3041 0.2682 0.2588
0.2800 0.6897 0.3180 0.2813 0.2716
0.2900 0.6908 0.3319 0.2943 0.2844
0.3000 0.6916 0.3456 0.3073 0.2972
0.3100 0.6921 0.3591 0.3202 0.3099
0.3200 0.6925 0.3725 0.3330 0.3225
0.3300 0.6927 0.3857 0.3457 0.3351
0.3400 0.6929 0.3987 0.3583 0.3475
0.3500 0.6930 0.4115 0.3708 0.3598
0.3600 0.6930 0.4241 0.3831 0.3720
0.3700 0.6931 0.4365 0.3953 0.3840
0.3800 0.6931 0.4486 0.4074 0.3959
0.3900 0.6931 0.4605 0.4192 0.4076
0.4000 0.6931 0.4721 0.4309 0.4191
0.4100 0.6931 0.4835 0.4423 0.4304
0.4200 0.6931 0.4946 0.4536 0.4415
0.4300 0.6931 0.5055 0.4646 0.4524
0.4400 0.6931 0.5161 0.4754 0.4630
0.4500 0.6931 0.5265 0.4860 0.4734
0.4600 0.6931 0.5365 0.4963 0.4836
0.4700 0.6931 0.5463 0.5063 0.4935
0.4800 0.6931 0.5558 0.5161 0.5032
0.4900 0.6931 0.5650 0.5256 0.5126
0.5000 0.6931 0.5738 0.5349 0.5217
0.5100 0.6930 0.5824 0.5438 0.5306
0.5200 0.6930 0.5907 0.5525 0.5392
0.5300 0.6930 0.5987 0.5608 0.5475
0.5400 0.6930 0.6063 0.5689 0.5556
0.5500 0.6930 0.6137 0.5766 0.5633
0.5600 0.6930 0.6207 0.5841 0.5709
0.5700 0.6930 0.6274 0.5912 0.5781
0.5800 0.6930 0.6338 0.5981 0.5851
0.5900 0.6930 0.6398 0.6046 0.5918
0.6000 0.6930 0.6455 0.6109 0.5982
0.6100 0.6930 0.6508 0.6169 0.6044
0.6200 0.6929 0.6559 0.6225 0.6103
0.6300 0.6929 0.6606 0.6279 0.6160
0.6400 0.6929 0.6649 0.6330 0.6214
0.6500 0.6929 0.6689 0.6378 0.6265
0.6600 0.6929 0.6726 0.6424 0.6314
0.6700 0.6929 0.6760 0.6467 0.6360
0.6800 0.6929 0.6790 0.6507 0.6404
0.6900 0.6928 0.6817 0.6545 0.6446
0.7000 0.6928 0.6841 0.6581 0.6485
0.7100 0.6928 0.6862 0.6614 0.6522
0.7200 0.6928 0.6880 0.6645 0.6556
0.7300 0.6928 0.6895 0.6674 0.6589
0.7400 0.6928 0.6907 0.6700 0.6619
0.7500 0.6927 0.6917 0.6725 0.6647
0.7600 0.6927 0.6924 0.6748 0.6674
0.7700 0.6927 0.6929 0.6769 0.6698
0.7800 0.6927 0.6931 0.6788 0.6721
0.7900 0.6926 0.6931 0.6805 0.6741
0.8000 0.6926 0.6930 0.6821 0.6761
0.8100 0.6926 0.6926 0.6836 0.6778
0.8200 0.6926 0.6921 0.6849 0.6794
0.8300 0.6926 0.6915 0.6861 0.6809
0.8400 0.6925 0.6907 0.6871 0.6822
0.8500 0.6925 0.6898 0.6881 0.6834
0.8600 0.6925 0.6889 0.6889 0.6845
0.8700 0.6925 0.6878 0.6896 0.6855
0.8800 0.6924 0.6867 0.6902 0.6864
0.8900 0.6924 0.6856 0.6908 0.6872
0.9000 0.6924 0.6844 0.6912 0.6879
0.9100 0.6924 0.6833 0.6916 0.6885
0.9200 0.6923 0.6821 0.6920 0.6891
0.9300 0.6923 0.6810 0.6922 0.6896
0.9400 0.6923 0.6799 0.6925 0.6900
0.9500 0.6922 0.6789 0.6926 0.6904
0.9600 0.6922 0.6779 0.6928 0.6907
0.9700 0.6922 0.6770 0.6929 0.6909
0.9800 0.6922 0.6762 0.6930 0.6912
0.9900 0.6921 0.6754 0.6930 0.6914
1.0000 0.6921 0.6748 0.6931 0.6915
1.0100 0.6921 0.6743 0.6931 0.6917
1.0200 0.6921 0.6738 0.6931 0.6918
1.0300 0.6920 0.6735 0.6931 0.6919
1.0400 0.6920 0.6732 0.6931 0.6919
1.0500 0.6920 0.6731 0.6931 0.6920
1.0600 0.6919 0.6731 0.6931 0.6920
1.0700 0.6919 0.6732 0.6931 0.6920
1.0800 0.6919 0.6734 0.6931 0.6920
1.0900 0.6918 0.6736 0.6931 0.6919
1.1000 0.6918 0.6740 0.6931 0.6919
1.1100 0.6918 0.6745 0.6931 0.6918
1.1200 0.6917 0.6750 0.6931 0.6916
1.1300 0.6917 0.6756 0.6930 0.6915
1.1400 0.6916 0.6763 0.6930 0.6913
1.1500 0.6916 0.6770 0.6929 0.6911
1.1600 0.6915 0.6778 0.6928 0.6909
1.1700 0.6915 0.6787 0.6927 0.6906
1.1800 0.6914 0.6795 0.6925 0.6902
1.1900 0.6913 0.6804 0.6923 0.6898
1.2000 0.6912 0.6814 0.6921 0.6894
1.2100 0.6911 0.6823 0.6918 0.6889
1.2200 0.6909 0.6832 0.6914 0.6883
1.2300 0.6907 0.6842 0.6910 0.6876
1.2400 0.6904 0.6851 0.6905 0.6868
1.2500 0.6901 0.6861 0.6899 0.6860
1.2600 0.6897 0.6870 0.6892 0.6851
1.2700 0.6893 0.6878 0.6885 0.6840
1.2800 0.6887 0.6887 0.6876 0.6829
1.2900 0.6880 0.6894 0.6866 0.6816
1.3000 0.6871 0.6902 0.6855 0.6802
1.3100 0.6860 0.6908 0.6843 0.6786
1.3200 0.6847 0.6914 0.6829 0.6770
1.3300 0.6831 0.6920 0.6814 0.6751
1.3400 0.6813 0.6924 0.6797 0.6732
1.3500 0.6791 0.6927 0.6779 0.6710
1.3600 0.6765 0.6930 0.6759 0.6687
1.3700 0.6735 0.6931 0.6737 0.6662
1.3800 0.6700 0.6931 0.6713 0.6635
1.3900 0.6662 0.6930 0.6688 0.6606
1.4000 0.6618 0.6928 0.6660 0.6575
1.4100 0.6570 0.6924 0.6630 0.6542
1.4200 0.6517 0.6918 0.6598 0.6507
1.4300 0.6461 0.6911 0.6564 0.6470
1.4400 0.6402 0.6902 0.6527 0.6430
1.4500 0.6341 0.6891 0.6488 0.6388
1.4600 0.6279 0.6878 0.6446 0.6343
1.4700 0.6218 0.6863 0.6402 0.6296
1.4800 0.6158 0.6846 0.6355 0.6246
1.4900 0.6102 0.6826 0.6305 0.6194
1.5000 0.6050 0.6804 0.6253 0.6139
1.5100 0.6005 0.6779 0.6198 0.6081
1.5200 0.5968 0.6752 0.6139 0.6021
1.5300 0.5940 0.6722 0.6078 0.5958
1.5400 0.5921 0.6689 0.6014 0.5892
1.5500 0.5913 0.6653 0.5947 0.5824
1.5600 0.5916 0.6613 0.5877 0.5752
1.5700 0.5929 0.6571 0.5804 0.5678
1.5800 0.5951 0.6525 0.5728 0.5602
1.5900 0.5983 0.6476 0.5649 0.5522
1.6000 0.6022 0.6423 0.5567 0.5440
1.6100 0.6068 0.6367 0.5482 0.5355
1.6200 0.6119 0.6306 0.5394 0.5268
1.6300 0.6174 0.6243 0.5303 0.5178
1.6400 0.6231 0.6175 0.5210 0.5085
1.6500 0.6289 0.6103 0.5113 0.4990
1.6600 0.6347 0.6028 0.5014 0.4892
1.6700 0.6403 0.5949 0.4912 0.4792
1.6800 0.6457 0.5866 0.4808 0.4689
1.6900 0.6509 0.5778 0.4701 0.4584
1.7000 0.6556 0.5688 0.4592 0.4477
1.7100 0.6601 0.5593 0.4481 0.4368
1.7200 0.6641 0.5494 0.4368 0.4256
1.7300 0.6677 0.5392 0.4252 0.4142
1.7400 0.6710 0.5286 0.4135 0.4027
1.7500 0.6739 0.5177 0.4016 0.3909
1.7600 0.6765 0.5064 0.3895 0.3790
1.7700 0.6788 0.4948 0.3772 0.3669
1.7800 0.6807 0.4829 0.3648 0.3547
1.7900 0.6825 0.4707 0.3523 0.3423
1.8000 0.6840 0.4582 0.3396 0.3298
1.8100 0.6853 0.4455 0.3269 0.3172
1.8200 0.6864 0.4324 0.3140 0.3045
1.8300 0.6874 0.4192 0.3011 0.2917
1.8400 0.6883 0.4058 0.2881 0.2789
1.8500 0.6890 0.3921 0.2751 0.2660
1.8600 0.6896 0.3783 0.2620 0.2531
1.8700 0.6902 0.3644 0.2489 0.2402
1.8800 0.6907 0.3503 0.2358 0.2273
1.8900 0.6911 0.3362 0.2228 0.2145
1.9000 0.6915 0.3219 0.2098 0.2018
1.9100 0.6918 0.3076 0.1968 0.1892
1.9200 0.6921 0.2933 0.1839 0.1766
