 t	 x	 y	 z	 w
0.0000 1.0000 1.0000 1.0000 1.0000
0.0100 0.9936 0.9994 0.9995 0.9996
0.0200 0.9746 0.9974 0.9981 0.9986
0.0300 0.9437 0.9942 0.9958 0.9968
0.0400 0.9019 0.9898 0.9926 0.9943
0.0500 0.8507 0.9840 0.9885 0.9912
0.0600 0.7918 0.9771 0.9836 0.9874
0.0700 0.7269 0.9690 0.9778 0.9830
0.0800 0.6581 0.9597 0.9712 0.9780
0.0900 0.5872 0.9492 0.9639 0.9726
0.1000 0.5161 0.9377 0.9558 0.9666
0.1100 0.4464 0.9251 0.9471 0.9603
0.1200 0.3795 0.9116 0.9377 0.9536
0.1300 0.3166 0.8970 0.9278 0.9465
0.1400 0.2586 0.8816 0.9173 0.9392
0.1500 0.2059 0.8653 0.9064 0.9317
0.1600 0.1591 0.8482 0.8950 0.9241
0.1700 0.1179 0.8304 0.8833 0.9164
0.1800 0.0825 0.8118 0.8713 0.9087
0.1900 0.0524 0.7927 0.8590 0.9011
0.2000 0.0271 0.7729 0.8466 0.8935
0.2100 0.0063 0.7526 0.8340 0.8862
0.2200 -0.0106 0.7319 0.8213 0.8790
0.2300 -0.0243 0.7107 0.8086 0.8722
0.2400 -0.0352 0.6892 0.7960 0.8657
0.2500 -0.0438 0.6674 0.7834 0.8595
0.2600 -0.0506 0.6453 0.7710 0.8538
0.2700 -0.0559 0.6231 0.7589 0.8486
0.2800 -0.0601 0.6007 0.7469 0.8438
0.2900 -0.0635 0.5782 0.7354 0.8396
0.3000 -0.0662 0.5557 0.7241 0.8360
0.3100 -0.0685 0.5332 0.7133 0.8329
0.3200 -0.0704 0.5108 0.7029 0.8304
0.3300 -0.0721 0.4885 0.6931 0.8284
0.3400 -0.0736 0.4664 0.6837 0.8271
0.3500 -0.0749 0.4444 0.6749 0.8263
0.3600 -0.0762 0.4228 0.6667 0.8261
0.3700 -0.0774 0.4014 0.6591 0.8265
0.3800 -0.0785 0.3804 0.6521 0.8274
0.3900 -0.0795 0.3599 0.6457 0.8288
0.4000 -0.0805 0.3397 0.6400 0.8308
