 t	 x	 y	 z
0.0000 1.0000 1.0000 1.0000
0.0100 0.9988 0.9999 1.0000
0.0200 0.9952 0.9997 0.9999
0.0300 0.9892 0.9993 0.9998
0.0400 0.9809 0.9987 0.9996
0.0500 0.9703 0.9980 0.9994
0.0600 0.9575 0.9971 0.9992
0.0700 0.9425 0.9961 0.9989
0.0800 0.9255 0.9949 0.9985
0.0900 0.9066 0.9936 0.9981
0.1000 0.8858 0.9921 0.9977
0.1100 0.8634 0.9905 0.9972
0.1200 0.8394 0.9887 0.9967
0.1300 0.8140 0.9868 0.9962
0.1400 0.7873 0.9848 0.9956
0.1500 0.7595 0.9826 0.9950
0.1600 0.7308 0.9804 0.9944
0.1700 0.7013 0.9779 0.9937
0.1800 0.6711 0.9754 0.9930
0.1900 0.6405 0.9728 0.9923
0.2000 0.6096 0.9700 0.9916
0.2100 0.5785 0.9672 0.9908
0.2200 0.5475 0.9642 0.9901
0.2300 0.5166 0.9612 0.9893
0.2400 0.4859 0.9581 0.9885
0.2500 0.4557 0.9549 0.9877
0.2600 0.4260 0.9516 0.9868
0.2700 0.3970 0.9483 0.9860
0.2800 0.3688 0.9449 0.9852
0.2900 0.3414 0.9414 0.9844
0.3000 0.3150 0.9379 0.9836
0.3100 0.2895 0.9344 0.9827
0.3200 0.2652 0.9308 0.9819
0.3300 0.2420 0.9272 0.9811
0.3400 0.2199 0.9235 0.9803
0.3500 0.1991 0.9199 0.9796
0.3600 0.1795 0.9162 0.9788
0.3700 0.1611 0.9125 0.9781
0.3800 0.1439 0.9088 0.9773
0.3900 0.1279 0.9051 0.9766
0.4000 0.1131 0.9015 0.9759
0.4100 0.0995 0.8978 0.9753
0.4200 0.0871 0.8942 0.9746
0.4300 0.0757 0.8905 0.9740
0.4400 0.0653 0.8870 0.9734
0.4500 0.0560 0.8834 0.9728
0.4600 0.0476 0.8799 0.9723
0.4700 0.0401 0.8764 0.9717
0.4800 0.0334 0.8730 0.9712
0.4900 0.0275 0.8696 0.9708
0.5000 0.0223 0.8663 0.9703
0.5100 0.0177 0.8630 0.9699
0.5200 0.0137 0.8598 0.9695
0.5300 0.0103 0.8567 0.9691
0.5400 0.0073 0.8536 0.9688
0.5500 0.0047 0.8506 0.9684
0.5600 0.0025 0.8477 0.9681
0.5700 0.0006 0.8448 0.9678
0.5800 -0.0011 0.8420 0.9676
0.5900 -0.0025 0.8393 0.9673
0.6000 -0.0037 0.8366 0.9671
0.6100 -0.0047 0.8340 0.9668
0.6200 -0.0056 0.8315 0.9666
0.6300 -0.0065 0.8291 0.9664
0.6400 -0.0072 0.8267 0.9662
0.6500 -0.0079 0.8244 0.9661
0.6600 -0.0085 0.8222 0.9659
0.6700 -0.0092 0.8200 0.9657
0.6800 -0.0098 0.8179 0.9655
0.6900 -0.0103 0.8159 0.9654
0.7000 -0.0109 0.8139 0.9652
0.7100 -0.0115 0.8119 0.9650
0.7200 -0.0121 0.8100 0.9649
0.7300 -0.0127 0.8082 0.9647
0.7400 -0.0133 0.8064 0.9645
0.7500 -0.0139 0.8046 0.9643
0.7600 -0.0145 0.8028 0.9641
0.7700 -0.0151 0.8011 0.9638
0.7800 -0.0157 0.7994 0.9636
0.7900 -0.0163 0.7977 0.9633
0.8000 -0.0170 0.7961 0.9630
0.8100 -0.0176 0.7944 0.9627
0.8200 -0.0182 0.7927 0.9624
0.8300 -0.0188 0.7910 0.9621
0.8400 -0.0195 0.7893 0.9617
0.8500 -0.0201 0.7875 0.9613
0.8600 -0.0207 0.7858 0.9609
0.8700 -0.0213 0.7840 0.9605
0.8800 -0.0219 0.7821 0.9600
0.8900 -0.0225 0.7802 0.9596
0.9000 -0.0231 0.7783 0.9591
0.9100 -0.0237 0.7762 0.9585
0.9200 -0.0242 0.7741 0.9580
0.9300 -0.0247 0.7720 0.9574
0.9400 -0.0251 0.7697 0.9568
0.9500 -0.0254 0.7673 0.9562
0.9600 -0.0256 0.7649 0.9556
0.9700 -0.0258 0.7623 0.9549
0.9800 -0.0258 0.7596 0.9543
0.9900 -0.0256 0.7568 0.9536
1.0000 -0.0252 0.7539 0.9529
1.0100 -0.0246 0.7508 0.9522
1.0200 -0.0238 0.7476 0.9515
1.0300 -0.0226 0.7443 0.9507
1.0400 -0.0211 0.7408 0.9500
1.0500 -0.0192 0.7371 0.9492
1.0600 -0.0169 0.7333 0.9485
1.0700 -0.0141 0.7293 0.9478
1.0800 -0.0108 0.7252 0.9470
1.0900 -0.0070 0.7208 0.9463
1.1000 -0.0025 0.7163 0.9456
1.1100 0.0026 0.7116 0.9449
1.1200 0.0084 0.7067 0.9441
1.1300 0.0149 0.7017 0.9435
1.1400 0.0222 0.6964 0.9428
1.1500 0.0303 0.6909 0.9421
1.1600 0.0392 0.6852 0.9415
1.1700 0.0489 0.6793 0.9409
1.1800 0.0595 0.6733 0.9404
1.1900 0.0710 0.6670 0.9398
1.2000 0.0834 0.6605 0.9393
1.2100 0.0967 0.6538 0.9389
1.2200 0.1108 0.6469 0.9384
1.2300 0.1258 0.6398 0.9380
1.2400 0.1416 0.6324 0.9377
1.2500 0.1582 0.6249 0.9374
1.2600 0.1756 0.6172 0.9371
1.2700 0.1937 0.6093 0.9369
1.2800 0.2124 0.6012 0.9368
1.2900 0.2318 0.5929 0.9367
1.3000 0.2516 0.5844 0.9366
1.3100 0.2719 0.5757 0.9367
1.3200 0.2925 0.5669 0.9367
1.3300 0.3134 0.5578 0.9368
1.3400 0.3345 0.5486 0.9370
1.3500 0.3556 0.5393 0.9372
1.3600 0.3767 0.5298 0.9375
1.3700 0.3976 0.5201 0.9379
1.3800 0.4183 0.5103 0.9383
1.3900 0.4385 0.5004 0.9388
1.4000 0.4583 0.4903 0.9393
1.4100 0.4775 0.4802 0.9398
1.4200 0.4960 0.4699 0.9405
1.4300 0.5136 0.4595 0.9412
1.4400 0.5304 0.4490 0.9419
1.4500 0.5461 0.4385 0.9427
1.4600 0.5607 0.4279 0.9435
1.4700 0.5741 0.4172 0.9444
1.4800 0.5863 0.4065 0.9454
1.4900 0.5971 0.3957 0.9464
1.5000 0.6065 0.3849 0.9474
1.5100 0.6145 0.3741 0.9484
1.5200 0.6210 0.3633 0.9496
1.5300 0.6260 0.3525 0.9507
1.5400 0.6295 0.3417 0.9519
1.5500 0.6314 0.3309 0.9531
1.5600 0.6317 0.3202 0.9543
1.5700 0.6306 0.3095 0.9556
1.5800 0.6280 0.2988 0.9568
1.5900 0.6239 0.2883 0.9581
1.6000 0.6183 0.2778 0.9595
1.6100 0.6115 0.2674 0.9608
1.6200 0.6033 0.2571 0.9621
1.6300 0.5939 0.2469 0.9635
1.6400 0.5834 0.2369 0.9648
1.6500 0.5718 0.2269 0.9662
1.6600 0.5593 0.2172 0.9675
1.6700 0.5459 0.2075 0.9689
1.6800 0.5318 0.1981 0.9702
1.6900 0.5170 0.1888 0.9715
1.7000 0.5017 0.1796 0.9728
1.7100 0.4860 0.1707 0.9741
1.7200 0.4699 0.1620 0.9754
1.7300 0.4536 0.1535 0.9767
1.7400 0.4373 0.1452 0.9779
1.7500 0.4209 0.1371 0.9791
1.7600 0.4046 0.1292 0.9803
1.7700 0.3885 0.1216 0.9814
1.7800 0.3727 0.1142 0.9826
1.7900 0.3573 0.1071 0.9836
1.8000 0.3423 0.1003 0.9847
1.8100 0.3278 0.0937 0.9857
1.8200 0.3139 0.0873 0.9867
1.8300 0.3007 0.0813 0.9876
1.8400 0.2881 0.0755 0.9885
1.8500 0.2763 0.0700 0.9894
1.8600 0.2652 0.0647 0.9902
1.8700 0.2549 0.0598 0.9909
1.8800 0.2454 0.0551 0.9917
1.8900 0.2367 0.0508 0.9923
1.9000 0.2288 0.0467 0.9930
1.9100 0.2217 0.0429 0.9936
1.9200 0.2155 0.0394 0.9942
1.9300 0.2100 0.0362 0.9947
1.9400 0.2052 0.0333 0.9951
1.9500 0.2012 0.0307 0.9956
1.9600 0.1979 0.0283 0.9960
1.9700 0.1952 0.0263 0.9963
1.9800 0.1932 0.0245 0.9967
1.9900 0.1917 0.0230 0.9969
2.0000 0.1908 0.0218 0.9972
2.0100 0.1904 0.0208 0.9974
2.0200 0.1905 0.0201 0.9976
2.0300 0.1910 0.0196 0.9978
2.0400 0.1919 0.0194 0.9979
2.0500 0.1931 0.0194 0.9980
2.0600 0.1946 0.0197 0.9981
2.0700 0.1964 0.0202 0.9981
2.0800 0.1985 0.0208 0.9981
2.0900 0.2007 0.0217 0.9982
2.1000 0.2032 0.0228 0.9981
2.1100 0.2058 0.0241 0.9981
2.1200 0.2085 0.0256 0.9981
2.1300 0.2113 0.0272 0.9980
2.1400 0.2143 0.0290 0.9980
2.1500 0.2173 0.0310 0.9979
2.1600 0.2204 0.0331 0.9978
2.1700 0.2236 0.0353 0.9977
2.1800 0.2269 0.0376 0.9976
2.1900 0.2302 0.0400 0.9975
2.2000 0.2335 0.0425 0.9974
2.2100 0.2369 0.0451 0.9973
2.2200 0.2404 0.0478 0.9972
2.2300 0.2439 0.0505 0.9971
2.2400 0.2474 0.0533 0.9970
2.2500 0.2511 0.0561 0.9968
2.2600 0.2547 0.0589 0.9967
2.2700 0.2585 0.0618 0.9966
2.2800 0.2623 0.0646 0.9965
2.2900 0.2661 0.0675 0.9964
2.3000 0.2700 0.0703 0.9963
2.3100 0.2740 0.0731 0.9962
2.3200 0.2780 0.0758 0.9961
2.3300 0.2820 0.0785 0.9960
2.3400 0.2861 0.0811 0.9960
2.3500 0.2903 0.0837 0.9959
2.3600 0.2945 0.0862 0.9958
2.3700 0.2987 0.0885 0.9957
2.3800 0.3029 0.0908 0.9956
2.3900 0.3071 0.0930 0.9955
2.4000 0.3114 0.0950 0.9954
2.4100 0.3157 0.0969 0.9953
2.4200 0.3200 0.0987 0.9952
2.4300 0.3243 0.1003 0.9951
2.4400 0.3286 0.1017 0.9949
2.4500 0.3329 0.1030 0.9948
2.4600 0.3372 0.1042 0.9946
2.4700 0.3416 0.1051 0.9945
2.4800 0.3460 0.1059 0.9943
2.4900 0.3504 0.1065 0.9941
2.5000 0.3549 0.1069 0.9939
2.5100 0.3595 0.1071 0.9937
2.5200 0.3642 0.1070 0.9934
2.5300 0.3691 0.1068 0.9931
2.5400 0.3740 0.1064 0.9928
2.5500 0.3792 0.1058 0.9925
2.5600 0.3846 0.1049 0.9921
2.5700 0.3903 0.1039 0.9918
2.5800 0.3963 0.1026 0.9913
2.5900 0.4026 0.1011 0.9909
2.6000 0.4092 0.0994 0.9904
2.6100 0.4163 0.0975 0.9899
2.6200 0.4239 0.0954 0.9893
2.6300 0.4320 0.0930 0.9887
2.6400 0.4405 0.0905 0.9881
2.6500 0.4497 0.0877 0.9875
2.6600 0.4595 0.0848 0.9868
2.6700 0.4698 0.0816 0.9860
2.6800 0.4809 0.0783 0.9852
2.6900 0.4926 0.0748 0.9844
2.7000 0.5050 0.0711 0.9836
2.7100 0.5181 0.0672 0.9827
2.7200 0.5319 0.0631 0.9818
2.7300 0.5463 0.0589 0.9808
2.7400 0.5614 0.0546 0.9798
2.7500 0.5772 0.0501 0.9788
2.7600 0.5936 0.0455 0.9777
2.7700 0.6105 0.0407 0.9766
2.7800 0.6279 0.0359 0.9754
2.7900 0.6458 0.0309 0.9743
2.8000 0.6640 0.0259 0.9731
2.8100 0.6826 0.0207 0.9719
2.8200 0.7013 0.0155 0.9706
2.8300 0.7201 0.0103 0.9694
2.8400 0.7390 0.0050 0.9681
2.8500 0.7577 -0.0004 0.9668
2.8600 0.7762 -0.0057 0.9654
2.8700 0.7943 -0.0111 0.9641
2.8800 0.8120 -0.0165 0.9628
2.8900 0.8290 -0.0219 0.9614
2.9000 0.8453 -0.0272 0.9601
2.9100 0.8607 -0.0325 0.9587
2.9200 0.8750 -0.0378 0.9573
2.9300 0.8882 -0.0430 0.9560
2.9400 0.9001 -0.0481 0.9547
2.9500 0.9106 -0.0531 0.9533
2.9600 0.9195 -0.0581 0.9520
2.9700 0.9268 -0.0629 0.9507
2.9800 0.9323 -0.0676 0.9494
2.9900 0.9359 -0.0722 0.9482
3.0000 0.9375 -0.0767 0.9469
3.0100 0.9371 -0.0809 0.9457
3.0200 0.9346 -0.0851 0.9446
3.0300 0.9299 -0.0890 0.9434
3.0400 0.9229 -0.0928 0.9423
3.0500 0.9137 -0.0963 0.9413
3.0600 0.9023 -0.0997 0.9402
3.0700 0.8886 -0.1028 0.9393
3.0800 0.8726 -0.1057 0.9383
3.0900 0.8545 -0.1084 0.9375
3.1000 0.8341 -0.1108 0.9367
3.1100 0.8116 -0.1129 0.9359
3.1200 0.7871 -0.1148 0.9352
3.1300 0.7607 -0.1165 0.9345
3.1400 0.7323 -0.1178 0.9339
3.1500 0.7023 -0.1189 0.9334
3.1600 0.6706 -0.1197 0.9329
3.1700 0.6375 -0.1202 0.9325
3.1800 0.6030 -0.1204 0.9321
3.1900 0.5674 -0.1202 0.9318
3.2000 0.5307 -0.1198 0.9316
3.2100 0.4932 -0.1190 0.9314
3.2200 0.4550 -0.1180 0.9313
3.2300 0.4163 -0.1166 0.9313
3.2400 0.3773 -0.1149 0.9313
3.2500 0.3382 -0.1128 0.9314
3.2600 0.2991 -0.1104 0.9316
3.2700 0.2601 -0.1077 0.9318
3.2800 0.2216 -0.1047 0.9321
3.2900 0.1835 -0.1013 0.9324
3.3000 0.1462 -0.0977 0.9328
3.3100 0.1097 -0.0936 0.9332
3.3200 0.0741 -0.0893 0.9337
3.3300 0.0397 -0.0847 0.9342
3.3400 0.0065 -0.0797 0.9348
3.3500 -0.0254 -0.0744 0.9355
3.3600 -0.0558 -0.0688 0.9362
3.3700 -0.0847 -0.0629 0.9369
3.3800 -0.1121 -0.0567 0.9377
3.3900 -0.1378 -0.0502 0.9385
3.4000 -0.1618 -0.0435 0.9393
3.4100 -0.1840 -0.0364 0.9402
3.4200 -0.2045 -0.0291 0.9411
3.4300 -0.2233 -0.0216 0.9420
3.4400 -0.2403 -0.0137 0.9429
3.4500 -0.2556 -0.0057 0.9439
3.4600 -0.2692 0.0026 0.9449
3.4700 -0.2810 0.0112 0.9459
3.4800 -0.2913 0.0199 0.9469
3.4900 -0.3000 0.0288 0.9479
3.5000 -0.3071 0.0380 0.9489
3.5100 -0.3128 0.0473 0.9500
3.5200 -0.3172 0.0568 0.9510
3.5300 -0.3202 0.0664 0.9520
3.5400 -0.3221 0.0762 0.9530
3.5500 -0.3228 0.0862 0.9541
3.5600 -0.3224 0.0962 0.9551
3.5700 -0.3211 0.1064 0.9561
3.5800 -0.3190 0.1167 0.9570
3.5900 -0.3161 0.1271 0.9580
3.6000 -0.3125 0.1375 0.9590
3.6100 -0.3083 0.1480 0.9599
