 t	 x	 y	 z
0.0000 -0.0000 0.0000 0.0000
0.0100 0.0043 0.0011 0.0010
0.0200 0.0144 0.0038 0.0036
0.0300 0.0287 0.0077 0.0073
0.0400 0.0463 0.0126 0.0121
0.0500 0.0666 0.0185 0.0178
0.0600 0.0890 0.0252 0.0242
0.0700 0.1131 0.0327 0.0314
0.0800 0.1386 0.0409 0.0393
0.0900 0.1650 0.0496 0.0477
0.1000 0.1921 0.0590 0.0567
0.1100 0.2197 0.0688 0.0662
0.1200 0.2474 0.0791 0.0762
0.1300 0.2751 0.0899 0.0865
0.1400 0.3025 0.1010 0.0973
0.1500 0.3295 0.1124 0.1084
0.1600 0.3559 0.1242 0.1199
0.1700 0.3816 0.1363 0.1316
0.1800 0.4065 0.1486 0.1436
0.1900 0.4304 0.1612 0.1558
0.2000 0.4533 0.1739 0.1682
0.2100 0.4751 0.1868 0.1808
0.2200 0.4957 0.1999 0.1936
0.2300 0.5152 0.2130 0.2065
0.2400 0.5334 0.2263 0.2195
0.2500 0.5504 0.2396 0.2326
0.2600 0.5662 0.2530 0.2458
0.2700 0.5808 0.2665 0.2590
0.2800 0.5942 0.2799 0.2723
0.2900 0.6064 0.2934 0.2856
0.3000 0.6176 0.3068 0.2989
0.3100 0.6276 0.3202 0.3121
0.3200 0.6367 0.3335 0.3254
0.3300 0.6447 0.3468 0.3386
0.3400 0.6519 0.3600 0.3517
0.3500 0.6582 0.3731 0.3647
0.3600 0.6638 0.3860 0.3777
0.3700 0.6686 0.3989 0.3905
0.3800 0.6728 0.4116 0.4032
0.3900 0.6764 0.4241 0.4158
0.4000 0.6795 0.4365 0.4283
0.4100 0.6821 0.4487 0.4405
0.4200 0.6842 0.4607 0.4526
0.4300 0.6861 0.4725 0.4645
0.4400 0.6876 0.4841 0.4762
0.4500 0.6888 0.4955 0.4877
0.4600 0.6898 0.5067 0.4990
0.4700 0.6906 0.5176 0.5100
0.4800 0.6912 0.5282 0.5208
0.4900 0.6917 0.5386 0.5314
0.5000 0.6921 0.5487 0.5416
0.5100 0.6924 0.5586 0.5516
0.5200 0.6926 0.5682 0.5613
0.5300 0.6928 0.5774 0.5708
0.5400 0.6929 0.5864 0.5799
0.5500 0.6930 0.5950 0.5887
0.5600 0.6930 0.6034 0.5972
0.5700 0.6930 0.6114 0.6054
0.5800 0.6931 0.6190 0.6132
0.5900 0.6931 0.6263 0.6207
0.6000 0.6931 0.6333 0.6279
0.6100 0.6931 0.6399 0.6347
0.6200 0.6931 0.6462 0.6411
0.6300 0.6931 0.6521 0.6472
0.6400 0.6931 0.6576 0.6530
0.6500 0.6931 0.6627 0.6583
0.6600 0.6931 0.6675 0.6633
0.6700 0.6931 0.6718 0.6679
0.6800 0.6931 0.6758 0.6722
0.6900 0.6931 0.6793 0.6760
0.7000 0.6931 0.6825 0.6795
0.7100 0.6930 0.6853 0.6825
0.7200 0.6930 0.6876 0.6852
0.7300 0.6930 0.6895 0.6875
0.7400 0.6930 0.6910 0.6894
0.7500 0.6930 0.6921 0.6909
0.7600 0.6930 0.6928 0.6920
0.7700 0.6930 0.6931 0.6928
0.7800 0.6930 0.6929 0.6931
0.7900 0.6930 0.6924 0.6930
0.8000 0.6930 0.6914 0.6925
0.8100 0.6930 0.6900 0.6917
0.8200 0.6930 0.6882 0.6904
0.8300 0.6930 0.6859 0.6888
0.8400 0.6930 0.6833 0.6868
0.8500 0.6929 0.6802 0.6843
0.8600 0.6929 0.6768 0.6815
0.8700 0.6929 0.6729 0.6784
0.8800 0.6929 0.6687 0.6748
0.8900 0.6929 0.6641 0.6709
0.9000 0.6929 0.6591 0.6665
0.9100 0.6929 0.6537 0.6619
0.9200 0.6928 0.6479 0.6568
0.9300 0.6928 0.6418 0.6514
0.9400 0.6928 0.6353 0.6457
0.9500 0.6928 0.6285 0.6396
0.9600 0.6927 0.6213 0.6331
0.9700 0.6927 0.6138 0.6264
0.9800 0.6926 0.6060 0.6193
0.9900 0.6926 0.5979 0.6119
1.0000 0.6925 0.5895 0.6041
1.0100 0.6924 0.5808 0.5961
1.0200 0.6923 0.5718 0.5877
1.0300 0.6921 0.5626 0.5791
1.0400 0.6919 0.5531 0.5702
1.0500 0.6917 0.5433 0.5610
1.0600 0.6914 0.5334 0.5516
1.0700 0.6910 0.5232 0.5419
1.0800 0.6906 0.5128 0.5320
1.0900 0.6900 0.5022 0.5219
1.1000 0.6894 0.4914 0.5115
1.1100 0.6886 0.4805 0.5010
1.1200 0.6877 0.4694 0.4902
1.1300 0.6866 0.4582 0.4793
1.1400 0.6853 0.4469 0.4682
1.1500 0.6838 0.4354 0.4569
1.1600 0.6820 0.4239 0.4456
1.1700 0.6800 0.4123 0.4341
1.1800 0.6776 0.4006 0.4224
1.1900 0.6748 0.3888 0.4107
1.2000 0.6717 0.3771 0.3989
1.2100 0.6682 0.3653 0.3871
1.2200 0.6642 0.3535 0.3752
1.2300 0.6598 0.3417 0.3632
1.2400 0.6548 0.3300 0.3513
1.2500 0.6493 0.3183 0.3394
1.2600 0.6432 0.3067 0.3274
1.2700 0.6366 0.2952 0.3156
1.2800 0.6293 0.2838 0.3037
1.2900 0.6215 0.2725 0.2920
1.3000 0.6131 0.2613 0.2804
1.3100 0.6041 0.2504 0.2688
1.3200 0.5945 0.2396 0.2575
1.3300 0.5843 0.2290 0.2463
1.3400 0.5736 0.2187 0.2353
1.3500 0.5624 0.2087 0.2245
1.3600 0.5507 0.1989 0.2139
1.3700 0.5387 0.1895 0.2036
1.3800 0.5264 0.1804 0.1937
1.3900 0.5138 0.1717 0.1840
1.4000 0.5010 0.1633 0.1747
1.4100 0.4882 0.1555 0.1658
1.4200 0.4754 0.1481 0.1573
1.4300 0.4628 0.1412 0.1493
1.4400 0.4505 0.1348 0.1418
1.4500 0.4385 0.1291 0.1348
1.4600 0.4271 0.1239 0.1284
1.4700 0.4162 0.1193 0.1225
1.4800 0.4062 0.1155 0.1173
1.4900 0.3970 0.1123 0.1127
1.5000 0.3887 0.1099 0.1089
1.5100 0.3816 0.1082 0.1058
1.5200 0.3756 0.1073 0.1034
1.5300 0.3709 0.1071 0.1018
1.5400 0.3675 0.1077 0.1009
1.5500 0.3654 0.1091 0.1009
1.5600 0.3646 0.1113 0.1016
1.5700 0.3652 0.1142 0.1031
1.5800 0.3671 0.1179 0.1054
1.5900 0.3702 0.1222 0.1085
1.6000 0.3746 0.1273 0.1122
1.6100 0.3801 0.1330 0.1167
1.6200 0.3866 0.1394 0.1218
1.6300 0.3941 0.1464 0.1276
1.6400 0.4024 0.1539 0.1340
1.6500 0.4113 0.1620 0.1409
1.6600 0.4209 0.1705 0.1484
1.6700 0.4310 0.1796 0.1564
1.6800 0.4414 0.1890 0.1648
1.6900 0.4520 0.1989 0.1737
1.7000 0.4628 0.2091 0.1830
1.7100 0.4737 0.2197 0.1926
1.7200 0.4845 0.2305 0.2026
1.7300 0.4952 0.2416 0.2128
1.7400 0.5056 0.2530 0.2234
1.7500 0.5159 0.2646 0.2342
1.7600 0.5258 0.2764 0.2452
1.7700 0.5353 0.2883 0.2564
1.7800 0.5444 0.3004 0.2678
1.7900 0.5531 0.3126 0.2793
1.8000 0.5614 0.3248 0.2909
1.8100 0.5692 0.3371 0.3027
1.8200 0.5765 0.3495 0.3145
1.8300 0.5833 0.3618 0.3264
1.8400 0.5896 0.3742 0.3383
1.8500 0.5955 0.3865 0.3502
1.8600 0.6009 0.3988 0.3622
