t,a,b,c,d,e,f,g,h,i,l,m,n,o,p,q,r
0.01,0.08372504430960005,0.08268935152584533,0.05242200738137177,0.06236243707099601,0.08200157731544472,0.03844971891495922,0.06412006753580923,0.07160507412794029,0.0537072922907691,0.06661444582854575,0.1010220959307779,0.0541411264539823,0.05357339309680229,0.059165381101869134,0.04553556664256312,0.02886542047272371
0.011,0.08487097197509677,0.08309966683664448,0.05309059300373469,0.06247446617105606,0.08231830569852983,0.03854702864975943,0.06407733344490378,0.07085356195329193,0.05440423864972245,0.0665431902327503,0.1006943844806608,0.05366126855060235,0.053463006250026694,0.0584972933700886,0.04504965095639639,0.028355039776735494
0.012,0.08602459025955811,0.08350825735053102,0.053756576258584404,0.06257968645650941,0.08263281290677342,0.038639938702521213,0.06402899420595554,0.07010853045913937,0.055096555557102765,0.0664677247199555,0.10036430654022906,0.05318479852564383,0.05334984092334823,0.05783543722355331,0.04456802113533527,0.027853928775259686
0.013000000000000001,0.08718582926350277,0.08391505414760343,0.05441987935775443,0.06267820524577998,0.08294505871867754,0.03872851410460177,0.06397515592596269,0.06936996412379141,0.0557841994998697,0.06638812002846003,0.10003192218682627,0.052711722833982344,0.053233969705168215,0.05717979580507717,0.04409067417388545,0.027361934879056884
0.014,0.08835461770632025,0.08431998979383824,0.05508042622691985,0.06277012929142549,0.08325500412217911,0.038812819329301786,0.06391592387012537,0.06863784667128872,0.056467128264592485,0.06630444644125688,0.09969729090199383,0.05224204714674899,0.05311546470456535,0.05653035145132974,0.04361760638133969,0.0268789076967742
0.015,0.08953088296019604,0.08472299832956516,0.055738142490422214,0.0628555647689436,0.08356261130097818,0.03889291829126925,0.06385140245923682,0.06791216108999636,0.057145300926523576,0.06621677377926717,0.09936047157297884,0.051775776368820435,0.05299439754274885,0.05588708571459451,0.043148813395660686,0.026404699008798202
0.016,0.09071455108382212,0.0851240152578256,0.056392955456054834,0.0629346172659086,0.08386784362086962,0.03896887434605773,0.06378169526722456,0.06719288965092679,0.057818677838585596,0.0661251713948471,0.09902152249432629,0.0513129146560356,0.05287083934477295,0.05524997938417668,0.04268429019720664,0.025939162741359153
0.017,0.09190554685588907,0.08552297753262032,0.05704479409981178,0.063007391771434,0.08417066561608112,0.03904075028983473,0.06370690501883972,0.0664800139257962,0.05848722062027573,0.06602970816556306,0.0986805013695531,0.05085346543214226,0.05274486073150959,0.05461901250746441,0.04222403112230071,0.025482154940884308
0.018000000000000002,0.0931037938083558,0.08591982354705077,0.05769358905060387,0.06307399266595638,0.08447104297562001,0.03910860835923619,0.06362713358749268,0.06577351480481705,0.05915089214649151,0.06593045248822978,0.09833746531290136,0.050397431405477276,0.05261653181187581,0.05399416441064809,0.041768029876645456,0.02503353374859797
0.019,0.09430921425949398,0.08631449312135996,0.05833927257494517,0.0631345237113363,0.0847689425296319,0.03917251023136338,0.06354248199323363,0.06507337251423018,0.05980965653628214,0.0658274722732067,0.09799247085116856,0.04994481458538391,0.052485922175312935,0.0533754137191016,0.04131627954858338,0.02459315937536621
0.02,0.09552172934670318,0.08670692749087722,0.05898177856161272,0.06318908804127117,0.08506433223577321,0.03923251702391797,0.06345305040087568,0.06437956663357843,0.06046347914152902,0.06572083493894769,0.09764557392561231,0.04949561629836932,0.05235310088451379,0.05276273837742967,0.040868772622204626,0.024160894076783918
0.021,0.09674125905909355,0.08709706929387202,0.05962104250628326,0.06323778815201651,0.0853571811656006,0.039288689295471774,0.06335893811825946,0.06369207611272552,0.06111232653555934,0.06561060740679897,0.0972968298939273,0.049049837204006054,0.05221813646839522,0.052156115669185384,0.04042550099030303,0.023736602128502097
0.022,0.09796772226983301,0.08748486255932178,0.06025700149614955,0.06328072589341026,0.08564745949097945,0.03934108704586717,0.06326024359465712,0.06301087928862233,0.06175616650169658,0.06549685609604107,0.09694629353229209,0.0486074773105804,0.052081096915312416,0.05155552223626197,0.03998645596718139,0.023320149801793307
0.023,0.09920103676825577,0.08787025269459842,0.06088959419451982,0.06331800246019677,0.08593513847051416,0.039389769716744835,0.06315706441931414,0.06233595390182368,0.06239496802175176,0.06537964691916973,0.09659401903748399,0.04816853599049144,0.0519420496665121,0.05096093409796291,0.039551628301307394,0.022911405339353187
0.024,0.10044111929172884,0.08825318647307777,0.06151876082540277,0.06334971838364531,0.08622019043600211,0.039434796192194775,0.06304949732012707,0.06166727711275807,0.06302870126445853,0.06525904527741103,0.0962400600290589,0.04773301199540332,0.051801061609821085,0.05037232666975394,0.03912100818782077,0.022510238931335802
0.025,0.10168788555727422,0.08863361202167727,0.06214444315808175,0.06337597352345933,0.08650258877891431,0.03947622479952753,0.0629376381624561,0.06100482551775348,0.06365733757385646,0.06513511605646664,0.09588446955159505,0.04730090347115472,0.05165819907356753,0.04978967478170147,0.03869458528089317,0.022116522691621076
0.026000000000000002,0.10294125029294346,0.08901147880832574,0.0627665844916804,0.06339686705997216,0.0867823079369043,0.03951411331016179,0.06282158194806992,0.06034857516482144,0.06428084945762519,0.06500792362248424,0.09552730007699772,0.04687220797242803,0.05151352782073134,0.04921295269660073,0.03827234870594152,0.021730130634312023
0.027,0.1042011272689422,0.08938673762936986,0.06338512963972308,0.06341249748662481,0.08705932338034811,0.03954851894062511,0.06270142281422207,0.05969850156920235,0.06489921057537373,0.06487753181824889,0.09516860350686329,0.046446922477181816,0.051367113043320936,0.04864213412779779,0.037854287071696,0.021350938650459974
0.028,0.10546742932850182,0.08975934059692171,0.06400002491469245,0.0634229626027219,0.08733361159891691,0.039579498353664366,0.06257725403285652,0.059054579728674506,0.06551239572688758,0.06474400395959075,0.09480843117490038,0.04602504340084938,0.05121901935697318,0.04807719225670915,0.037440388482123686,0.02097882448501573
0.029,0.10674006841849598,0.09012924112615157,0.06461121811258738,0.06342835950646152,0.087605150088185,0.03960710765946267,0.06244916800994122,0.05841678413862943,0.06612038084033742,0.06460740283200532,0.09444683384940623,0.04560656661030663,0.05106931079577341,0.04751809975004266,0.03703064054820878,0.02061366771400477
0.03,0.10801895561979942,0.09049639392252995,0.06521865849748353,0.06342878458823499,0.08787391733627478,0.039631402416959456,0.06231725628492773,0.05778508880691621,0.06672314296045256,0.06446779068748124,0.09408386173579648,0.04519148743761223,0.05091805080729268,0.04696482877672351,0.03662503039959057,0.02025534972192463
0.031,0.10930400117738681,0.09086075496902325,0.06582229678609944,0.0634243335241924,0.08813989281054098,0.039652437635270765,0.06218160953033561,0.057159467268457276,0.06732066023666229,0.06432522924153197,0.09371956447918606,0.04477980069352286,0.050765302247839,0.046417351024529,0.03622354469605994,0.019903753679362434
0.032,0.11059511453016933,0.09122228151324675,0.06642208513237066,0.06341510127007005,0.08840305694429593,0.039670267775206214,0.06204231755145962,0.05653989259963796,0.06791291191120827,0.06417977967042696,0.09335399116701953,0.044371500680786796,0.050611127377919805,0.045875637716435574,0.03582616963891558,0.019558764520830878
0.033,0.1118922043405672,0.09158093205457893,0.06701797711203455,0.06340118205527595,0.08866339112357821,0.03968494675088016,0.06189946928619853,0.05592633743247277,0.06849987830723127,0.06403150260861827,0.0929871903317495,0.043966581207218546,0.05045558785791262,0.04533965962668201,0.03543289098218088,0.019220268922820753
