i,j,a,b,c,d,e
5.0,7.0,0.0,0.0013115507835721742,0.0026251530478636443,0.12830885350725849,0.00019227027911330555
6.0,7.0,0.0,2.310628140737364e-05,2.9172087834328398e-05,0.00851607934053545,7.907410753413578e-07
7.0,7.0,0.0,0.00437498869355891,0.0021771028562912694,0.12557429707427034,0.00019977580589427505
8.0,7.0,0.0,0.0,0.0,0.0,0.0
9.0,7.0,0.0,0.0,0.0,0.0,0.0
10.0,7.0,0.0,0.0,0.0,0.0,0.0
11.0,7.0,0.0,0.0,0.0,0.0,0.0
12.0,7.0,0.0,0.0,0.0,0.0,0.0
13.0,7.0,0.0,0.0,0.0,0.0,0.0
14.0,7.0,0.0,0.0,0.0,0.0,0.0
15.0,7.0,0.0,0.0,0.0,0.0,0.0
0.0,8.0,0.0,0.0,0.0,0.0,0.0
1.0,8.0,0.0,0.0,0.0,0.0,0.0
2.0,8.0,0.0,0.0,0.0,0.0,0.0
3.0,8.0,0.0,0.0,0.0,0.0,0.0
4.0,8.0,0.0,0.0,0.0,0.0,0.0
5.0,8.0,0.0,0.0,0.0,0.0,0.0
6.0,8.0,0.0,0.0,0.0,0.0,0.0
7.0,8.0,0.0,0.0,0.0,0.0,0.0
8.0,8.0,0.12499999999999992,0.23232148873360242,0.17290868973054266,0.0003415384709403651,0.0738473429141401
9.0,8.0,0.12499999999999992,0.001681935305187124,0.001190621699011888,-2.7454229648216593e-05,9.484794810214915e-05
10.0,8.0,0.12499999999999992,-0.0007385420505918667,-0.0010357389121793572,0.0003538669911608683,-0.0016478706084395937
11.0,8.0,0.12499999999999992,0.01104620726141394,0.0016896673865668863,-5.236430396216119e-06,0.0009160829536966283
12.0,8.0,0.12499999999999992,0.0017229791695596436,0.0019103692386847726,-1.9517037947886227e-06,-0.00025001360847584956
13.0,8.0,0.12499999999999992,0.0008098334410319452,-0.0006167941537074424,-0.000792195274347843,-0.0008602600603987593
14.0,8.0,0.12499999999999992,0.003993763241085149,-0.0009008512864995067,-0.00016432444345183407,0.0007350549418976941
15.0,8.0,0.12499999999999992,-0.0001937475858412954,6.584861012300454e-06,-0.0009446316634514509,-0.00020559700279001387
0.0,9.0,0.0,0.0,0.0,0.0,0.0
1.0,9.0,0.0,0.0,0.0,0.0,0.0
2.0,9.0,0.0,0.0,0.0,0.0,0.0
3.0,9.0,0.0,0.0,0.0,0.0,0.0
4.0,9.0,0.0,0.0,0.0,0.0,0.0
5.0,9.0,0.0,0.0,0.0,0.0,0.0
6.0,9.0,0.0,0.0,0.0,0.0,0.0
7.0,9.0,0.0,0.0,0.0,0.0,0.0
8.0,9.0,0.12499999999999992,0.0016819353051871252,0.001190621699011886,-2.74542296482169e-05,9.484794810214869e-05
9.0,9.0,0.12499999999999992,0.006030351829822981,0.0010307201275171968,0.0160850257681163,0.00814330999010994
10.0,9.0,0.12499999999999992,0.006101808359123274,0.00015512450031573304,0.0032793499588595256,0.0016066375366978285
11.0,9.0,0.12499999999999992,0.0006767592840822602,0.0007806145286496637,0.010749388830853475,0.001354081777424893
12.0,9.0,0.12499999999999992,0.004183504416980267,-0.00045183463044228363,-0.007131250148826466,-0.0023592358073305955
13.0,9.0,0.12499999999999992,-0.0010074910958769818,-0.0003950542782926707,0.0003569068410310794,0.00024003746676170228
14.0,9.0,0.12499999999999992,0.00022168314759724744,-0.00021962523685467337,0.003173950501955161,0.00031351373066597143
15.0,9.0,0.12499999999999992,0.00014024899052683388,-3.634634259726876e-07,-0.004483995440820691,0.00012562486900216037
0.0,10.0,0.0,0.0,0.0,0.0,0.0
1.0,10.0,0.0,0.0,0.0,0.0,0.0
2.0,10.0,0.0,0.0,0.0,0.0,0.0
3.0,10.0,0.0,0.0,0.0,0.0,0.0
4.0,10.0,0.0,0.0,0.0,0.0,0.0
5.0,10.0,0.0,0.0,0.0,0.0,0.0
6.0,10.0,0.0,0.0,0.0,0.0,0.0
7.0,10.0,0.0,0.0,0.0,0.0,0.0
8.0,10.0,0.12499999999999992,-0.0007385420505918658,-0.0010357389121793566,0.0003538669911608689,-0.0016478706084395967
9.0,10.0,0.12499999999999992,0.006101808359123271,0.00015512450031573285,0.0032793499588595243,0.00160663753669783
10.0,10.0,0.12499999999999992,0.009415175105578053,0.0007302435585963795,0.02042205787667562,0.020418481265993358
11.0,10.0,0.12499999999999992,1.1680408057460453e-05,3.108244425262582e-05,0.0007925835173964789,2.888638185574272e-06
12.0,10.0,0.12499999999999992,0.006721861356646035,6.231286957636291e-05,0.0019165389993961617,0.0022560733359224265
13.0,10.0,0.12499999999999992,7.059095206817746e-05,-0.00016870348973128848,0.0061304270320297225,0.0019370833322829844
14.0,10.0,0.12499999999999992,-0.00031552663029724056,-0.0007285847625480386,-0.0008532997874072642,-5.858178318909745e-05
15.0,10.0,0.12499999999999992,0.00040575455821103586,0.00016164109170948847,0.010452230015286092,0.0005600135370700657
0.0,11.0,0.0,0.0,0.0,0.0,0.0
1.0,11.0,0.0,0.0,0.0,0.0,0.0
2.0,11.0,0.0,0.0,0.0,0.0,0.0
3.0,11.0,0.0,0.0,0.0,0.0,0.0
4.0,11.0,0.0,0.0,0.0,0.0,0.0
5.0,11.0,0.0,0.0,0.0,0.0,0.0
6.0,11.0,0.0,0.0,0.0,0.0,0.0
7.0,11.0,0.0,0.0,0.0,0.0,0.0
8.0,11.0,0.12499999999999992,0.011046207261413955,0.0016896673865668865,-5.236430396216203e-06,0.000916082953696628
9.0,11.0,0.12499999999999992,0.0006767592840822599,0.0007806145286496637,0.010749388830853471,0.0013540817774248962
10.0,11.0,0.12499999999999992,1.168040805746074e-05,3.1082444252625496e-05,0.0007925835173964746,2.8886381855744307e-06
