t,a,b,c,d
0.0,1.0,1.0,1.0,0.0
0.001,0.9979947104039238,0.9999858319884414,0.999987311417619,0.03697595142724476
0.002,0.9961747058303693,0.9999502605598696,0.9999543169742066,0.08648820363480804
0.003,0.9942571300970744,0.999885254114125,0.9998945427316193,0.10033079865499167
0.004,0.9928101658640677,0.9998253384142981,0.9998343145323052,0.15143917351338854
0.005,0.9911753962143476,0.9997372878230568,0.999748629582726,0.17881934994106258
0.006,0.9900110333574685,0.999670260916607,0.9996755014252833,0.22733860420082494
0.007,0.9851169028051949,0.9992397127139706,0.9993175379550792,0.10099112165638588
0.008,0.985004138589401,0.9992502607515521,0.999288898753001,0.16733015751720234
0.009000000000000001,0.9846807030661822,0.9992345170564162,0.9992415629232516,0.22455178261650283
0.01,0.9811767395049463,0.9988294223273819,0.9988883774539915,0.18144182710159662
0.011,0.9819080569292782,0.998949242587487,0.9989382920941955,0.25480391993895657
0.012,0.9817129429409067,0.9989417243196073,0.9988939253322249,0.30349809608687234
0.013000000000000001,0.9790013037905834,0.9985942719120905,0.9985717407197816,0.28786818230632333
0.014,0.9823353677779777,0.9990764448662588,0.9989304476870874,0.4099428035082574
0.015,0.9821632295458315,0.999066280680354,0.9988960691590637,0.454414179308965
0.016,0.9819776275456243,0.9990536819531226,0.9988624909307192,0.4958548683961675
0.017,0.9806932520936116,0.998906488400546,0.9987068531773596,0.5114663323945758
0.018000000000000002,0.9779064790415574,0.9985481709347033,0.9983577337912107,0.4974115471817153
0.019,0.9669978099367559,0.9968221266231795,0.9968158108381778,0.3558596799937558
0.02,0.9639701590323042,0.9962027749014016,0.9962501360996137,0.3437249218501057
0.021,0.9638583394133481,0.9961794657613811,0.9961708500484142,0.3678179385713348
0.022,0.951215268182872,0.9932429194901253,0.9937158226314878,0.24939750912680905
0.023,0.9290389774638842,0.9866142775941681,0.9885307610270267,0.07352321226319444
0.024,0.8897897812085828,0.9710222700982778,0.9771839593524868,-0.1552322245476565
0.025,0.9177362306206398,0.9838857534791393,0.9859576311417793,-0.010175399942388866
0.026000000000000002,0.9030610544481983,0.9781231207504467,0.9815814081715004,-0.08351153046078466
0.027,0.9053930512733753,0.9790585135703898,0.9820862867012221,-0.05919582781662062
0.028,0.9193650701730588,0.9846835156598711,0.9860465112359771,0.03134760820786899
0.029,0.9062244077155374,0.9796853352865867,0.9821294569544394,-0.03485211007076305
0.03,0.9092522653842285,0.9808757433757348,0.9828432253360242,-0.005855198049580834
0.031,0.9095228455164969,0.9809430262302165,0.9827283038579147,0.008381079701107366
0.032,0.8805760343803891,0.9686549160613975,0.9734427217769676,-0.12985258941853695
0.033,0.8684646984386162,0.9625753218427942,0.9689015753431114,-0.16880494676480545
0.034,0.8598213032345349,0.95793109753552,0.9654098370405418,-0.191146355332121
0.035,0.8406603465952934,0.9470949817006351,0.9576499931124843,-0.24557286412251855
0.036000000000000004,0.8070092600238106,0.9261175977557682,0.9431626267669974,-0.32960067690600414
0.037,0.8189661047478877,0.9341047845575805,0.9481757328832324,-0.2961781125275192
0.038,0.8140638441583333,0.9308348632168036,0.9456774399253761,-0.3016095686154173
0.039,0.7732451097011858,0.902748515118927,0.926659594608557,-0.38547153776525994
0.04,0.7045140284574792,0.8486518326234238,0.8913078417037276,-0.49086628716138975
0.041,0.6912252597252349,0.836760283412846,0.8833952412735497,-0.5022951846052092
0.042,0.6823984239732402,0.8286383073001437,0.877869358069672,-0.508131884542393
0.043000000000000003,0.6509935791450566,0.799189963703221,0.8589457729892419,-0.5364592642426332
0.044,0.6191001877724106,0.7675983116060208,0.8387993796510343,-0.5611558760435089
0.045,0.567442428872194,0.7134751381565573,0.8047935253675906,-0.596951070434166
0.046,0.6080776509471266,0.7575992795505176,0.8315669520553,-0.5667223577306311
0.047,0.5820961705129633,0.7302779639157991,0.8141431841267199,-0.5828740343832948
0.048,0.5948321888092711,0.7438852276000122,0.8220813070522153,-0.5710333137305293
0.049,0.5874531727078645,0.7360068452227839,0.8166980149906098,-0.5733359418818509
0.05,0.6139441808167111,0.7640051787544307,0.833596773342195,-0.5509882244950075
0.051000000000000004,0.5981193341398607,0.7476462082407515,0.822889835136293,-0.5602089033540338
0.052000000000000005,0.6174604715555669,0.7677895666672421,0.8349420965587223,-0.5423688203696347
0.053,0.6375697317691967,0.7880988096015744,0.847163491074161,-0.52244727998331
0.054,0.6752295505413297,0.824568182644822,0.8696878971771521,-0.48405028081366314
0.055,0.5886587851398993,0.7421910884527354,0.8169800226575678,-0.5637602870240805
0.056,0.590560352627538,0.7441865666967837,0.8176806998350284,-0.5593940307469352
0.057,0.5874952700076572,0.7409839195201148,0.8151256866797921,-0.558593736850969
0.058,0.6129399777883464,0.7674787658222285,0.8311694437406941,-0.5367604302179703
0.059000000000000004,0.43674780435503824,0.5789435735978647,0.7128342403916046,-0.6523894871102741
0.06,0.4626435580056796,0.6109878849229363,0.7319276150117772,-0.6393840373502043
0.061,0.42836401916933975,0.5691385923659749,0.7054926257170092,-0.6513647226393202
0.062,0.4534907546533776,0.6004751387869625,0.7241563993036877,-0.6387986425286307
0.063,0.356088715829071,0.4785975255443621,0.6483241100922463,-0.6751254430633123
0.064,0.3890642145548163,0.522690512520346,0.6748046404555255,-0.6616536616900632
0.065,0.40027859363698687,0.5372823828912578,0.68310643775401,-0.6552226352958197
0.066,0.40646157345685063,0.5452659585068933,0.6873346354270407,-0.6505096678725337
0.067,0.4062346116464969,0.5450425451897549,0.6864913267091746,-0.6481633211154008
0.068,0.28519491549843434,0.38616783258853643,0.587529661162782,-0.688718072644951
0.069,0.3234313997851907,0.44046989889848287,0.6204070536770344,-0.6749663811184744
0.07,0.24052451217536502,0.3240850700648424,0.5475298458277807,-0.697838322780132
0.07100000000000001,0.17556627180387266,0.2263224508553277,0.4856714183010605,-0.7135459533385691
0.07200000000000001,0.15718852101423042,0.19752058238764703,0.4666717277253068,-0.7162397748901548
0.073,0.24812427049162014,0.339709382426045,0.5552852070355341,-0.6891302183547845
0.074,0.17565862588931086,0.231565486182207,0.4870740671931645,-0.7070768815585358
0.075,0.27783346492829303,0.3882743952180667,0.5841340903490532,-0.6768379375579732
0.076,0.34183300170781894,0.4781462720342506,0.6387881959551944,-0.6556765223688553
0.077,0.2590710250782867,0.3657796039750863,0.5686520922780085,-0.6786167029670844
0.078,0.24096053875943274,0.33971108076456213,0.551641031266351,-0.681357513952686
0.079,0.2198819161905295,0.3088380735560545,0.5315818110369126,-0.6848922884073563
0.08,0.20514779087651305,0.28697329230751484,0.5170476019279949,-0.6866539380029536
0.081,0.34757289178113615,0.4955826490473558,0.6457010379704651,-0.6440486284258189
0.082,0.4454110078480583,0.6197040114369007,0.7213512432295475,-0.609361461335682
