 t	 x	 y	 z	 w
0.0000 -0.0000 0.0000 -0.0000 -0.0000
0.0100 0.0212 0.0029 0.0022 0.0017
0.0200 0.0670 0.0098 0.0074 0.0059
0.0300 0.1264 0.0198 0.0149 0.0120
0.0400 0.1929 0.0321 0.0243 0.0195
0.0500 0.2620 0.0465 0.0353 0.0284
0.0600 0.3300 0.0626 0.0476 0.0383
0.0700 0.3943 0.0801 0.0610 0.0490
0.0800 0.4529 0.0987 0.0753 0.0604
0.0900 0.5047 0.1183 0.0904 0.0724
0.1000 0.5492 0.1387 0.1061 0.0848
0.1100 0.5862 0.1597 0.1222 0.0975
0.1200 0.6160 0.1811 0.1387 0.1103
0.1300 0.6394 0.2029 0.1554 0.1232
0.1400 0.6571 0.2248 0.1722 0.1361
0.1500 0.6700 0.2467 0.1890 0.1488
0.1600 0.6790 0.2686 0.2058 0.1613
0.1700 0.6851 0.2904 0.2224 0.1736
0.1800 0.6889 0.3119 0.2388 0.1855
0.1900 0.6911 0.3331 0.2549 0.1969
0.2000 0.6923 0.3539 0.2707 0.2079
0.2100 0.6927 0.3742 0.2861 0.2184
0.2200 0.6927 0.3940 0.3010 0.2283
0.2300 0.6925 0.4133 0.3155 0.2376
0.2400 0.6921 0.4319 0.3295 0.2463
0.2500 0.6918 0.4500 0.3429 0.2543
0.2600 0.6914 0.4673 0.3558 0.2616
0.2700 0.6911 0.4840 0.3681 0.2682
0.2800 0.6909 0.4999 0.3797 0.2741
0.2900 0.6907 0.5151 0.3908 0.2792
0.3000 0.6905 0.5296 0.4012 0.2837
0.3100 0.6903 0.5433 0.4110 0.2874
0.3200 0.6902 0.5563 0.4201 0.2904
0.3300 0.6900 0.5686 0.4287 0.2927
0.3400 0.6899 0.5801 0.4366 0.2943
0.3500 0.6898 0.5908 0.4439 0.2952
0.3600 0.6897 0.6009 0.4505 0.2954
0.3700 0.6896 0.6103 0.4566 0.2950
0.3800 0.6895 0.6189 0.4621 0.2939
0.3900 0.6895 0.6269 0.4670 0.2922
0.4000 0.6894 0.6343 0.4714 0.2899
0.4100 0.6893 0.6410 0.4752 0.2870
0.4200 0.6892 0.6472 0.4786 0.2835
0.4300 0.6892 0.6528 0.4814 0.2796
0.4400 0.6891 0.6578 0.4838 0.2751
0.4500 0.6890 0.6624 0.4857 0.2701
0.4600 0.6890 0.6664 0.4871 0.2648
0.4700 0.6890 0.6701 0.4881 0.2590
0.4800 0.6889 0.6733 0.4887 0.2528
0.4900 0.6889 0.6762 0.4890 0.2464
0.5000 0.6889 0.6787 0.4888 0.2397
0.5100 0.6889 0.6809 0.4882 0.2327
0.5200 0.6889 0.6828 0.4874 0.2255
0.5300 0.6889 0.6844 0.4861 0.2182
0.5400 0.6889 0.6858 0.4846 0.2108
0.5500 0.6889 0.6870 0.4827 0.2033
0.5600 0.6890 0.6881 0.4805 0.1958
0.5700 0.6890 0.6890 0.4780 0.1883
0.5800 0.6891 0.6897 0.4752 0.1808
0.5900 0.6891 0.6903 0.4722 0.1734
0.6000 0.6892 0.6908 0.4689 0.1661
0.6100 0.6892 0.6912 0.4653 0.1589
0.6200 0.6893 0.6916 0.4615 0.1519
0.6300 0.6894 0.6919 0.4575 0.1450
0.6400 0.6895 0.6921 0.4533 0.1383
0.6500 0.6896 0.6923 0.4489 0.1318
0.6600 0.6897 0.6925 0.4443 0.1256
0.6700 0.6898 0.6926 0.4395 0.1195
0.6800 0.6899 0.6927 0.4346 0.1136
0.6900 0.6900 0.6928 0.4295 0.1080
0.7000 0.6901 0.6928 0.4243 0.1027
0.7100 0.6902 0.6929 0.4190 0.0975
0.7200 0.6903 0.6929 0.4135 0.0926
0.7300 0.6904 0.6929 0.4080 0.0879
0.7400 0.6905 0.6929 0.4023 0.0834
0.7500 0.6906 0.6929 0.3965 0.0791
0.7600 0.6907 0.6929 0.3906 0.0750
0.7700 0.6908 0.6929 0.3846 0.0710
0.7800 0.6909 0.6929 0.3784 0.0672
0.7900 0.6910 0.6929 0.3721 0.0636
0.8000 0.6911 0.6928 0.3656 0.0601
0.8100 0.6911 0.6928 0.3590 0.0567
0.8200 0.6912 0.6927 0.3523 0.0535
0.8300 0.6913 0.6926 0.3453 0.0504
0.8400 0.6914 0.6925 0.3382 0.0475
0.8500 0.6914 0.6924 0.3308 0.0447
