 t	 x	 y	 z	 w
0.0000 1.0000 1.0000 1.0000 1.0000
0.0100 0.9972 0.9998 0.9999 1.0000
0.0200 0.9888 0.9992 0.9996 0.9998
0.0300 0.9749 0.9981 0.9992 0.9996
0.0400 0.9557 0.9967 0.9986 0.9993
0.0500 0.9317 0.9948 0.9978 0.9988
0.0600 0.9031 0.9925 0.9968 0.9983
0.0700 0.8703 0.9899 0.9956 0.9978
0.0800 0.8339 0.9868 0.9943 0.9971
0.0900 0.7944 0.9834 0.9929 0.9964
0.1000 0.7524 0.9795 0.9913 0.9955
0.1100 0.7084 0.9753 0.9895 0.9947
0.1200 0.6630 0.9708 0.9876 0.9937
0.1300 0.6169 0.9659 0.9855 0.9928
0.1400 0.5705 0.9607 0.9834 0.9917
0.1500 0.5243 0.9551 0.9811 0.9906
0.1600 0.4789 0.9493 0.9787 0.9895
0.1700 0.4347 0.9431 0.9762 0.9884
0.1800 0.3921 0.9367 0.9736 0.9873
0.1900 0.3514 0.9300 0.9710 0.9861
0.2000 0.3128 0.9230 0.9682 0.9849
0.2100 0.2766 0.9158 0.9654 0.9837
0.2200 0.2429 0.9084 0.9626 0.9826
0.2300 0.2118 0.9008 0.9597 0.9814
0.2400 0.1834 0.8930 0.9568 0.9803
0.2500 0.1577 0.8850 0.9538 0.9792
0.2600 0.1345 0.8768 0.9508 0.9781
0.2700 0.1138 0.8685 0.9479 0.9771
0.2800 0.0955 0.8601 0.9449 0.9761
0.2900 0.0795 0.8516 0.9419 0.9752
0.3000 0.0655 0.8429 0.9390 0.9743
0.3100 0.0535 0.8342 0.9361 0.9735
0.3200 0.0432 0.8254 0.9332 0.9727
0.3300 0.0344 0.8166 0.9304 0.9720
0.3400 0.0270 0.8077 0.9276 0.9713
0.3500 0.0209 0.7988 0.9249 0.9708
0.3600 0.0157 0.7898 0.9222 0.9703
0.3700 0.0115 0.7809 0.9197 0.9698
0.3800 0.0080 0.7720 0.9172 0.9695
0.3900 0.0052 0.7632 0.9148 0.9692
0.4000 0.0028 0.7544 0.9124 0.9689
0.4100 0.0009 0.7456 0.9102 0.9688
0.4200 -0.0007 0.7369 0.9081 0.9687
0.4300 -0.0020 0.7283 0.9060 0.9687
0.4400 -0.0031 0.7198 0.9040 0.9687
0.4500 -0.0041 0.7113 0.9022 0.9688
0.4600 -0.0049 0.7030 0.9004 0.9689
0.4700 -0.0057 0.6948 0.8988 0.9691
0.4800 -0.0064 0.6868 0.8972 0.9694
0.4900 -0.0070 0.6788 0.8958 0.9697
0.5000 -0.0077 0.6710 0.8944 0.9700
0.5100 -0.0083 0.6634 0.8931 0.9704
0.5200 -0.0089 0.6559 0.8919 0.9708
0.5300 -0.0096 0.6486 0.8908 0.9713
0.5400 -0.0102 0.6414 0.8898 0.9718
0.5500 -0.0108 0.6343 0.8889 0.9723
0.5600 -0.0115 0.6274 0.8880 0.9728
0.5700 -0.0122 0.6207 0.8872 0.9733
0.5800 -0.0129 0.6142 0.8865 0.9738
0.5900 -0.0135 0.6077 0.8859 0.9744
0.6000 -0.0142 0.6015 0.8853 0.9749
0.6100 -0.0149 0.5953 0.8847 0.9755
0.6200 -0.0157 0.5894 0.8842 0.9760
0.6300 -0.0164 0.5835 0.8838 0.9766
0.6400 -0.0171 0.5778 0.8834 0.9771
0.6500 -0.0179 0.5722 0.8830 0.9777
0.6600 -0.0186 0.5666 0.8826 0.9782
0.6700 -0.0194 0.5612 0.8823 0.9787
0.6800 -0.0201 0.5559 0.8820 0.9792
0.6900 -0.0209 0.5506 0.8816 0.9797
0.7000 -0.0216 0.5455 0.8813 0.9802
0.7100 -0.0224 0.5403 0.8810 0.9807
0.7200 -0.0232 0.5352 0.8807 0.9811
0.7300 -0.0239 0.5302 0.8804 0.9816
0.7400 -0.0247 0.5251 0.8800 0.9820
0.7500 -0.0255 0.5201 0.8797 0.9825
0.7600 -0.0262 0.5150 0.8793 0.9829
0.7700 -0.0270 0.5099 0.8789 0.9833
0.7800 -0.0278 0.5048 0.8785 0.9837
0.7900 -0.0285 0.4997 0.8781 0.9842
0.8000 -0.0293 0.4945 0.8776 0.9846
0.8100 -0.0300 0.4892 0.8771 0.9850
0.8200 -0.0307 0.4838 0.8766 0.9854
0.8300 -0.0315 0.4784 0.8761 0.9858
0.8400 -0.0322 0.4729 0.8755 0.9863
0.8500 -0.0329 0.4672 0.8749 0.9867
0.8600 -0.0337 0.4615 0.8743 0.9871
0.8700 -0.0344 0.4556 0.8737 0.9876
0.8800 -0.0351 0.4496 0.8731 0.9880
0.8900 -0.0358 0.4434 0.8724 0.9885
0.9000 -0.0365 0.4372 0.8718 0.9890
