 t	 x	 y	 z
1.4700 0.1822 -0.2579 -0.1770
1.4800 0.1740 -0.2517 -0.1927
1.4900 0.1651 -0.2452 -0.2076
1.5000 0.1554 -0.2383 -0.2217
1.5100 0.1450 -0.2311 -0.2349
1.5200 0.1341 -0.2237 -0.2472
1.5300 0.1225 -0.2160 -0.2586
1.5400 0.1104 -0.2081 -0.2691
1.5500 0.0978 -0.2000 -0.2786
1.5600 0.0848 -0.1917 -0.2870
1.5700 0.0714 -0.1833 -0.2945
1.5800 0.0576 -0.1749 -0.3009
1.5900 0.0436 -0.1664 -0.3063
1.6000 0.0293 -0.1578 -0.3107
1.6100 0.0149 -0.1493 -0.3140
1.6200 0.0003 -0.1407 -0.3163
1.6300 -0.0143 -0.1323 -0.3175
1.6400 -0.0290 -0.1239 -0.3177
1.6500 -0.0436 -0.1157 -0.3169
1.6600 -0.0581 -0.1076 -0.3151
1.6700 -0.0726 -0.0996 -0.3124
1.6800 -0.0868 -0.0919 -0.3086
1.6900 -0.1008 -0.0844 -0.3039
1.7000 -0.1145 -0.0771 -0.2984
1.7100 -0.1280 -0.0701 -0.2919
1.7200 -0.1410 -0.0634 -0.2846
1.7300 -0.1537 -0.0570 -0.2766
1.7400 -0.1659 -0.0509 -0.2677
1.7500 -0.1776 -0.0451 -0.2581
1.7600 -0.1888 -0.0397 -0.2479
1.7700 -0.1995 -0.0347 -0.2370
1.7800 -0.2096 -0.0300 -0.2255
1.7900 -0.2190 -0.0258 -0.2134
1.8000 -0.2279 -0.0219 -0.2009
1.8100 -0.2361 -0.0185 -0.1879
1.8200 -0.2436 -0.0154 -0.1746
1.8300 -0.2503 -0.0128 -0.1609
1.8400 -0.2564 -0.0106 -0.1469
1.8500 -0.2618 -0.0088 -0.1327
1.8600 -0.2664 -0.0075 -0.1183
1.8700 -0.2702 -0.0065 -0.1037
1.8800 -0.2733 -0.0060 -0.0891
1.8900 -0.2757 -0.0059 -0.0745
1.9000 -0.2773 -0.0061 -0.0599
1.9100 -0.2781 -0.0068 -0.0454
1.9200 -0.2782 -0.0079 -0.0310
1.9300 -0.2776 -0.0093 -0.0168
1.9400 -0.2762 -0.0111 -0.0028
1.9500 -0.2741 -0.0132 0.0109
1.9600 -0.2714 -0.0157 0.0243
1.9700 -0.2679 -0.0185 0.0373
1.9800 -0.2638 -0.0216 0.0499
1.9900 -0.2590 -0.0250 0.0621
2.0000 -0.2537 -0.0286 0.0738
