t,e0,e1,e2,b0,b1,b2
0.0576,3.398443262964733e-08,8.484400909496622e-07,3.387777613630307e-06,2.6543876486140804e-05,0.0006635969121535203,0.002654387648614081
0.0579,3.4295103340924237e-08,8.56184748606093e-07,3.41864335329382e-06,2.6821095248270913e-05,0.0006705273812067729,0.0026821095248270917
0.0582,3.460659204008861e-08,8.639495815780475e-07,3.449588391491537e-06,2.7099754107866625e-05,0.0006774938526966658,0.0027099754107866632
0.058499999999999996,3.4918889595666045e-08,8.717343592605897e-07,3.4806117997097415e-06,2.7379853064927955e-05,0.000684496326623199,0.002737985306492796
0.0588,3.523198683948776e-08,8.795388515964737e-07,3.511712651369182e-06,2.7661392119454896e-05,0.0006915348029863725,0.00276613921194549
0.0591,3.554587466180742e-08,8.873628290085869e-07,3.5428900220227373e-06,2.7944371271447443e-05,0.0006986092817861862,0.0027944371271447447
0.0594,3.58605438997459e-08,8.952060623818595e-07,3.574142989307165e-06,2.8228790520905604e-05,0.0007057197630226402,0.002822879052090561
0.0597,3.6175985506554665e-08,9.030683231562067e-07,3.605470633017431e-06,2.8514649867829375e-05,0.0007128662466957345,0.002851464986782938
0.06,3.649219036652933e-08,9.109493833285391e-07,3.6368720352330587e-06,2.8801949312218757e-05,0.0007200487328054691,0.0028801949312218765
0.0603,3.680914944226442e-08,9.188490154176391e-07,3.6683462803376615e-06,2.909068885407375e-05,0.000727267221351844,0.002909068885407376
0.0606,3.7126853690979926e-08,9.267669924716187e-07,3.6998924550889607e-06,2.9380868493394355e-05,0.000734521712334859,0.002938086849339436
0.0609,3.744529415369572e-08,9.34703088190911e-07,3.7315096487067304e-06,2.9672488230180568e-05,0.0007418122057545143,0.0029672488230180574
0.061200000000000004,3.7764461786534365e-08,9.42657076861364e-07,3.7631969528730057e-06,2.9965548064432398e-05,0.00074913870161081,0.00299655480644324
0.0615,3.8084347638498683e-08,9.506287333611999e-07,3.7949534618939846e-06,3.026004799614983e-05,0.0007565011999037459,0.0030260047996149837
0.0618,3.8404942788921015e-08,9.586178332183452e-07,3.8267782726822015e-06,3.055598802533288e-05,0.0007638997006333222,0.0030555988025332886
0.0621,3.872623832080375e-08,9.666241526135108e-07,3.858670484849148e-06,3.085336815198154e-05,0.0007713342037995386,0.0030853368151981544
0.062400000000000004,3.90482253365522e-08,9.74647468344559e-07,3.890629200755663e-06,3.115218837609581e-05,0.0007788047094023955,0.003115218837609582
0.06269999999999999,3.937089497802926e-08,9.826875579191466e-07,3.9226535255806856e-06,3.1452448697675684e-05,0.0007863112174418921,0.0031452448697675685
0.063,3.969423840014431e-08,9.907441995823688e-07,3.9547425674339176e-06,3.175414911672117e-05,0.0007938537279180294,0.0031754149116721177
0.0633,4.0018246836850275e-08,9.98817172178703e-07,3.986895437300792e-06,3.2057289633232276e-05,0.000801432240830807,0.003205728963323228
0.06359999999999999,4.034291144926386e-08,1.0069062553943396e-06,4.019111249221352e-06,3.236187024720899e-05,0.0008090467561802249,0.0032361870247208996
0.0639,4.066822356779e-08,1.0150112295092394e-06,4.051389120274228e-06,3.2667890958651316e-05,0.000816697273966283,0.003266789095865132
0.0642,4.099417436619908e-08,1.023131875718962e-06,4.0837281706207005e-06,3.297535176755925e-05,0.0008243837941889813,0.0032975351767559253
0.0645,4.132075525656906e-08,1.0312679758779905e-06,4.116127523702061e-06,3.328425267393279e-05,0.0008321063168483199,0.0033284252673932797
0.0648,4.164795751648571e-08,1.0394193126317584e-06,4.1485863061433074e-06,3.359459367777195e-05,0.0008398648419442988,0.0033594593677771954
0.06509999999999999,4.1975772528045784e-08,1.0475856694889832e-06,4.181103647901221e-06,3.390637477907672e-05,0.0008476593694769182,0.003390637477907673
0.0654,4.2304191668354005e-08,1.0557668306870905e-06,4.213678682263439e-06,3.4219595977847096e-05,0.0008554898994461776,0.00342195959778471
0.0657,4.263320639295196e-08,1.063962581285038e-06,4.246310545965821e-06,3.4534257274083085e-05,0.0008633564318520773,0.0034534257274083094
0.066,4.2962808170934555e-08,1.0721727072614493e-06,4.278998379192365e-06,3.4850358667784695e-05,0.0008712589666946173,0.0034850358667784694
0.0663,4.329298851887365e-08,1.0803969954208234e-06,4.31174132573396e-06,3.5167900158951905e-05,0.0008791975039737978,0.003516790015895191
0.06659999999999999,4.3623738943893564e-08,1.0886352333674908e-06,4.344538532886862e-06,3.548688174758473e-05,0.0008871720436896184,0.0035486881747584737
0.0669,4.395505100460419e-08,1.0968872096530994e-06,4.3773891516524135e-06,3.580730343368316e-05,0.0008951825858420793,0.003580730343368317
0.0672,4.428691631228261e-08,1.105152713728817e-06,4.410292336747522e-06,3.612916521724721e-05,0.0009032291304311804,0.0036129165217247215
0.0675,4.4619326526536845e-08,1.11343153594644e-06,4.443247246614659e-06,3.645246709827686e-05,0.0009113116774569217,0.0036452467098276866
0.0678,4.495227329117854e-08,1.1217234675433751e-06,4.4762530435187415e-06,3.6777209076772134e-05,0.0009194302269193035,0.003677720907677214
0.0681,4.528574832356518e-08,1.130028300745326e-06,4.509308893654022e-06,3.7103391152733013e-05,0.0009275847788183253,0.0037103391152733013
0.0684,4.561974336235567e-08,1.1383458287034683e-06,4.542413967123037e-06,3.74310133261595e-05,0.0009357753331539875,0.00374310133261595
0.0687,4.595425019542525e-08,1.146675845501688e-06,4.575567437946246e-06,3.776007559705159e-05,0.00094400188992629,0.00377600755970516
0.069,4.628926067312926e-08,1.1550181462649067e-06,4.608768484304355e-06,3.80905779654093e-05,0.0009522644491352328,0.003809057796540931
0.0693,4.662476662586553e-08,1.16337252704123e-06,4.642016288346565e-06,3.842252043123263e-05,0.0009605630107808158,0.003842252043123263
0.0696,4.6960759965755486e-08,1.1717387849510287e-06,4.67531003650829e-06,3.8755902994521554e-05,0.0009688975748630391,0.0038755902994521566
0.0699,4.729723261765779e-08,1.1801167180822204e-06,4.708648919274672e-06,3.90907256552761e-05,0.0009772681413819028,0.003909072565527611
0.0702,4.7634176566796164e-08,1.1885061255725697e-06,4.742032131469508e-06,3.942698841349626e-05,0.0009856747103374067,0.003942698841349627
0.07050000000000001,4.7971583834811e-08,1.1969068076071161e-06,4.775458872235061e-06,3.976469126918202e-05,0.0009941172817295508,0.003976469126918203
0.0708,4.830944650593961e-08,1.2053185654182151e-06,4.808928345022225e-06,4.0103834222333396e-05,0.0010025958555583351,0.0040103834222333405
0.0711,4.864775664679582e-08,1.2137412012989833e-06,4.842439757734433e-06,4.0444417272950386e-05,0.0010111104318237599,0.0040444417272950395
0.0714,4.898650642441586e-08,1.222174518655583e-06,4.875992322693972e-06,4.078644042103298e-05,0.0010196610105258248,0.004078644042103299
0.0717,4.932568802226042e-08,1.230618321900509e-06,4.909585256711506e-06,4.112990366658119e-05,0.00102824759166453,0.00411299036665812
0.072,4.966529368948358e-08,1.239072416665849e-06,4.943217781267002e-06,4.1474807009595003e-05,0.0010368701752398754,0.004147480700959502
0.07229999999999999,5.000531566870194e-08,1.2475366096270992e-06,4.976889122299524e-06,4.182115045007443e-05,0.001045528761251861,0.004182115045007444
0.0726,5.034574627397211e-08,1.2560107086232013e-06,5.01059851052856e-06,4.216893398801948e-05,0.001054223349700487,0.004216893398801948
0.07289999999999999,5.0686577884479834e-08,1.264494522641007e-06,5.044345181318397e-06,4.2518157623430125e-05,0.0010629539405857533,0.004251815762343013
0.0732,5.1027802926787235e-08,1.2729878617644435e-06,5.078128374821385e-06,4.286882135630639e-05,0.00107172053390766,0.00428688213563064
0.0735,5.136941382322871e-08,1.2814905372911974e-06,5.1119473359133865e-06,4.3220925186648263e-05,0.0010805231296662067,0.004322092518664827
0.07379999999999999,5.171140308609495e-08,1.2900023616785858e-06,5.145801314410626e-06,4.357446911445576e-05,0.001089361727861394,0.004357446911445576
0.0741,5.205376327383938e-08,1.2985231486237136e-06,5.179689564953045e-06,4.392945313972885e-05,0.0010982363284932214,0.0043929453139728855
0.0744,5.239648693703857e-08,1.3070527129346377e-06,5.213611347213484e-06,4.428587726246755e-05,0.001107146931561689,0.004428587726246756
0.0747,5.273956681804341e-08,1.3155908706715178e-06,5.247565925758976e-06,4.464374148267187e-05,0.0011160935370667971,0.004464374148267189
0.075,5.308299548423931e-08,1.324137439182075e-06,5.281552570238068e-06,4.50030458003418e-05,0.0011250761450085453,0.004500304580034181
0.07529999999999999,5.342676572872985e-08,1.332692236909501e-06,5.315570555360617e-06,4.536379021547734e-05,0.0011340947553869338,0.004536379021547735
0.0756,5.377087031962974e-08,1.341255083663109e-06,5.349619160976644e-06,4.57259747280785e-05,0.0011431493682019626,0.0045725974728078505
0.0759,5.411530210657807e-08,1.3498258004549952e-06,5.383697672049972e-06,4.608959933814525e-05,0.0011522399834536315,0.004608959933814526
0.0762,5.446005398916227e-08,1.3584042095817216e-06,5.417805378798016e-06,4.6454664045677637e-05,0.001161366601141941,0.004645466404567764
0.0765,5.480511885605317e-08,1.366990134584063e-06,5.451941576714001e-06,4.682116885067561e-05,0.0011705292212668905,0.004682116885067562
0.0768,5.515048974207123e-08,1.3755834003234687e-06,5.486105566537288e-06,4.7189113753139204e-05,0.0011797278438284804,0.0047189113753139215
0.0771,5.549615963431181e-08,1.3841838329579687e-06,5.5202966543288676e-06,4.755849875306841e-05,0.0011889624688267105,0.004755849875306842
0.0774,5.584212166333478e-08,1.3927912599321945e-06,5.554514151567163e-06,4.7929323850463226e-05,0.001198233096261581,0.004792932385046324
0.0777,5.618836892976046e-08,1.4014055100139546e-06,5.588757375137962e-06,4.830158904532366e-05,0.0012075397261330917,0.004830158904532367
0.078,5.653489463724812e-08,1.4100264132963597e-06,5.623025647368259e-06,4.86752943376497e-05,0.0012168823584412427,0.004867529433764971
0.0783,5.688169202283262e-08,1.4186538011934239e-06,5.6573182961375365e-06,4.905043972744134e-05,0.0012262609931860337,0.004905043972744135
0.0786,5.7228754401076596e-08,1.4272875065627571e-06,5.691634654771039e-06,4.9427025214698615e-05,0.0012356756303674656,0.004942702521469862
0.0789,5.757607505226428e-08,1.4359273635193434e-06,5.725974062231719e-06,4.980505079942148e-05,0.0012451262699855372,0.004980505079942149
0.0792,5.7923647485398424e-08,1.444573207558899e-06,5.760335863082274e-06,5.018451648160996e-05,0.0012546129120402493,0.005018451648160997
0.0795,5.8271465071040976e-08,1.453224875581437e-06,5.794719407530804e-06,5.0565422261264055e-05,0.0012641355565316016,0.0050565422261264065
0.0798,5.8619521360508116e-08,1.4618822058433522e-06,5.8291240514854235e-06,5.094776813838376e-05,0.0012736942034595944,0.005094776813838377
0.0801,5.8967809925826583e-08,1.4705450379930936e-06,5.863549156545916e-06,5.133155411296907e-05,0.001283288852824227,0.005133155411296908
0.0804,5.931632433528643e-08,1.4792132131212247e-06,5.8979940901465965e-06,5.1716780185020007e-05,0.0012929195046255003,0.005171678018502001
0.08070000000000001,5.966505830589795e-08,1.4878865737020826e-06,5.932458225426434e-06,5.2103446354536535e-05,0.0013025861588634136,0.0052103446354536545
0.081,6.001400553918291e-08,1.49656496365687e-06,5.966940941393847e-06,5.2491552621518685e-05,0.0013122888155379672,0.005249155262151869
0.0813,6.036315986707822e-08,1.505248228293035e-06,6.001441622944565e-06,5.288109898596645e-05,0.0013220274746491613,0.005288109898596645
0.0816,6.071251505568369e-08,1.5139362144048958e-06,6.035959660883419e-06,5.327208544787981e-05,0.0013318021361969955,0.005327208544787982
0.0819,6.106206505408264e-08,1.5226287701629757e-06,6.070494451874012e-06,5.36645120072588e-05,0.00134161280018147,0.00536645120072588
0.08220000000000001,6.141180382784042e-08,1.5313257452472707e-06,6.105045398602834e-06,5.405837866410339e-05,0.0013514594666025849,0.0054058378664103394
0.0825,6.176172538063971e-08,1.5400269908078203e-06,6.1396119097324255e-06,5.445368541841359e-05,0.00136134213546034,0.00544536854184136
0.0828,6.211182374466372e-08,1.5487323594504276e-06,6.174193399981595e-06,5.48504322701894e-05,0.0013712608067547353,0.005485043227018941
0.08310000000000001,6.24620930852025e-08,1.5574417052193522e-06,6.208789290099466e-06,5.5248619219430834e-05,0.001381215480485771,0.005524861921943084
0.0834,6.281252759322696e-08,1.5661548836724265e-06,6.243399006931003e-06,5.564824626613787e-05,0.0013912061566534468,0.005564824626613787
0.08370000000000001,6.31631215005986e-08,1.5748717518887543e-06,6.2780219834493566e-06,5.604931341031051e-05,0.001401232835257763,0.005604931341031052
0.084,6.351386911452183e-08,1.5835921684003856e-06,6.312657658739615e-06,5.6451820651948766e-05,0.0014112955162987194,0.005645182065194878
0.0843,6.386476478420039e-08,1.5923159933116722e-06,6.347305478187163e-06,5.685576799105264e-05,0.0014213941997763162,0.005685576799105265
0.08460000000000001,6.421580296513864e-08,1.6010430881620307e-06,6.381964893219319e-06,5.7261155427622114e-05,0.0014315288856905529,0.005726115542762211
0.0849,6.456697813651787e-08,1.6097733160492812e-06,6.416635361599697e-06,5.766798296165721e-05,0.0014416995740414306,0.005766798296165722
0.08520000000000001,6.491828479760898e-08,1.6185065416336475e-06,6.451316347300657e-06,5.8076250593157916e-05,0.0014519062648289478,0.005807625059315791
0.0855,6.526971760957361e-08,1.6272426310201607e-06,6.486007320673351e-06,5.848595832212422e-05,0.0014621489580531057,0.005848595832212423
0.0858,6.562127119534821e-08,1.6359814519433908e-06,6.520707758300464e-06,5.889710614855614e-05,0.0014724276537139039,0.0058897106148556155
0.08610000000000001,6.5972940286242e-08,1.6447228736703675e-06,6.5554171430569486e-06,5.9309694072453676e-05,0.0014827423518113422,0.005930969407245369
0.0864,6.63247196498443e-08,1.653466766987345e-06,6.59013496429518e-06,5.972372209381681e-05,0.0014930930523454208,0.005972372209381683
0.08669999999999999,6.667660414888482e-08,1.6622130042507687e-06,6.624860717693995e-06,6.0139190212645556e-05,0.001503479755316139,0.006013919021264556
0.087,6.70285887173204e-08,1.6709614593678239e-06,6.659593905352923e-06,6.055609842893992e-05,0.0015139024607234983,0.006055609842893993
0.08729999999999999,6.738066829480922e-08,1.679712007906452e-06,6.6943340358415445e-06,6.0974446742699904e-05,0.001524361168567498,0.006097444674269992
0.0876,6.773283789825171e-08,1.688464526884515e-06,6.729080624094158e-06,6.13942351539255e-05,0.0015348558788481376,0.0061394235153925504
0.08789999999999999,6.808509263998319e-08,1.6972188949834611e-06,6.76383319161984e-06,6.181546366261669e-05,0.0015453865915654177,0.006181546366261671
0.08819999999999999,6.843742770004406e-08,1.7059749924553727e-06,6.798591266379764e-06,6.22381322687735e-05,0.0015559533067193375,0.00622381322687735
0.0885,6.878983827335293e-08,1.7147327011315614e-06,6.8333543828623714e-06,6.266224097239592e-05,0.0015665560243098983,0.006266224097239593
0.08879999999999999,6.914231960669226e-08,1.7234919044443848e-06,6.868122082023919e-06,6.308778977348394e-05,0.001577194744337099,0.006308778977348396
0.0891,6.949486708568328e-08,1.732252487461925e-06,6.902893911549443e-06,6.35147786720376e-05,0.0015878694668009401,0.0063514778672037605
0.0894,6.984747610675323e-08,1.7410143367939308e-06,6.937669425552348e-06,6.394320766805686e-05,0.0015985801917014215,0.006394320766805686
0.08969999999999999,7.020014216183986e-08,1.7497773407260005e-06,6.972448184764458e-06,6.437307676154172e-05,0.001609326919038543,0.006437307676154172
0.09,7.055286078501687e-08,1.7585413891413743e-06,7.007229756611076e-06,6.48043859524922e-05,0.001620109648812305,0.00648043859524922
0.09029999999999999,7.090562751950709e-08,1.7673063735420945e-06,7.042013715021867e-06,6.523713524090827e-05,0.0016309283810227071,0.0065237135240908285
0.0906,7.125843808360365e-08,1.7760721870399853e-06,7.076799640713802e-06,6.567132462678998e-05,0.0016417831156697498,0.006567132462678999
0.0909,7.161128814131825e-08,1.7848387243936538e-06,7.111587120921488e-06,6.610695411013729e-05,0.0016526738527534324,0.00661069541101373
0.09119999999999999,7.196417355869715e-08,1.7936058820199862e-06,7.14637574968914e-06,6.654402369095021e-05,0.0016636005922737553,0.006654402369095021
0.0915,7.231709013035073e-08,1.802373557908291e-06,7.181165127625214e-06,6.698253336922874e-05,0.0016745633342307188,0.006698253336922875
0.09179999999999999,7.267003380902281e-08,1.8111416516817801e-06,7.215954862157641e-06,6.742248314497287e-05,0.0016855620786243222,0.006742248314497289
0.0921,7.302300055933019e-08,1.8199100647588674e-06,7.250744567332144e-06,6.786387301818263e-05,0.0016965968254545661,0.0067863873018182645
0.0924,7.337598642422861e-08,1.828678700009681e-06,7.285533863946365e-06,6.8306702988858e-05,0.0017076675747214503,0.006830670298885801
0.09269999999999999,7.372898749631067e-08,1.8374474620618236e-06,7.3203223795949915e-06,6.875097305699897e-05,0.0017187743264249745,0.006875097305699898
0.093,7.408200003182992e-08,1.8462162571787633e-06,7.355109748580857e-06,6.919668322260556e-05,0.0017299170805651393,0.006919668322260557
0.0933,7.443502021982778e-08,1.8549849932571597e-06,7.3898956119712084e-06,6.964383348567774e-05,0.001741095837141944,0.006964383348567776
0.0936,7.478804437591285e-08,1.8637535798810721e-06,7.424679617626192e-06,7.009242384621556e-05,0.0017523105961553894,0.007009242384621557
0.0939,7.514106886864775e-08,1.8725219282688957e-06,7.459461420141582e-06,7.054245430421898e-05,0.0017635613576054748,0.007054245430421899
0.09419999999999999,7.54940901164878e-08,1.8812899513185307e-06,7.494240680906543e-06,7.099392485968801e-05,0.0017748481214922003,0.007099392485968801
0.0945,7.584710465142336e-08,1.89005756359624e-06,7.529017068201193e-06,7.144683551262266e-05,0.0017861708878155666,0.0071446835512622665
0.0948,7.620010906913836e-08,1.8988246813497367e-06,7.563790256987368e-06,7.19011862630229e-05,0.0017975296565755725,0.00719011862630229
0.0951,7.655309996971614e-08,1.907591222391034e-06,7.598559929092848e-06,7.235697711088877e-05,0.0018089244277722193,0.007235697711088877
0.0954,7.690607404649285e-08,1.916357106372163e-06,7.633325773199308e-06,7.281420805622024e-05,0.0018203552014055063,0.007281420805622025
0.0957,7.725902806506976e-08,1.9251222545364205e-06,7.668087484706472e-06,7.327287909901732e-05,0.001831821977475433,0.007327287909901732
0.096,7.761195888831081e-08,1.933886589759947e-06,7.702844765986706e-06,7.373299023928001e-05,0.0018433247559820004,0.007373299023928002
0.0963,7.79648633891833e-08,1.9426500366205936e-06,7.737597326071473e-06,7.419454147700832e-05,0.0018548635369252083,0.007419454147700833
0.0966,7.831773853361064e-08,1.9514125213870556e-06,7.772344880986802e-06,7.465753281220225e-05,0.0018664383203050561,0.0074657532812202245
0.0969,7.867058135696519e-08,1.960173971984584e-06,7.80708715349992e-06,7.512196424486176e-05,0.0018780491061215444,0.007512196424486178
0.0972,7.902338896710814e-08,1.9689343180391135e-06,7.841823873246858e-06,7.55878357749869e-05,0.001889695894374673,0.007558783577498692
0.0975,7.937615853094429e-08,1.9776934908599528e-06,7.876554776671937e-06,7.605514740257765e-05,0.0019013786850644416,0.007605514740257766
0.0978,7.972888725572815e-08,1.986451423383022e-06,7.911279607123648e-06,7.652389912763401e-05,0.0019130974781908505,0.007652389912763402
0.0981,8.008157244942144e-08,1.9952080502731344e-06,7.94599811473096e-06,7.699409095015599e-05,0.0019248522737538999,0.0076994090950155995
0.0984,8.043421147109152e-08,2.0039633078354123e-06,7.980710056515592e-06,7.746572287014358e-05,0.0019366430717535897,0.007746572287014359
0.0987,8.078680171740915e-08,2.012717134099059e-06,8.01541519625311e-06,7.793879488759676e-05,0.0019484698721899192,0.007793879488759677
0.099,8.113934073690478e-08,2.0214694687704153e-06,8.050113304631549e-06,7.841330700251556e-05,0.0019603326750628897,0.007841330700251559
0.0993,8.149182606771206e-08,2.0302202531698726e-06,8.084804159181316e-06,7.888925921489998e-05,0.0019722314803724997,0.007888925921489999
0.09960000000000001,8.184425532625385e-08,2.0389694303602937e-06,8.119487544164545e-06,7.936665152475e-05,0.0019841662881187505,0.007936665152475002
0.0999,8.219662619547106e-08,2.047716945022686e-06,8.154163250827431e-06,7.984548393206564e-05,0.0019961370983016414,0.007984548393206566
0.1002,8.254893645661761e-08,2.0564627435742436e-06,8.188831077102174e-06,8.032575643684689e-05,0.0020081439109211727,0.00803257564368469
0.1005,8.290118393637732e-08,2.0652067740300688e-06,8.22349082779821e-06,8.080746903909377e-05,0.002020186725977344,0.008080746903909376
0.1008,8.325336650142537e-08,2.0739489861635415e-06,8.258142314505547e-06,8.129062173880622e-05,0.0020322655434701557,0.008129062173880623
0.10110000000000001,8.360548212633998e-08,2.0826893313952204e-06,8.292785355634698e-06,8.177521453598431e-05,0.002044380363399608,0.008177521453598431
0.1014,8.395752884859327e-08,2.0914277627835784e-06,8.327419776372308e-06,8.226124743062799e-05,0.0020565311857657005,0.008226124743062802
0.1017,8.430950467433466e-08,2.1001642350809838e-06,8.362045408718671e-06,8.27487204227373e-05,0.0020687180105684326,0.00827487204227373
0.10200000000000001,8.46614078497269e-08,2.108898704673679e-06,8.396662091484603e-06,8.323763351231222e-05,0.0020809408378078056,0.008323763351231223
0.1023,8.501323653762774e-08,2.1176311296402985e-06,8.431269670181946e-06,8.372798669935274e-05,0.0020931996674838187,0.008372798669935275
0.10260000000000001,8.536498904970744e-08,2.126361469739571e-06,8.465867997103255e-06,8.421977998385887e-05,0.002105494499596472,0.008421977998385888
0.1029,8.571666373808793e-08,2.135089686358117e-06,8.500456931311633e-06,8.47130133658306e-05,0.0021178253341457656,0.008471301336583062
0.1032,8.606825898669295e-08,2.143815742531421e-06,8.535036338634284e-06,8.520768684526798e-05,0.0021301921711317,0.0085207686845268
0.10350000000000001,8.641977328837516e-08,2.1525396030493836e-06,8.569606091510744e-06,8.570380042217096e-05,0.0021425950105542738,0.008570380042217095
0.1038,8.677120519902114e-08,2.161261234153245e-06,8.604166069227528e-06,8.620135409653952e-05,0.0021550338524134885,0.008620135409653954
0.10410000000000001,8.712255333865532e-08,2.169980603970312e-06,8.63871615768768e-06,8.670034786837371e-05,0.002167508696709343,0.008670034786837371
0.1044,8.747381635258088e-08,2.178697682105549e-06,8.67325624953749e-06,8.720078173767351e-05,0.002180019543441838,0.008720078173767352
0.1047,8.78249930189631e-08,2.1874124398084823e-06,8.707786244027305e-06,8.770265570443893e-05,0.0021925663926109736,0.008770265570443895
0.10500000000000001,8.817608208093139e-08,2.196124850092256e-06,8.742306047040687e-06,8.820596976866995e-05,0.002205149244216749,0.008820596976866995
0.1053,8.852708249639368e-08,2.204834887478292e-06,8.776815571283189e-06,8.871072393036658e-05,0.002217768098259165,0.00887107239303666
0.10559999999999999,8.887799315718752e-08,2.213542528210174e-06,8.811314735868555e-06,8.92169181895288e-05,0.0022304229547382205,0.008921691818952882
0.1059,8.922881301921582e-08,2.222247750075964e-06,8.845803466598822e-06,8.972455254615667e-05,0.0022431138136539165,0.008972455254615666
0.10619999999999999,8.95795411809119e-08,2.230950532520573e-06,8.880281695878354e-06,9.023362700025012e-05,0.0022558406750062534,0.009023362700025014
0.1065,8.993017678881997e-08,2.2396508566824273e-06,8.914749362671597e-06,9.074414155180921e-05,0.0022686035387952308,0.009074414155180923
0.10679999999999999,9.028071901773044e-08,2.2483487052117672e-06,8.94920641253279e-06,9.12560962008339e-05,0.0022814024050208477,0.00912560962008339
0.10709999999999999,9.063116713753905e-08,2.2570440623800744e-06,8.983652797430986e-06,9.176949094732418e-05,0.002294237273683105,0.00917694909473242
0.1074,9.098152042671088e-08,2.265736914087625e-06,9.018088475969793e-06,9.22843257912801e-05,0.002307108144782003,0.009228432579128013
0.10769999999999999,9.133177831003693e-08,2.274427247860311e-06,9.052513413105465e-06,9.280060073270163e-05,0.002320015018317541,0.009280060073270164
0.108,9.168194020621096e-08,2.283115052806381e-06,9.086927580397765e-06,9.331831577158876e-05,0.0023329578942897196,0.009331831577158878
0.1083,9.203200563756201e-08,2.291800319555476e-06,9.121330955783257e-06,9.38374709079415e-05,0.002345936772698538,0.009383747090794151
0.10859999999999999,9.238197415069022e-08,2.30048304039812e-06,9.155723523571613e-06,9.435806614175985e-05,0.002358951653543997,0.009435806614175988
0.1089,9.273184539409302e-08,2.3091632091918853e-06,9.190105274561819e-06,9.488010147304382e-05,0.002372002536826096,0.009488010147304384
0.10919999999999999,9.308161906312044e-08,2.3178408213783665e-06,9.224476205805188e-06,9.540357690179341e-05,0.0023850894225448355,0.009540357690179342
0.1095,9.343129488508564e-08,2.326515873897269e-06,9.258836320820143e-06,9.592849242800857e-05,0.002398212310700215,0.00959284924280086
0.1098,9.378087273696017e-08,2.3351883653431366e-06,9.293185629348146e-06,9.645484805168937e-05,0.002411371201292235,0.00964548480516894
0.11009999999999999,9.413035244079923e-08,2.3438582957909887e-06,9.327524147519052e-06,9.69826437728358e-05,0.0024245660943208952,0.009698264377283581
0.1104,9.4479733947143e-08,2.3525256668865234e-06,9.36185189761388e-06,9.751187959144781e-05,0.002437796989786195,0.00975118795914478
0.11069999999999999,9.482901728692339e-08,2.361190481858051e-06,9.396168908229105e-06,9.804255550752546e-05,0.0024510638876881364,0.009804255550752546
0.111,9.51782024815272e-08,2.3698527453694723e-06,9.43047521410029e-06,9.857467152106867e-05,0.002464366788026717,0.009857467152106869
0.1113,9.552728971157501e-08,2.3785124637121927e-06,9.46477085620146e-06,9.910822763207752e-05,0.002477705690801939,0.009910822763207755
0.11159999999999999,9.587627910413353e-08,2.3871696446574756e-06,9.499055881657888e-06,9.9643223840552e-05,0.0024910805960138005,0.009964322384055202
0.1119,9.622517093801919e-08,2.3958242975394795e-06,9.533330343654031e-06,0.00010017966014649207,0.002504491503662302,0.010017966014649209
0.1122,9.657396550915444e-08,2.404476433084155e-06,9.567594301459043e-06,0.00010071753654989776,0.0025179384137474442,0.010071753654989777
0.11249999999999999,9.692266320049052e-08,2.4131260635892842e-06,9.601847820509639e-06,0.00010125685305076906,0.002531421326269227,0.010125685305076909
0.1128,9.727126439734657e-08,2.4217732028970983e-06,9.636090972134457e-06,0.00010179760964910597,0.0025449402412276493,0.010179760964910597
0.11309999999999999,9.761976960200555e-08,2.430417866235298e-06,9.670323833708081e-06,0.00010233980634490848,0.0025584951586227127,0.01023398063449085
0.1134,9.796817937408991e-08,2.4390600703663806e-06,9.704546488535345e-06,0.00010288344313817662,0.002572086078454416,0.010288344313817664
0.1137,9.831649425951587e-08,2.447699833498921e-06,9.738759025879896e-06,0.00010342852002891035,0.002585713000722759,0.010342852002891036
0.11399999999999999,9.866471497043339e-08,2.4563371752915872e-06,9.772961540880694e-06,0.00010397503701710971,0.002599375925427743,0.010397503701710971
0.1143,9.901284216919718e-08,2.4649721168782853e-06,9.80715413450521e-06,0.00010452299410277467,0.002613074852569367,0.010452299410277468
0.1146,9.936087667459353e-08,2.473604680796417e-06,9.841336913512726e-06,0.00010507239128590523,0.0026268097821476313,0.010507239128590525
0.1149,9.970881927493137e-08,2.4822348911153254e-06,9.875509990502372e-06,0.00010562322856650143,0.002640580714162536,0.010562322856650144
0.1152,1.0005667088663957e-07,2.490862773203728e-06,9.909673483747249e-06,0.00010617550594456321,0.002654387648614081,0.010617550594456324
0.11549999999999999,1.0040443240965789e-07,2.4994883539113045e-06,9.943827517282511e-06,0.00010672922342009062,0.0026682305855022658,0.010672922342009063
0.1158,1.0075210487350619e-07,2.508111661487286e-06,9.977972220749297e-06,0.00010728438099308365,0.0026821095248270917,0.010728438099308367
0.1161,1.010996893418524e-07,2.5167327256178487e-06,1.0012107729483374e-05,0.00010784097866354228,0.0026960244665885573,0.010784097866354229
0.1164,1.0144718687494143e-07,2.5253515772873767e-06,1.0046234184327136e-05,0.0001083990164314665,0.0027099754107866632,0.010839901643146653
0.1167,1.0179459866522224e-07,2.5339682489275246e-06,1.008035173169892e-05,0.00010895849429685636,0.0027239623574214097,0.010895849429685639
0.11699999999999999,1.021419259554987e-07,2.5425827743178563e-06,1.0114460523518198e-05,0.00010951941225971182,0.002737985306492796,0.010951941225971184
0.1173,1.024891699806221e-07,2.551195188567199e-06,1.0148560717182507e-05,0.0001100817703200329,0.002752044258000823,0.011008177032003292
