t,ex,red,th
1.1400000000000001,-0.00010062444954456407,0.002125839182499564,0.0021258391824995446
1.143,-5.960693003676453e-05,0.002153128786785643,0.0021531287867856226
1.1460000000000001,-2.0236004781998284e-05,0.0021784807204954476,0.002178480720495428
1.149,1.7456143134038425e-05,0.0022018721685998434,0.002201872168599823
1.152,5.3438751441083564e-05,0.0022232820803744125,0.0022232820803743908
1.155,8.768252058380518e-05,0.0022426911883436824,0.0022426911883436616
1.158,0.00012015966797176129,0.0022600820256205574,0.0022600820256205357
1.161,0.00015084399360408215,0.002275438941625334,0.002275438941625311
1.164,0.00017971095577991493,0.0022887481161701683,0.002288748116170146
1.167,0.0002067377553260622,0.0022999975718963127,0.0022999975718962897
1.17,0.00023190342653296308,0.0023091771850529295,0.002309177185052906
1.173,0.00025518893279398815,0.0023162786946077825,0.002316278694607759
1.176,0.0002765772647947409,0.00232129570968161,0.002321295709681586
1.179,0.0002960535390012361,0.0023242237152994835,0.0023242237152994597
1.182,0.00031360509415010644,0.002325060076453982,0.002325060076453958
1.185,0.0003292215834505806,0.002323804040476519,0.0023238040404764946
1.188,0.0003428950602662607,0.002320456737714694,0.00232045673771467
1.191,0.00035462005515265777,0.002315021180515057,0.0023150211805150326
1.194,0.0003643936422812387,0.002307502260512198,0.002307502260512174
1.197,0.00037221549347837363,0.0022979067442266085,0.0022979067442265837
1.2,0.00037808791834334764,0.0022862432669752664,0.0022862432669752426
1.2029999999999998,0.0003820158891779797,0.002272522325100438,0.0022725223251004144
1.2060000000000002,0.00038400704975519433,0.0022567562665236737,0.002256756266523649
1.209,0.00038407170726854434,0.002238959279633517,0.002238959279633493
1.212,0.0003822228071321941,0.0022191473805169074,0.002219147380516883
1.2149999999999999,0.0003784758906340981,0.002197338398545787,0.0021973383985457646
1.2180000000000002,0.0003728490357769457,0.002173551960331868,0.0021735519603318433
1.221,0.0003653627819647895,0.002147809472064006,0.002147809472063982
1.224,0.00035604003950146646,0.002120134100244077,0.0021201341002440536
1.2269999999999999,0.00034490598515357705,0.0020905507508386864,0.002090550750838664
1.2299999999999998,0.0003319879452901311,0.0020590860468654836,0.002059086046865462
1.233,0.0003173152683379145,0.0020257683044342402,0.0020257683044342155
1.236,0.00030091918848177844,0.0019906275072642645,0.001990627507264243
1.2389999999999999,0.0002828326826888906,0.001953695279701077,0.001953695279701054
1.2419999999999998,0.00026309032324287995,0.0019150048582566336,0.0019150048582566143
1.245,0.00024172812803607412,0.0018745910616987094,0.0018745910616986862
1.248,0.00021878341088491616,0.001832490259716357,0.0018324902597163352
1.251,0.00019429463410539555,0.0017887403401896415,0.0017887403401896209
1.2539999999999998,0.0001683012655130807,0.001743380675093106,0.001743380675093087
1.2570000000000001,0.00014084364189813695,0.0016964520850636523,0.001696452085063632
1.26,0.00011196284087247924,0.0016479968026647217,0.0016479968026647
1.263,8.170056279750937e-05,0.00159805843437984,0.0015980584343798226
1.2659999999999998,5.009902428111868e-05,0.0015466819213697245,0.001546681921369706
1.2690000000000001,1.7200864486618017e-05,0.0014939134990282741,0.001493913499028254
1.272,-1.6950934770686697e-05,0.0014398006553738344,0.0014398006553738157
1.275,-5.231311444568406e-05,0.0013843920883131868,0.0013843920883131698
1.2779999999999998,-8.884218880239543e-05,0.0013277376618167198,0.0013277376618167048
1.2810000000000001,-0.00012649448096255266,0.0012698883610442215,0.0012698883610442015
1.284,-0.00016522614364917218,0.0012108962464616763,0.0012108962464616613
1.287,-0.00020499316559464265,0.0011508144069903603,0.0011508144069903438
1.2899999999999998,-0.00024575136435332746,0.0010896969122303948,0.001089696912230384
1.2930000000000001,-0.0002874563665103101,0.0010275987638017569,0.0010275987638017406
1.296,-0.0003300635765061414,0.0009645758458465332,0.0009645758458465192
1.299,-0.00037352813549824173,0.000900684874736964,0.000900684874736952
1.3019999999999998,-0.00041780487184953677,0.0008359833480345366,0.0008359833480345269
1.3050000000000002,-0.00046284824497129046,0.0007705294927460615,0.00077052949274605
1.308,-0.000508612284347956,0.0007043822129232952,0.0007043822129232819
1.311,-0.0005550505256360176,0.0006376010366532711,0.000637601036653264
1.3139999999999998,-0.0006021159457557121,0.000570246062487038,0.000570246062487029
1.317,-0.0006497608988846125,0.0005023779053550209,0.0005023779053550181
1.32,-0.000697937055216268,0.00043405764201767563,0.00043405764201766707
1.323,-0.0007465953442671971,0.00036534675610052633,0.00036534675610051977
1.3259999999999998,-0.000795685904403882,0.00029630708276305275,0.0002963070827630486
1.329,-0.0008451580401209306,0.0002270007530512205,0.0002270007530512186
1.332,-0.0008949601884357091,0.00015749013798373328,0.00015749013798372962
1.335,-0.0009450398955773246,8.783779242232611e-05,8.78377924223208e-05
1.3379999999999999,-0.0009953438049430615,1.810639877661198e-05,1.8106398776612798e-05
1.341,-0.0010458176570775951,-5.1641289405855863e-05,-5.164128940585654e-05
1.344,-0.0010964063022041006,-0.0001213425039135409,-0.00012134250391354347
1.347,-0.0011470537256063021,-0.00019093451835807705,-0.0001909345183580772
1.3499999999999999,-0.0011977030859310273,-0.0002603547046237843,-0.00026035470462378225
1.353,-0.0012482967662564106,-0.00032954058922874546,-0.000329540589228741
1.356,-0.0012987764375555432,-0.00039842990954672326,-0.0003984299095467248
1.359,-0.0013490831339829832,-0.0004669606698393211,-0.00046696066983931606
1.3619999999999999,-0.0013991573392255368,-0.0005350711970479632,-0.0005350711970479599
1.365,-0.0014489390829920956,-0.0006027001962954844,-0.0006027001962954747
1.368,-0.001498368046572581,-0.0006697868060473825,-0.0006697868060473786
1.371,-0.0015473836762751854,-0.000736270652883091,-0.0007362706528830847
1.3739999999999999,-0.0015959253034555938,-0.000802091905827983,-0.0008020919058279746
1.377,-0.0016439322697825575,-0.0008671913301972092,-0.0008671913301971983
1.3800000000000001,-0.0016913440563414484,-0.0009315103409029167,-0.0009315103409029073
1.383,-0.0017381004151610186,-0.0009949910551768732,-0.0009949910551768654
1.386,-0.0017841415017578023,-0.001057576344661052,-0.0010575763446610386
1.389,-0.001829408007326201,-0.0011192098868192976,-0.0011192098868192855
1.392,-0.0018738412892586593,-0.0011798362156238066,-0.0011798362156237889
1.395,-0.0019173834987573648,-0.0012394007714708099,-0.0012394007714707973
1.398,-0.0019599777043942616,-0.0012978499502805316,-0.0012978499502805166
1.401,-0.002001568010587162,-0.0013551311517372446,-0.0013551311517372277
1.404,-0.00204209967008352,-0.0014111928266260026,-0.0014111928266259837
1.407,-0.002081519189676996,-0.0014659845232234553,-0.0014659845232234377
1.41,-0.0021197744285222334,-0.0015194569327009937,-0.0015194569327009774
1.413,-0.0021568146885571873,-0.0015715619334993672,-0.001571561933499346
1.416,-0.002192590796686921,-0.0016222526346348395,-0.0016222526346348195
1.419,-0.002227055178525129,-0.0016714834178979082,-0.0016714834178978896
1.422,-0.0022601619236270135,-0.001719209978906615,-0.0017192099789065944
1.425,-0.002291866842277156,-0.001765389366977498,-0.0017653893669774758
1.428,-0.0023221275140163904,-0.0018099800237783088,-0.0018099800237782848
1.431,-0.002350903328200609,-0.0018529418207277053,-0.001852941820727685
1.434,-0.0023781555169802965,-0.0018942360951082677,-0.0018942360951082434
1.437,-0.002403847181171249,-0.0019338256848603333,-0.0019338256848603099
1.44,-0.0024279433095535773,-0.0019716749620253423,-0.0019716749620253154
1.443,-0.0024504107921871753,-0.002007749864808596,-0.002007749864808572
1.446,-0.002471218428367396,-0.002042017928232572,-0.002042017928232547
1.449,-0.002490336929864838,-0.002074448313353214,-0.0020744483133531876
1.452,-0.0025077389200985423,-0.002105011835012899,-0.0021050118350128713
1.455,-0.0025233989298834186,-0.0021336809881051084,-0.002133680988105081
1.458,-0.0025372933903714213,-0.002160429972327169,-0.0021604299723271426
1.461,-0.0025494006237733024,-0.0021852347153987835,-0.0021852347153987544
1.464,-0.0025597008324051767,-0.0022080728947254575,-0.002208072894725429
1.4669999999999999,-0.0025681760865533423,-0.0022289239574873275,-0.002228923957487297
1.47,-0.0025748103115935317,-0.002247769139135313,-0.002247769139135284
1.473,-0.0025795892747389007,-0.0022645914802779414,-0.002264591480277912
1.476,-0.0025825005717263387,-0.002279375841943659,-0.002279375841943629
1.4789999999999999,-0.002583533613684937,-0.0022921089192048808,-0.0022921089192048504
1.482,-0.0025826796143653187,-0.0023027792531515293,-0.0023027792531514994
1.485,-0.0025799315778456617,-0.0023113772412032777,-0.002311377241203248
1.488,-0.0025752842867709444,-0.0023178951457512266,-0.002317895145751196
1.4909999999999999,-0.002568734291127602,-0.002322327101121228,-0.0023223271011211973
1.494,-0.0025602798975073336,-0.002324669118852597,-0.0023246691188525664
1.497,-0.0025499211587721167,-0.002324919091287457,-0.002324919091287426
1.5,-0.0025376598639982135,-0.002323076793467489,-0.002323076793467458
1.503,-0.002523499528550411,-0.0023191438833363794,-0.0023191438833363486
1.506,-0.002507445384119111,-0.002313123900247783,-0.002313123900247751
1.5090000000000001,-0.002489504368542125,-0.0023050222617801426,-0.002305022261780112
1.512,-0.0024696851152297967,-0.0022948462588612355,-0.0022948462588612043
1.515,-0.002447997942015995,-0.0022826050492068288,-0.002282605049206799
1.518,-0.002424454839267838,-0.0022683096490793545,-0.0022683096490793233
1.5210000000000001,-0.002399069457103078,-0.0022519729233740167,-0.0022519729233739863
1.524,-0.002371857091584872,-0.0022336095740412548,-0.0022336095740412244
1.527,-0.0023428346697882555,-0.0022132361268559788,-0.0022132361268559493
1.53,-0.002312020733659982,-0.002190870916545489,-0.0021908709165454595
1.5330000000000001,-0.002279435422622385,-0.002166534070289459,-0.0021665340702894283
1.536,-0.0022451004549014493,-0.0021402474896068313,-0.0021402474896068027
1.539,-0.00220903910758842,-0.002112034830645929,-0.0021120348306458998
1.5419999999999998,-0.002171276195471865,-0.002081921482895519,-0.0020819214828954927
1.5450000000000002,-0.0021318380487023916,-0.002049934546335988,-0.002049934546335959
1.548,-0.0020907524893742915,-0.002016102807051185,-0.0020161028070511573
1.551,-0.002048048807126635,-0.001980456711322893,-0.0019804567113228667
1.5539999999999998,-0.0020037577338801495,-0.001943028338231228,-0.0019430283382312029
1.5570000000000002,-0.0019579114178353008,-0.0019038513707856333,-0.001903851370785607
1.56,-0.0019105433968609716,-0.0018629610656124439,-0.0018629610656124165
1.563,-0.0018616885714020735,-0.0018203942212263026,-0.0018203942212262792
1.5659999999999998,-0.0018113831770282896,-0.0017761891449139813,-0.001776189144913957
1.5690000000000002,-0.001759664756735187,-0.001730385618260408,-0.0017303856182603826
1.572,-0.001706572133093567,-0.0016830248613479257,-0.001683024861347902
1.575,-0.001652145380323542,-0.0016341494956610004,-0.001634149495660978
1.5779999999999998,-0.001596425796347136,-0.001583803505729762,-0.0015838035057297415
1.5810000000000002,-0.0015394558748477892,-0.0015320321995468964,-0.0015320321995468712
1.584,-0.0014812792773379003,-0.0014788821677935095,-0.0014788821677934895
1.587,-0.001421940805207138,-0.0014244012419106602,-0.0014244012419106385
1.5899999999999999,-0.0013614863716956628,-0.0013686384510542909,-0.0013686384510542744
1.5930000000000002,-0.0012999629737083917,-0.0013116439779722964,-0.0013116439779722754
1.596,-0.0012374186633598734,-0.0012534691138434396,-0.0012534691138434203
1.599,-0.0011739025191150102,-0.0011941662121187505,-0.0011941662121187331
1.6019999999999999,-0.0011094646163694987,-0.001133788641406956,-0.0011337886414069407
1.6050000000000002,-0.0010441559972960979,-0.0010723907374463324,-0.0010723907374463153
1.608,-0.0009780286397692638,-0.0010100277542062104,-0.0010100277542061916
1.611,-0.0009111354251717399,-0.000946755814162131,-0.0009467558141621181
1.6139999999999999,-0.0008435301048827044,-0.0008826318577894058,-0.0008826318577893914
1.6169999999999998,-0.0007752672652482574,-0.0008177135923205334,-0.0008177135923205247
1.62,-0.0007064022908414619,-0.000752059439812584,-0.0007520594398125662
1.623,-0.0006369913258307824,-0.0006857284845712926,-0.000685728484571281
1.626,-0.000567091233292393,-0.0006187804199791712,-0.0006187804199791657
1.6289999999999998,-0.0004967595523231873,-0.0005512754947754938,-0.0005512754947754866
1.6320000000000001,-0.00042605445283695005,-0.00048327445883649816,-0.00048327445883648943
1.635,-0.00035503468795555944,-0.00041483850850459694,-0.00041483850850458637
1.638,-0.0002837595439396492,-0.00034602923151580086,-0.00034602923151579685
1.6409999999999998,-0.0002122887876381796,-0.000276908551574913,-0.00027690855157490746
1.6440000000000001,-0.0001406826114731174,-0.00020753867262837417,-0.0002075386726283668
1.647,-6.900157601310181e-05,-0.00013798202288490999,-0.00013798202288490928
1.65,2.6934497722126748e-06,-6.830119863435649e-05,-6.830119863435419e-05
1.6529999999999998,7.434135044831754e-05,1.4410920847753288e-06,1.441092084779284e-06
1.6560000000000001,0.00014588082807802974,7.118208591830166e-05,7.118208591830734e-05
1.659,0.00021725046801176665,0.0001408590206791482,0.00014085902067914732
1.662,0.00028838880627748135,0.00021040919182908213,0.00021040919182908273
1.6649999999999998,0.00035923439831487083,0.0002797700089085643,0.0002797700089085583
1.6680000000000001,0.00042972588877562986,0.00034887905186393786,0.00034887905186393347
1.671,0.0004998020820932583,0.0004176741272212634,0.00041767412722126037
1.674,0.0005694020135125907,0.0004860933240562476,0.0004860933240562463
1.6769999999999998,0.0006384650202610412,0.0005540750697098963,0.0005540750697098885
1.6800000000000002,0.0007069308125407013,0.0006215581851997513,0.000621558185199745
1.683,0.0007747395440228693,0.0006884819402768453,0.0006884819402768404
1.686,0.0008418318815342626,0.000754786108078827,0.0007547861080788159
1.6889999999999998,0.0009081490736368378,0.0008204110193300717,0.0008204110193300619
1.692,0.0009736330178205042,0.0008852976160400017,0.0008852976160399857
1.695,0.0010382263260496575,0.0009493875046512922,0.0009493875046512852
1.698,0.0011018723884298831,0.0010126230085901306,0.0010126230085901174
1.7009999999999998,0.001164515434789801,0.0010749472201712405,0.0010749472201712212
1.704,0.001226100594004226,0.0011363040518109569,0.0011363040518109393
1.707,0.00128657395091793,0.001196638286502266,0.0011966382865022495
1.71,0.0013458826007635718,0.0012558956275063842,0.001255895627506369
1.7129999999999999,0.0014039747010021536,0.0013140227472161585,0.0013140227472161377
1.716,0.0014607995205488792,0.0013709673351473125,0.0013709673351472928
1.719,0.0015163074863808973,0.0014266781450143532,0.0014266781450143345
1.722,0.0015704502275554076,0.0014811050408487668,0.0014811050408487427
1.7249999999999999,0.0016231806166963944,0.0015341990421180074,0.0015341990421179844
1.728,0.001674452809035263,0.0015859123678046705,0.0015859123678046488
1.731,0.0017242222791144207,0.0016361984794061827,0.0016361984794061619
1.734,0.001772445855282953,0.0016850121228163136,0.0016850121228162882
1.7369999999999999,0.0018190817521296695,0.001732309369050816,0.0017323093690507912
1.74,0.001864089601010757,0.001778047653780547,0.001778047653780518
1.743,0.0019074304788368921,0.001822185815636492,0.0018221858156364638
1.746,0.0019490669352879423,0.0018646841332522165,0.0018646841332521894
1.7489999999999999,0.0019889630186224047,0.0019055043610104172,0.0019055043610103908
1.752,0.002027084300243589,0.0019446097634613943,0.001944609763461364
1.7550000000000001,0.00206339789817558,0.0019819651483824773,0.001981965148382448
1.758,0.0020978724995894633,0.0020175368984486504,0.0020175368984486214
1.761,0.002130478382504599,0.002051293001485875,0.0020512930014858427
1.764,0.0021611874367713536,0.0020832030792798857,0.002083203079279854
1.767,0.0021899731844210934,0.002113238414914534,0.0021132384149145
1.77,0.0022168107994470308,0.0021413719786150735,0.0021413719786150427
1.773,0.002241677127056172,0.002167578452073132,0.002167578452073098
1.776,0.002264550702408789,0.00219183425123148,0.0021918342512314438
1.779,0.0022854117688380924,0.002214117547508094,0.0022141175475080582
1.782,0.0023042422955195808,0.002234408287440401,0.0022344082874403656
1.785,0.002321025994537613,0.002252688210732047,0.002252688210732012
1.788,0.0023357483372763426,0.0022689408666859263,0.0022689408666858894
1.791,0.002348396570043937,0.002283151629008702,0.002283151629008666
1.794,0.0023589597288231914,0.002295307708973482,0.002295307708973446
1.797,0.0023674286530286936,0.002305398166928808,0.002305398166928771
1.7999999999999998,0.0023737959981407516,0.0023134139221436065,0.0023134139221435692
1.803,0.0023780562470795963,0.0023193477609792304,0.0023193477609791935
1.806,0.002380205720180031,0.0023231943433812503,0.0023231943433812134
1.809,0.0023802425836266473,0.002324950207685141,0.0023249502076851036
1.8119999999999998,0.002378166856213074,0.0023246137737315464,0.002324613773731509
1.815,0.002373980414295136,0.0023221853442883154,0.0023221853442882785
1.818,0.0023676869948172988,0.0023176671047780333,0.0023176671047779964
1.821,0.002359292196303934,0.0023110631213112873,0.0023110631213112505
1.8239999999999998,0.0023488034777215,0.002302379337027442,0.002302379337027405
1.827,0.002336230155134407,0.0022916235667462155,0.002291623566746179
1.83,0.0023215833960955772,0.0022788054899348675,0.0022788054899348306
1.833,0.0023048762117322116,0.002263936641997334,0.0022639366419972967
1.8359999999999999,0.002286123446507548,0.002247030403893142,0.0022470304038931066
1.839,0.002265341765659944,0.0022281019900954485,0.0022281019900954125
1.842,0.002242549640341052,0.0022071684348990415,0.0022071684348990046
1.845,0.002217767330494688,0.002184248577090625,0.0021842485770905877
1.8479999999999999,0.002191016865536826,0.0021593630429951834,0.002159363042995148
1.851,0.0021623220229145396,0.0021325342279136785,0.0021325342279136456
1.8539999999999999,0.002131708304637422,0.0021037862759687932,0.00210378627596876
1.857,0.0020992029118885895,0.0020731450583768496,0.0020731450583768153
1.8599999999999999,0.002064834717833669,0.0020406381501654604,0.0020406381501654252
1.863,0.002028634238754939,0.002006294805357865,0.002006294805357833
1.8659999999999999,0.001990633603643913,0.0019701459306462844,0.0019701459306462514
1.869,0.0019508665223890273,0.001932224057577983,0.0019322240575779493
1.8719999999999999,0.0019093682526957294,0.0018925633132790725,0.0018925633132790426
1.875,0.0018661755658741885,0.0018511993897424022,0.0018511993897423712
1.878,0.001821326711625178,0.0018081695117071737,0.0018081695117071416
1.881,0.0017748613819475543,0.0017635124031591895,0.0017635124031591563
1.884,0.0017268206742814354,0.0017172682524818782,0.0017172682524818493
1.887,0.0016772470539898388,0.0016694786762894626,0.0016694786762894325
1.89,0.0016261843162685785,0.0016201866819748167,0.0016201866819747913
1.893,0.0015736775475598667,0.0015694366290057136,0.0015694366290056872
1.896,0.0015197730865297383,0.0015172741890042997,0.0015172741890042722
1.899,0.0014645184846534774,0.0014637463046457174,0.0014637463046456886
1.902,0.0014079624664370006,0.0014089011474128655,0.0014089011474128416
1.905,0.0013501548892861101,0.0013527880742453162,0.0013527880742452913
1.908,0.0012911467030199332,0.001295457583121402,0.0012954575831213757
1.911,0.0012309899090101654,0.001236961267613442,0.0012369612676134214
1.914,0.0011697375189141828,0.0011773517704570108,0.001177351770456989
1.917,0.0011074435129580424,0.0011166827361760287,0.0011166827361760055
1.92,0.0010441627977150697,0.0010550087628063115,0.001055008762806287
1.923,0.000979951163317384,0.0009923853527610239,0.000992385352761005
1.926,0.0009148652400315185,0.000928868862882253,0.0009288688628822404
1.9289999999999998,0.0008489624541253519,0.0008645164537236553,0.0008645164537236412
1.932,0.0007823009829520042,0.0007993860381098164,0.000799386038109801
1.935,0.0007149397091771486,0.0007335362290186176,0.0007335362290186008
1.938,0.0006469381740793694,0.000667026286833512,0.0006670262868335016
1.9409999999999998,0.0005783565298586547,0.00059991606601318,0.0005999160660131684
1.944,0.0005092554908957483,0.0005322659612265557,0.0005322659612265425
1.947,0.00043969628391474225,0.000464136853001702,0.0004641368530016953
1.95,0.0003697405970127467,0.0003955900529374446,0.0003955900529374367
1.9529999999999998,0.0002994505275335253,0.0003266872485270709,0.00032668724852706154
1.956,0.00022888852877633075,0.00025749044764375066,0.00025749044764373976
1.959,0.00015811735554655985,0.00018806192273763484,0.00018806192273763088
1.962,8.720000857094696e-05,0.0001184641547948541,0.00011846415479484858
1.9649999999999999,1.6199677816513548e-05,4.8759777108848535e-05,4.8759777108849925e-05
1.968,-5.482031523092374e-05,-2.0988481085368767e-05,-2.0988481085368804e-05
1.971,-0.00012579657625653193,-9.071785106328921e-05,-9.071785106329095e-05
1.974,-0.00019666569768657808,-0.00016036558109852394,-0.0001603655810985267
1.9769999999999999,-0.00026736431903596504,-0.000229868992935122,-0.00022986899293511828
1.98,-0.00033782918791642764,-0.00029916553819377,-0.00029916553819376765
1.983,-0.00040799722157614773,-0.0003681928546611116,-0.0003681928546611106
1.986,-0.00047780556883064945,-0.0004368888224115304,-0.00043688882241152275
1.9889999999999999,-0.0005471916722357168,-0.0005051916197108896,-0.0005051916197108831
1.992,-0.0006160933303458631,-0.0005730397786519203,-0.0005730397786519152
1.995,-0.0006844487598967235,-0.000640372240471189,-0.0006403722404711852
1.998,-0.0007521966577466584,-0.0007071284104978631,-0.0007071284104978527
2.001,-0.0008192762624119394,-0.000773248212684825,-0.0007732482126848081
2.004,-0.0008856274150310633,-0.0008386721436730591,-0.0008386721436730435
2.007,-0.0009511906195970205,-0.0009033413263406587,-0.0009033413263406445
2.01,-0.0010159071023015877,-0.0009671975627882621,-0.0009671975627882491
2.013,-0.001079718869842842,-0.001030183386713233,-0.0010301833867132138
2.016,-0.001142568766555936,-0.0010922421151254547,-0.0010922421151254367
2.019,-0.0012044005302375281,-0.0011533178993581945,-0.0011533178993581774
2.022,-0.0012651588465459793,-0.0012133557753281348,-0.0012133557753281116
2.025,-0.0013247894018722098,-0.0012723017129993373,-0.0012723017129993152
2.028,-0.001383238934589786,-0.0013301026650066297,-0.0013301026650066087
2.031,-0.001440455284607074,-0.0013867066143946527,-0.0013867066143946325
2.034,-0.0014963874411589432,-0.001442062621429609,-0.0014420626214295834
2.037,-0.0015509855887902288,-0.0014961208694415852,-0.0014961208694415607
2.04,-0.0016042011514977718,-0.0015488327096561934,-0.0015488327096561635
2.043,-0.0016559868350120507,-0.0016001507049751825,-0.0016001507049751534
2.046,-0.0017062966672130322,-0.0016500286726666262,-0.001650028672666598
2.049,-0.0017550860366876207,-0.001698421725926264,-0.0016984217259262367
2.052,-0.001802311729447881,-0.0017452863142725956,-0.0017452863142725637
2.055,-0.0018479319638397779,-0.0017905802627393738,-0.0017905802627393426
2.058,-0.0018919064236814697,-0.0018342628098302286,-0.001834262809830198
2.061,-0.001934196289678055,-0.0018762946442012615,-0.0018762946442012266
2.064,-0.001974764269166017,-0.0019166379400386022,-0.001916637940038568
2.067,-0.00201357462424544,-0.0019552563910990883,-0.0019552563910990545
2.07,-0.002050593198361267,-0.001992115243383432,-0.0019921152433833985
2.073,-0.002085787441396589,-0.0020271813264124755,-0.0020271813264124386
2.076,-0.002119126433341049,-0.0020604230830783823,-0.0020604230830783424
2.0789999999999997,-0.0021505809065961497,-0.0020918105980439047,-0.002091810598043865
2.082,-0.002180123266976563,-0.0021213156246641667,-0.0021213156246641276
2.085,-0.002207727613462556,-0.0021489116104067402,-0.002148911610406701
2.088,-0.0022333697567535962,-0.00217457372074713,-0.0021745737207470887
2.0909999999999997,-0.0022570272366670887,-0.00219827886151817,-0.002198278861518129
2.094,-0.002278679338419314,-0.002220005699693215,-0.0022200056996931746
2.097,-0.0022983071078180963,-0.0022397346825844258,-0.0022397346825843833
2.1,-0.0023158933653886576,-0.002257448055438866,-0.0022574480554388237
2.1029999999999998,-0.0023314227194458333,-0.0022731298774165843,-0.002273129877416542
2.106,-0.0023448815781173197,-0.0022867660359362912,-0.0022867660359362487
2.109,-0.002356258160314275,-0.002298344259375732,-0.0022983442593756884
2.112,-0.0023655425056373705,-0.0023078541281153185,-0.0023078541281152743
2.1149999999999998,-0.0023727264831986386,-0.002315287083915081,-0.0023152870839150365
2.118,-0.0023778037993321425,-0.00232063643761651,-0.0023206364376164653
2.121,-0.002380770004159923,-0.0023238973751623444,-0.0023238973751622998
2.124,-0.0023816224969737954,-0.0023250669619288996,-0.002325066961928855
2.127,-0.0023803605303886147,-0.0023241441453670307,-0.002324144145366986
2.13,-0.0023769852132185724,-0.0023211297559493547,-0.00232112975594931
2.133,-0.002371499512025064,-0.002316026506422883,-0.0023160265064228374
2.136,-0.0023639082512826697,-0.00230883898936773,-0.0023088389893676847
2.139,-0.002354218112108835,-0.002299573673064102,-0.002299573673064057
2.142,-0.00234243762950297,-0.0022882388956712825,-0.0022882388956712374
2.145,-0.0023285771880417958,-0.002274844857723851,-0.0022748448577238054
2.148,-0.0023126490159799235,-0.00225940361295189,-0.0022594036129518456
2.151,-0.002294667177707703,-0.0022419290574334405,-0.0022419290574333976
2.154,-0.002274647564522312,-0.0022224369170889724,-0.002222436917088929
2.157,-0.0022526078836727676,-0.002200944733529116,-0.0022009447335290724
2.16,-0.00222856764564494,-0.002177471848268396,-0.0021774718482683517
2.163,-0.00220254814965864,-0.0021520393853191747,-0.0021520393853191326
2.166,-0.002174572467355298,-0.002124670232181467,-0.0021246702321814246
2.169,-0.002144665424661597,-0.0020953890192457344,-0.002095389019245691
2.172,-0.0021128535818214647,-0.002064222097627196,-0.0020642220976271556
2.175,-0.0020791652115960653,-0.002031197515451605,-0.002031197515451564
2.178,-0.002043630275638633,-0.0019963449926138264,-0.0019963449926137847
2.181,-0.002006280399058145,-0.00195969589403194,-0.0019596958940318976
2.184,-0.0019671488431927658,-0.0019212832014209296,-0.0019212832014208908
2.187,-0.0019262704766206803,-0.0018811414836113658,-0.001881141483611326
2.19,-0.0018836817444422321,-0.0018393068654397927,-0.001839306865439757
2.193,-0.0018394206358731257,-0.0017958169952388124,-0.0017958169952387761
2.196,-0.0017935266501938425,-0.001750711010956128,-0.0017507110109560907
2.199,-0.001746040761105183,-0.0017040295049330313,-0.0017040295049329931
2.202,-0.0016970053795440964,-0.001655814487374036,-0.001655814487374002
2.205,-0.0016464643150175139,-0.0016061093485405288,-0.001606109348540494
2.208,-0.001594462735514879,-0.0015549588197024636,-0.0015549588197024278
2.211,-0.0015410471260623804,-0.001502408932883238,-0.0015024089328832075
2.214,-0.0014862652459835864,-0.0014485069794339784,-0.0014485069794339465
2.217,-0.0014301660849322787,-0.0013933014674745157,-0.0013933014674744827
2.22,-0.0013727998177637973,-0.0013368420782393538,-0.0013368420782393197
2.223,-0.0013142177583111872,-0.0012791796213679097,-0.0012791796213678813
2.226,-0.0012544723121319492,-0.0012203659891792684,-0.001220365989179246
2.2289999999999996,-0.0011936169282902491,-0.001160454109972599,-0.0011604541099725755
2.232,-0.0011317060502381438,-0.0010994979003952567,-0.0010994979003952324
2.235,-0.0010687950658577522,-0.0010375522169214404,-0.0010375522169214148
2.238,-0.0010049402567244494,-0.0009746728064850686,-0.0009746728064850493
2.2409999999999997,-0.0009401987466490993,-0.000910916256311301,-0.0009109162563112808
2.244,-0.0008746284495551987,-0.0008463399429918558,-0.0008463399429918346
2.247,-0.000808288016744581,-0.0007810019808499504,-0.0007810019808499358
2.25,-0.0007412367836031272,-0.0007149611696413323,-0.0007149611696413164
2.2529999999999997,-0.0006735347157957998,-0.0006482769416384681,-0.0006482769416384508
2.2560000000000002,-0.0006052423549982853,-0.0005810093081455101,-0.0005810093081454916
2.259,-0.0005364207642106773,-0.000513218805492173,-0.0005132188054921613
2.262,-0.0004671314726969742,-0.00044496644055512307,-0.00044496644055511006
2.2649999999999997,-0.00039743642059274,-0.0003763136358559071,-0.00037631363585590143
2.2680000000000002,-0.0003273979032221135,-0.00030732217428482925,-0.0003073221742848221
2.271,-0.0002570785151644613,-0.00023805414350051949,-0.0002380541435005113
2.274,-0.00018654109411036482,-0.00016857188005523188,-0.00016857188005522245
2.2769999999999997,-0.00011584866454631622,-9.893791329615511e-05,-9.89379132961528e-05
2.2800000000000002,-4.506438130746485e-05,-2.9214909093220602e-05,-2.9214909093217218e-05
2.283,2.574852696201219e-05,4.0534386555950594e-05,4.053438655595505e-05
2.286,9.652681440084967e-05,0.00011024720399321046,0.00011024720399320813
2.2889999999999997,0.000167207274534165,0.00017986080638833943,0.00017986080638833805
2.2920000000000003,0.00023772679684676626,0.0002493125461979591,0.00024931254619795905
