t,alg,z,r,s,q,v
29.6,0.005044750849543405,0.003124874294020463,0.6977688296595457,0.0033199926655253127,0.002486106565685623,0.003297656636954892
29.700000000000003,0.005005509204858255,0.0031352520650960703,0.700050739181368,0.003329224904832501,0.0024963841627990897,0.003308040535176104
29.8,0.004984882442926136,0.003145780507334789,0.701370965345308,0.0033393812870396843,0.0025070538250479618,0.0033186694414245976
29.900000000000002,0.0049996037432322536,0.0031564962674802996,0.70179451088757,0.003351051374404868,0.002517206706936086,0.003329127862033613
30.0,0.004999474180539638,0.0031674351427482005,0.7015265877084897,0.0033626180698256825,0.0025272508059697007,0.0033396376523673484
30.1,0.004972206493774625,0.003178015953704251,0.7008692625734306,0.003373073377842018,0.002536912230187256,0.0033500366369112198
30.200000000000003,0.004949982711532341,0.0031880520369110417,0.7001681287916498,0.0033831277053827146,0.0025457476379118103,0.0033599735165746043
30.3,0.004945560819313136,0.0031980132010619236,0.699759822150515,0.00339341823968605,0.0025549568091083634,0.003369730499232107
30.400000000000002,0.004952217713601618,0.003207984112328658,0.6999280963595882,0.0034040205140072983,0.002564443728745514,0.003379720873880927
30.5,0.004957010806976118,0.0032176312869758705,0.7008715848040965,0.003414250133826939,0.0025734609375775088,0.0033896618144550143
30.6,0.004945183081108335,0.00322708422930216,0.70268385867577,0.003423593911194804,0.0025822782437205016,0.003399544520465246
30.700000000000003,0.004928746686731067,0.0032367317020849298,0.7053449703404608,0.0034328494624013537,0.0025914117956407356,0.0034096552635102294
30.8,0.00493727523756291,0.0032468463980180485,0.7087210221088471,0.0034431372120677984,0.002601343491412386,0.003420032101629864
30.900000000000002,0.0049536069168865104,0.0032575118065136565,0.7125692526365764,0.0034540459248046905,0.0026115260580574255,0.0034309251135021955
31.0,0.004942628486519872,0.0032683605880371737,0.7165553814936665,0.0034646874599169215,0.0026217639176580906,0.0034420224368109245
31.1,0.004921305646808389,0.003279463562502684,0.7202970408572731,0.0034753825675798676,0.002632422934825052,0.003453322398918639
31.200000000000003,0.004923910946007958,0.0032907815902154126,0.7234340433931098,0.0034868319190016236,0.00264342721265904,0.0034648225124750934
31.3,0.004929756495726376,0.0033020976171969267,0.7257029607828105,0.0034985772652497862,0.0026543769978721312,0.003476281010910513
31.400000000000002,0.004911638932157006,0.0033132167613134566,0.7269890963791785,0.0035099871992256525,0.002665012612244992,0.003487447665393719
31.5,0.0048928248269784775,0.003324090907908161,0.7273430985713139,0.0035212092754033347,0.0026752776541660024,0.003498257858116421
31.6,0.004889432099100529,0.003334705459019035,0.7269635294800983,0.0035321759044788376,0.00268528077929152,0.0035084682737892194
31.700000000000003,0.004878707204207123,0.003345019792101109,0.7261547282411029,0.003542583311226349,0.0026949938750711047,0.003518122578857433
31.8,0.00485958817888421,0.0033551046031349927,0.7252724577138316,0.00355292384775994,0.0027044096778540546,0.0035276477391880823
31.900000000000002,0.004854599381541145,0.0033651928548715493,0.7246685302014346,0.0035631970158799724,0.0027140257880691396,0.00353731967669063
32.0,0.004851370051607037,0.0033749494838573313,0.7246427738904709,0.003572735519579718,0.002723741610411514,0.003546797530085903
32.1,0.0048372328253050885,0.0033845333258407545,0.725407823627145,0.003581817325745705,0.0027334343867802696,0.0035563674287423215
32.2,0.004832770124972552,0.00339414149415938,0.7270678416595786,0.003591337950920935,0.00274320606054255,0.003565971708529945
32.300000000000004,0.0048399356754648916,0.0034039222216339336,0.729608698054045,0.0036010700003081975,0.002753200625790053,0.0035755772013655977
32.4,0.004831556104480349,0.0034139058461039678,0.7328968395845261,0.003610402632509358,0.0027634871214848207,0.003585506208469381
32.5,0.004814606134402549,0.0034242929594980685,0.7366860885377234,0.0036199301927697207,0.0027738940247768783,0.0035957504027931972
32.6,0.00481704442258338,0.003434957967574021,0.740637411520678,0.003630421497345365,0.002784538890520325,0.0036062482232549816
32.7,0.004823261405345811,0.0034459146499551995,0.7443622411420111,0.0036413185068603325,0.002795445717214877,0.003617122759724166
32.800000000000004,0.0048053877010895436,0.0034569877638686757,0.7474905844916928,0.0036518282585026223,0.0028064906716933975,0.0036281519138164336
32.9,0.004783767511761554,0.0034679960288632504,0.7497449375499001,0.0036625087793407843,0.002817383904074545,0.003639149063929174
33.0,0.004784432450995953,0.0034788799732507294,0.7509947057268277,0.0036738054852038086,0.0028279514412441736,0.0036499654476744793
33.1,0.004784496496801002,0.0034895843755672756,0.7512771313922284,0.0036850168863209916,0.0028381434839902077,0.0036603853758806187
33.2,0.004763978712887348,0.003500027542236445,0.7507840335822813,0.003695699813444158,0.002847813800280565,0.003670466216932709
33.300000000000004,0.0047442576018426955,0.0035102161846754954,0.7498217108637717,0.0037062501533750934,0.002857100289812585,0.0036802895778903348
