t,a1,a2,a3,b1,b2,b3
48.87,0.059986876209250695,-0.03900476202206328,-0.015207431466615535,0.0616635931349756,-0.056162414426167144,0.04595658595858593
48.9,0.05816890844476044,-0.0409302274101626,-0.013572045680948162,0.05951220864892845,-0.05201781342175555,0.04055399864335129
48.93000000000001,0.055102209024956425,-0.04213435148311323,-0.011749404951922546,0.056082892095147385,-0.04694961566620009,0.03456787532989915
48.96,0.05085262766621705,-0.04259613924630665,-0.009765052938070114,0.05144928270991652,-0.04104780900545715,0.02808435101255863
48.99,0.04551140707179664,-0.04230767435682223,-0.007646758542168743,0.04571088004395277,-0.034417182339697275,0.021196717844040976
49.02,0.039193223861046074,-0.041274254729274415,-0.005424127351657539,0.03899090736439556,-0.02717546505513842,0.014004082744275169
49.05,0.03203372644927382,-0.03951429539903949,-0.0031281879010966298,0.0314336656269053,-0.019451236692456235,0.006609941339911187
49.080000000000005,0.02418662274024715,-0.03705900042108358,-0.0007909585381694327,0.023201434837201954,-0.011381643966431366,-0.0008793112457660219
49.11000000000001,0.0158203801572016,-0.0339518096493818,0.001554999061016789,0.01447098934048264,-0.003109965672048567,-0.00835591132410223
49.14,0.007114608859692539,-0.03024763020457437,0.0038770335016988537,0.005429801867455055,0.005216931286901775,-0.01571227726477896
49.17,-0.0017437942059380378,-0.02601186622629849,0.00614285808658573,-0.003727982150809088,0.013451199577506205,-0.02284255749986088
49.199999999999996,-0.010564657641267388,-0.021319264054890805,0.008320999714575644,-0.012805713553876866,0.021446636525315733,-0.0296441536337831
49.230000000000004,-0.019158618178203045,-0.016252593232464432,0.01038123602122579,-0.021608462186648678,0.029061280000375007,-0.036019196743079254
49.260000000000005,-0.02734118586458873,-0.01090118659866034,0.012295014689830009,-0.029947202721088362,0.03615992901071495,-0.04187595562320948
49.29,-0.034936704582997524,-0.0053593652309528814,0.014035849115963724,-0.037642873680981244,0.04261654424917932,-0.04713015671906787
49.32,-0.04178212288068872,0.0002752240002058898,0.015579684943054346,-0.04453022250848006,0.04831648597093146,-0.0517061967465425
49.35,-0.047730494161891415,0.005903328960335631,0.016905232397193673,-0.050461354105618396,0.05315854946724521,-0.05553823055658163
49.38,-0.05265413110450144,0.01142584054855781,0.01799425983023868,-0.055308906651384944,0.057056761994941835,-0.05857111858836883
49.410000000000004,-0.056447346587172584,0.016745537968297076,0.01883184442448895,-0.058968786498629,0.05994190925628343,-0.06076122027859801
49.440000000000005,-0.05902872229025427,0.021768800237698824,0.01940657661224915,-0.06136240342314235,0.061762764326071466,-0.06207702201039392
49.47,-0.06034285627448107,0.026407253809859026,0.019710715410978633,-0.062438358226421846,0.06248699720586629,-0.06249959056625136
49.5,-0.06036155202704514,0.030579327306825454,0.019740292560445044,-0.062173546453469786,0.06210174885583424,-0.06202284556020825
49.53000000000001,-0.05908442345553973,0.03421168601548445,0.019495164062753798,-0.060573654525009776,0.06061385951206115,-0.060653646929195656
49.56,-0.05653890284882244,0.037240520918790626,0.018979008459353203,-0.05767303763045092,0.05804974723546833,-0.05841169622464216
49.59,-0.052779651640930667,0.039612669604762604,0.018199271920893437,-0.05353398200365884,0.05445493884874302,-0.05532925312465845
49.62,-0.04788738663463289,0.041286549362887545,0.01716706096581759,-0.04824536742301339,0.04989326158968248,-0.05145067124594005
49.65,-0.04196714688979118,0.04223288609068053,0.01589698435148957,-0.0419207586564828,0.04444570983346498,-0.0468317599346422
49.68000000000001,-0.035146038489057806,0.042435226233690816,0.014406946387399085,-0.03469596683496122,0.038209007005639714,-0.04153898121948912
49.71,-0.027570505601766236,0.04189022280674265,0.012717894593730636,-0.02672613311958233,0.031293888219636495,-0.035648493482248605
49.74,-0.019403186435597696,0.0406076905252324,0.010853525260997657,-0.018182397286714905,0.02382313413124228,-0.029245055606303968
49.77,-0.01081942157642237,0.03861042914272239,0.008839951048764304,-0.009248222767593321,0.015929390919732066,-0.022420807371651367
49.8,-0.002003489678347125,0.035933818173224275,0.0067053352856535995,-0.00011545705663790437,0.007752815102747284,-0.01527394364535467
49.830000000000005,0.006855348681715251,0.03262519020155867,0.004479498091632867,0.00901978791493434,-0.0005614149978395408,-0.007907301444678825
49.86000000000001,0.01556691405332483,0.028742993882150725,0.002193499830656959,0.017961346977642893,-0.008865676954170783,-0.0004268802038075489
49.89,0.023944190840031035,0.024355761426983945,-0.00012079228818035904,0.02651721406548574,-0.017012525326713466,0.007059683463807852
49.92,0.03180734205809751,0.0195408988220808,-0.002431148414025748,0.034503665247406584,-0.024857309616071636,0.014444664560654288
49.949999999999996,0.03898756993957267,0.014383320128330507,-0.004705424870767841,0.04174920391280278,-0.03226074258953656,0.021621799772130794
49.980000000000004,0.04533073950322754,0.008973949961953703,-0.0069120113370964974,0.04809824339435474,-0.03909137338072593,0.028487816501204386
50.010000000000005,0.050700687306394404,0.0034081205642490257,-0.009020270169415617,0.053414447949582326,-0.045227921451454565,0.034943918869298124
50.04,0.05498214435010125,-0.0022161082811249506,-0.011000961762295829,0.05758366035874874,-0.050561429975425114,0.040897209301179245
50.07,0.058083210393977264,-0.007799676874636116,-0.012826650041383805,0.060516353273502674,-0.05499720040956353,0.0462620252385043
50.1,0.05993732656834749,-0.013244270333795917,-0.01447208246588684,0.06214955167736157,-0.05845647390392407,0.05096117174790132
50.13,0.06050470394196954,-0.018454049702771286,-0.015914539277917895,0.06244818517618872,-0.06087782969606896,0.05492703228745426
50.160000000000004,0.059773177383748405,-0.023337338957792775,-0.017134147169030015,0.06140584108033079,-0.06221827566088029,0.058102541648647164
50.190000000000005,0.057758466394748104,-0.0278082382129947,-0.01811415303409354,0.05904490210714865,-0.06245401165266286,0.060442007073998105
50.22,0.05450383731802112,-0.03178813473956415,-0.018841154042254386,0.05541606574699407,-0.06158085208609856,0.06191176573523006
50.25,0.050079174184889476,-0.03520708521883491,-0.019305280866213012,0.050597255613499974,-0.05961430025296112,0.062490669111452075
50.28000000000001,0.04457947815144401,-0.03800504492525836,-0.019500331565921614,0.04469194815524249,-0.05658927305506868,0.06217038729757918
50.31,0.03812282774565152,-0.04013292223781324,-0.019423854311857384,0.037826950660038036,-0.05255948104094898,0.06095552886426338
50.34,0.03084784372023954,-0.04155343996066244,-0.01907717784667133,0.030149678265775182,-0.04759647475391011,0.05886357454465782
50.37,0.022910712940990376,-0.042241788341338,-0.01846538931228102,0.02182498844973617,-0.04178837432398235,0.055924625702202704
50.4,0.014481835205933538,-0.042186058347336075,-0.01759725980222399,0.013031640970823767,-0.035238304860326,0.05218097119875786
50.43000000000001,0.005742164984981397,-0.04138744763497991,-0.01648511872611607,0.0039584592819251,-0.02806256542432894,0.047686478895464686
50.46,-0.00312067338193614,-0.03986023564949955,-0.015144678784255176,-0.0051997241598917415,-0.020388564093997186,0.04250582054209929
50.49,-0.01191641362778155,-0.037631528361912525,-0.013594814035895365,-0.014246251617194622,-0.012352555783383005,0.03671354120807002
50.52,-0.020456232169980007,-0.03474077720484243,-0.01185729419497528,-0.022986862991059606,-0.0040972229829569495,0.03039298664512044
50.55,-0.028556801702738718,-0.031239080744444574,-0.00995647889310541,-0.031233867254387454,0.0042308576241692685,0.023635104016035045
50.580000000000005,-0.03604422674914916,-0.02718828144914625,-0.007918976203010953,-0.03881017282462547,0.012483817688942956,0.016537133245795838
50.61000000000001,-0.04275777668718406,-0.02265987352066403,-0.005773270208742354,-0.045553090329912595,0.020515122657107795,0.00920120782548359
50.64,-0.048553336112467566,-0.017733741075315786,-0.003549322835000834,-0.051317826110162654,0.028182173547889634,0.001732885202112047
50.67,-0.05330649846977228,-0.012496748945572228,-0.001278155501019334,-0.05598059143558655,0.03534883885502605,-0.005760372099220693
50.699999999999996,-0.056915236544272135,-0.007041210960679949,0.0010085835602524954,-0.059441260677024245,0.04188787161524046,-0.013170742765561298
50.730000000000004,-0.059302092488213096,-0.0014632627155575174,0.0032790602831416875,-0.061625521348015314,0.04768316872815857,-0.020391598148968692
50.760000000000005,-0.06041584037381149,0.0041388324887203665,0.0055016979062936875,-0.06248646984980046,0.052631832412552884,-0.027319036557991998
50.79,-0.06023258558739697,0.009666414681023375,0.007645616097619263,-0.06200561865311339,0.05664599719694822,-0.033853378310668154
50.82,-0.05875627746996319,0.01502216473854089,0.009681059960840531,-0.06019329328910149,0.05965439000565099,-0.03990060003655531
50.85,-0.0560186242058227,0.020111817787832068,0.01157981296407333,-0.057088410624613055,0.06160359564026072,-0.045373687589470454
50.88,-0.05207841179355374,0.024845822322549886,0.013315588060407793,-0.05275764318304422,0.06245900518754146,-0.0501938881037194
50.910000000000004,-0.04702024172639184,0.029140915836535733,0.014864391579480801,-0.0472939874556549,0.06220543051429814,-0.054291843177842726
50.940000000000005,-0.04095271448802258,0.032921589249632496,0.016204854853195533,-0.0408147669466403,0.06084737393865938,-0.05760858688037065
50.97,-0.034006097866484224,0.03612141436998304,0.01731852899261545,-0.033459112833457386,0.058408948289647045,-0.06009639421717109
