t,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9
0.09,1.2510891764685143e-06,4.897534607254545e-06,1.078082371152687e-05,1.8745539301826864e-05,2.864027146097743e-05,4.0318421182538074e-05,5.363889622273327e-05,6.846670071434156e-05,8.467342103038472e-05,0.00010213761118289778,0.012995199027127195,0.05198079610850878,0.11695679124414475,0.20792318443403512,0.32487997567817983,0.4678271649765789,0.6367647523292326,0.8316927377361405,1.0526111211973026,1.2995199027127193
0.093,1.2924854841308886e-06,5.0546384180341355e-06,1.111591789388274e-05,1.930987079607788e-05,2.9475111372125933e-05,4.1456173394414005e-05,5.510423614138946e-05,7.02777265974043e-05,8.684280124927206e-05,0.0001046737116764514,0.013875984738965818,0.05550393895586327,0.12488386265069236,0.2220157558234531,0.34689961847414535,0.4995354506027693,0.679923252209325,0.8880630232938124,1.123954763856231,1.3875984738965814
0.096,1.3317203138717942e-06,5.2030359549429e-06,1.1431387643132726e-05,1.9839429380977603e-05,3.0256072647558894e-05,4.251738170651675e-05,5.646732204056914e-05,7.195836514714511e-05,8.885195394214799e-05,0.00010701883386937657,0.01478564867086472,0.05914259468345888,0.1330708380377825,0.23657037873383552,0.36964121677161793,0.5322833521511299,0.7244967848723713,0.9462815149353421,1.197637542340042,1.4785648670864717
0.099,1.3687165709669392e-06,5.3424714368710525e-06,1.1726782457778025e-05,2.033364742427224e-05,3.098264842887009e-05,4.350188307466295e-05,5.772872524860456e-05,7.351041946263603e-05,9.070451383451331e-05,0.00010917913771583401,0.01572419082282391,0.06289676329129563,0.1415177174054152,0.25158705316518254,0.3931047705705976,0.5660708696216605,0.7704853503183715,1.0063482126607302,1.2736594566487363,1.5724190822823905
0.10200000000000001,1.4034137994936514e-06,5.472759342180748e-06,1.2001818517729228e-05,2.0792269036294226e-05,3.165484258708523e-05,4.4410282070030815e-05,5.889010121219734e-05,7.493715124765789e-05,9.240600054708882e-05,0.00011116313422654128,0.016691611194843376,0.0667664447793735,0.15022450075359042,0.267065779117494,0.41729027987108436,0.6008980030143615,0.8178889485473255,1.068263116469976,1.3520205067823134,1.6691611194843374
0.10500000000000001,1.4357687826994467e-06,5.593787074988148e-06,1.2256385072204518e-05,2.1215361579239222e-05,3.227318681351175e-05,4.5243972141637976e-05,5.9954210482310586e-05,7.624329268222474e-05,9.396380668117488e-05,0.00011298162785505798,0.01768790978692313,0.07075163914769252,0.1591911880823082,0.28300655659077006,0.4421977446730782,0.6367647523292326,0.8667075795592334,1.1320262263630803,1.4327206927407734,1.7687909786923128
0.108,1.465756234407473e-06,5.705517870707458e-06,1.2490550957838174e-05,2.160332642798479e-05,3.283875459136008e-05,4.600514896815466e-05,6.0924923498484635e-05,7.743502916310564e-05,9.538713815257712e-05,0.00011464758607250798,0.01871308659906316,0.07485234639625264,0.16841777939156846,0.29940938558501057,0.4678271649765789,0.6736711175662736,0.9169412433540948,1.1976375423400423,1.5157600145241157,1.8713086599063156
0.111,1.4933695281234906e-06,5.807993667430275e-06,1.270457048118923e-05,2.1956907350953152e-05,3.335316909199736e-05,4.669681113848813e-05,6.180720219661053e-05,7.851994353906522e-05,9.668689526233996e-05,0.00011617592345391607,0.019767141631263477,0.07906856652505391,0.1779042746813713,0.31627426610021564,0.49417854078158685,0.711617098725485,0.9685899399319104,1.2650970644008626,1.6011384721323414,1.9767141631263474
0.11399999999999999,1.5186214009870177e-06,5.90133762989739e-06,1.2898887828876504e-05,2.2277194798699337e-05,3.38186020327295e-05,4.732274362679241e-05,6.260705221579316e-05,7.950691420326366e-05,9.787548636692882e-05,0.00011758319347407051,0.020850074883524077,0.0834002995340963,0.18765067395171672,0.3336011981363852,0.5212518720881019,0.7506026958068666,1.0216536692926799,1.334404792545541,1.68885606556545,2.0850074883524075
0.11699999999999999,1.541544561005712e-06,5.985755990271419e-06,1.3074139139437316e-05,2.25656244099163e-05,3.4237760724098614e-05,4.788748011531999e-05,6.333144082457864e-05,8.040596202710391e-05,9.896657060781663e-05,0.00011888718862045205,0.02196188635584496,0.08784754542337984,0.19765697720260467,0.3513901816935194,0.549047158896124,0.7906279088104184,1.0761324314364031,1.4055607267740775,1.7789127948234418,2.196188635584496
